1.733720156772398102e-01,8.977132406884482663e-01,2.219630612166038075e-01,7.386835800625491943e-01,2.023510849531803268e-01,1.351110588190999051e-01,1.869779791150065762e-01,7.411758084814183967e-01,5.128385885963607782e-01,7.980777161962502309e-01,5.004805827608083124e-01,6.205919754538435917e-03,1.527928311905828451e-01
9.241813557219888953e-01,8.645059254929589043e-01,3.112747296127107433e-01,9.748130402360479785e-01,6.274899661021009489e-01,3.617677822168916535e-01,3.142738715048245535e-01,9.090991990614197826e-01,7.968438126889707540e-01,8.369946348299575067e-01,7.181665555000025236e-01,9.789584740244727801e-02,1.907814798459117611e-01
3.140142898690446716e-01,1.582117339365185504e-01,2.440976535734641351e-01,8.038492124417434548e-01,6.151478729660058153e-01,3.206735786394203647e-01,2.596230272046564647e-01,6.910564710559774504e-01,4.604807008799061130e-01,1.474255083668128963e-01,8.663918057600625833e-01,2.754501179704454961e-01,9.602295685818451609e-02
1.386554615213921871e-01,6.954678933333687807e-01,1.770622786947275706e-01,9.461780988911216994e-01,4.440953819847694994e-01,7.370376557447110288e-01,2.564877668726451843e-01,9.238721662918586430e-01,4.053273319492345372e-03,2.634250341907452553e-01,6.861427843466595400e-01,7.816202517823134244e-02,2.267132979207657772e-01
9.539988845579383536e-03,1.080087863729638498e-01,2.794990054172320493e-01,9.873941600624697168e-01,6.155973065165166735e-01,3.477985505536820288e-01,3.121858975460205521e-01,8.905314691525562099e-01,8.638729678577887761e-01,2.307088995609067883e-01,7.302363303273855522e-01,1.517004440742709681e-01,7.364256718039496885e-02
8.292090994320561181e-01,9.843639569195311578e-01,1.621356231563959582e-01,4.721726186735956121e-01,8.468790998165692807e-01,9.395169345329568156e-01,2.857712651657918768e-01,4.059955373691634950e-01,9.164023805273273648e-01,2.684349299601468397e-01,8.031927919057374465e-01,2.468105650883177793e-01,5.351258636722022732e-02
9.362347268819353197e-01,6.850809809060099953e-01,1.975312292089289601e-01,8.203786157448887950e-01,1.294777996658088570e-01,5.637728124508546435e-01,1.134691983798207238e-01,6.626335800759806105e-01,5.171224823191029607e-01,9.185511461825289770e-01,6.910348322610072591e-01,6.418850739611681178e-03,5.395275758634299201e-01
7.950566946438283322e-01,8.522994391858323970e-01,7.843266525055903049e-02,7.755854003939751662e-01,4.683065857911263841e-01,5.917295951717422842e-01,4.776868129445910327e-02,7.340122815008243151e-01,8.037835645218809333e-01,3.567508878874857681e-01,7.303812689279836068e-01,1.176234047344237865e-01,2.432336600734129606e-01
2.635460803320485157e-01,5.473217249040888133e-01,2.190672372195830997e-01,9.739832766255246410e-01,9.399536778726900188e-01,5.590753298742312527e-01,2.843771527045595437e-01,9.658719902300185733e-01,6.834427624769161547e-01,6.698779703430360888e-01,7.919591131149343877e-01,2.078569666667410276e-01,1.327044691896226425e-01
4.852297574881351272e-01,7.991804313119170722e-01,2.178501504654861698e-01,6.989283280739039261e-01,7.581114705508350537e-01,9.760398760410204932e-02,3.189818022598213121e-01,7.047724999289756154e-01,6.314045687634117776e-02,5.242504831210482719e-01,9.530674125065059510e-01,4.734210782491188318e-02,3.657316268640007362e-01
5.630949649258951695e-01,4.390045032680522930e-02,1.664249254519288845e-01,8.600958865063409453e-01,9.725732890610627734e-02,8.308743361121849746e-01,1.534679438796306972e-01,8.418002185148782957e-01,9.817685134665052882e-01,9.402451438577589249e-01,8.022200570256935448e-01,8.636753919510653521e-02,3.448916278811191560e-01
7.338532817268244024e-01,4.801312718538083280e-01,5.878037676883773877e-02,7.862218026027590900e-01,9.470654713893849053e-01,8.170120957314922494e-01,1.138885507785408757e-01,9.661443426420753822e-01,3.431040003309293596e-03,8.440192573065566917e-01,2.762131385919133209e-01,1.110064302791891055e-02,5.172756814499401834e-02
8.003709456494197960e-01,7.408558407034186999e-01,1.834464797051738039e-01,9.314692754379857442e-01,8.645006749576964467e-01,9.752509475452143528e-01,1.825956514974549361e-01,9.444697395175785104e-01,8.562519186544423899e-01,7.454516223277883880e-01,9.550481692987193849e-01,5.111664503276226457e-01,4.791820986276951189e-03
5.755677098553696469e-01,1.117813149988953203e-01,1.222020063007670521e-01,7.000061645645396791e-01,4.967812357591216976e-02,4.001484691529393345e-01,7.661084158377506892e-02,5.716693802052168483e-01,5.581252945079874239e-01,4.313176089070875907e-01,7.150290387516529123e-01,1.995568655729785812e-01,1.616450806666739348e-01
3.478161883880392935e-03,9.174599750544834009e-01,3.086320724016926587e-01,9.778235069510936572e-01,1.367379997897855137e-02,3.504107449553448550e-01,3.235947907675368329e-01,9.107763986266094181e-01,5.800887006429533699e-01,3.610846868462627146e-01,6.447941688054131815e-01,1.595841230537834443e-01,7.361303659213980222e-02
1.045764049238495641e-01,6.156374879920960552e-01,1.139249915670372815e-01,4.701253384851173944e-01,2.446868678973435074e-02,3.663928668874494310e-01,9.659373415589778133e-02,3.110415395238389502e-01,6.459946096369216795e-01,1.067085411321426758e-01,4.047203331070471366e-01,4.014172989946551695e-03,9.131146174738058452e-02
8.311703581049622036e-01,2.037534850082105553e-01,6.886700614816954058e-02,7.745000135954819287e-01,8.428751484020868823e-02,6.481319647748959856e-01,4.906064707342017162e-02,8.731926272107625175e-01,2.762649138728139331e-01,1.718445912265955666e-01,8.165469326060237343e-01,7.330014273684548609e-02,3.999556602582478027e-01
2.949265484114079738e-01,1.102695911814107754e-01,7.681763965067844868e-02,8.205491090811506405e-01,7.673232568240395679e-01,5.165147946797796763e-01,5.305675837458656563e-02,9.618252362817775181e-01,4.330892063571647466e-01,1.268236533321198678e-01,9.189744401146574537e-01,5.189762394229671116e-01,8.689334020258732139e-03
9.034921428214143235e-01,9.455125107269448659e-01,2.876510245175819547e-01,4.975038327047022202e-01,7.928480064679267469e-01,4.359290044403031361e-01,5.514067159080703329e-01,5.665795545816949552e-01,4.751778042150333059e-01,5.607433276319535587e-01,7.016498981345059560e-01,1.459246123195337974e-01,1.624066709253503271e-01
5.435605210217033800e-01,4.413059206970513237e-01,1.580577535260562216e-01,9.645393329198017618e-01,6.951582421260543709e-01,4.860729925726503531e-01,1.651057358169503164e-01,9.341348847201261796e-01,8.332149647010266280e-01,1.232000618546091886e-02,8.788689339459148098e-01,1.415834941542288838e-01,2.927450100939902322e-01
