"alpha_gluon_mean","alpha_gluon_stdev","alpha_gluon_median","alpha_gluon_errlo","alpha_gluon_errup","beta_gluon_mean","beta_gluon_stdev","beta_gluon_median","beta_gluon_errlo","beta_gluon_errup","alpha_up_mean","alpha_up_stdev","alpha_up_median","alpha_up_errlo","alpha_up_errup","beta_up_mean","beta_up_stdev","beta_up_median","beta_up_errlo","beta_up_errup","epsilon_up_mean","epsilon_up_stdev","epsilon_up_median","epsilon_up_errlo","epsilon_up_errup","gamma_up_mean","gamma_up_stdev","gamma_up_median","gamma_up_errlo","gamma_up_errup","alpha_down_mean","alpha_down_stdev","alpha_down_median","alpha_down_errlo","alpha_down_errup","beta_down_mean","beta_down_stdev","beta_down_median","beta_down_errlo","beta_down_errup","epsilon_down_mean","epsilon_down_stdev","epsilon_down_median","epsilon_down_errlo","epsilon_down_errup","gamma_down_mean","gamma_down_stdev","gamma_down_median","gamma_down_errlo","gamma_down_errup","norm_sigma_mean","norm_sigma_stdev","norm_sigma_median","norm_sigma_errlo","norm_sigma_errup","alpha_sigma_mean","alpha_sigma_stdev","alpha_sigma_median","alpha_sigma_errlo","alpha_sigma_errup","beta_sigma_mean","beta_sigma_stdev","beta_sigma_median","beta_sigma_errlo","beta_sigma_errup"
1.371700152852620924e+00,1.253108826056532066e-01,1.363798082355903274e+00,1.249910365466370132e+00,1.493633000967910629e+00,1.263906656491514680e-01,3.977126619914580358e-02,1.238153826546498359e-01,8.803327072232411399e-02,1.647655866083317378e-01,1.706505462552726726e+00,9.843997390972932804e-01,1.726107642057586711e+00,5.347769465832146185e-01,2.864904950841924869e+00,1.685092870789866026e+00,9.779530227624978478e-01,1.667661744281613734e+00,5.609208567566303927e-01,2.846896215663820673e+00,1.706898440481887214e+00,9.790578336295429063e-01,1.737323512299808081e+00,5.444157787612996513e-01,2.851680503219608198e+00,1.682759275242325270e+00,9.879678367020051644e-01,1.645026385448162598e+00,5.149567857004149207e-01,2.841453188837456345e+00,1.674721820938542827e+00,9.747071535520905883e-01,1.653576324618282412e+00,5.029633340660141227e-01,2.845917899572881549e+00,1.692032673949222632e+00,9.649717881715803580e-01,1.648657373050555375e+00,5.967430060036408301e-01,2.829284923483138314e+00,1.699994987563860249e+00,9.687972364493473432e-01,1.671299696079810770e+00,5.512133591312051717e-01,2.845728032778543248e+00,1.681274373079057582e+00,9.742439363507227057e-01,1.662817021867709633e+00,5.476779855628138849e-01,2.833375029468245820e+00,1.709686766553959458e+00,1.001777625434297603e+00,1.658526982373902836e+00,5.120996058082828428e-01,2.912826873524321680e+00,1.717676163900171193e+00,9.846296332856419031e-01,1.732416745088869670e+00,5.531808816645471527e-01,2.875689292388841967e+00,1.696119050094185177e+00,9.755891069678856997e-01,1.721939764375862048e+00,5.459975932699439038e-01,2.834341443833955587e+00
