9.242898981385775370e-01,9.388323901861233001e-01,5.774515331604224144e-02,5.014755500969080293e-01,1.646233690494122159e-01,1.941534124750843304e-03,7.975042683684363531e-02,2.777297222327976822e-01,6.637339132895704319e-01,9.795353776161931370e-01,4.751705660339052839e-01,4.434462701068908608e-02,8.381895337147051706e-01
1.499688720700792510e-01,7.317976228485382206e-01,7.444745758796744717e-02,4.822854202699954351e-01,1.499955926319779254e-01,4.422612284941352945e-01,3.655504177974602253e-01,5.149087753282376445e-01,3.042910261272046002e-01,3.213777031910769466e-02,7.135381397698319361e-01,6.699948757308948899e-02,8.632040792251951533e-01
1.135179943673511049e-01,6.813775238753225771e-01,2.886011537983823594e-02,9.090666465555727882e-01,1.407090435560298669e-01,1.964481786899907600e-01,2.401341617499228587e-01,5.914394457294570584e-01,5.878132295716496092e-01,5.955370117794953622e-01,8.059173654273565912e-02,6.080632071136506944e-01,9.296853447844740659e-01
6.139484563696521180e-01,1.153182361215034923e-01,5.459616290818436468e-02,6.451242121053830658e-01,7.770981665722848097e-01,3.601160595596667457e-01,3.097678901031214460e-01,5.738015823979664143e-01,5.467599412407138093e-01,7.550284948292838028e-01,6.676813714634312058e-01,8.295932802659189420e-02,9.518525374597487376e-01
1.747664021486655672e-01,6.254690303172418808e-01,2.726269065834285854e-03,8.882474907261262986e-01,9.575604162286908139e-01,9.125298138750581600e-02,2.850698361686496707e-01,5.702014417128002943e-01,3.178799427063006000e-01,5.598179187333385265e-02,1.459335430264054878e-01,7.047236630047383210e-01,7.404267821472085842e-01
4.065981709304230529e-01,9.997180122949576031e-01,9.687960927450345316e-02,8.417807233318969073e-01,4.161693550554265153e-01,7.144736282228960622e-01,2.211470960501109584e-01,5.431957330449344035e-01,2.727692913722856716e-01,8.347272759005467391e-01,4.767504720723036993e-02,8.651363972643409950e-01,8.236912619463634400e-01
6.667345242168287722e-02,6.479060764256758809e-01,2.229856906352856161e-02,4.865189506899462168e-01,8.134255292447087893e-01,2.045733276052893457e-01,3.439694858024214819e-01,5.999934264851739529e-01,4.932940918328110325e-02,4.576880275247080521e-01,5.398356172529514829e-01,8.678971248737703537e-01,6.677492590065337019e-01
5.351195125984349321e-01,3.340448673047480277e-01,1.601616436392133691e-01,6.518966328377873154e-01,4.336711159298496376e-01,3.076829146780917235e-01,2.143867901776004281e-01,3.821371251105738498e-01,1.292149967563901436e-01,7.352756965280274892e-01,9.874536810015341892e-01,6.260275155662653468e-02,8.401745186893062600e-01
4.990966633931331886e-01,9.573485845303030262e-01,1.529276270542384575e-01,8.146961953119934430e-01,9.194819972024942389e-01,3.698132184178902770e-01,3.238683996749509575e-01,6.866749889299244014e-01,3.910434694829167945e-01,3.260232535874928450e-01,2.372210284641524947e-01,2.067512378338742796e-02,9.968924925334355924e-01
5.802303732947395876e-01,8.627965408167932448e-01,2.187957303978147472e-01,6.471897803773775104e-01,1.438247610488374573e-02,3.042691064147451385e-02,2.778123240118072212e-01,5.081386745303916319e-01,8.988726507714678293e-01,4.110934586768497656e-01,4.209161909255572098e-01,2.467833378226957919e-02,7.071151849972150405e-01
