logz logzerr logvol nlive logl logwt insert_order
-3.999619130373833400e+02 2.608759015821656702e-01 -1.800000000000001044e-01 4.000000000000000000e+02 -3.965431162398724041e+02 -4.027158305265637068e+02 2.500000000000000139e-02
-3.999001804043169841e+02 2.672013638410041247e-01 -1.825000000000001066e-01 4.000000000000000000e+02 -3.965015478972907204e+02 -4.026767621839820208e+02 1.945000000000000062e+00
-3.998397902273789555e+02 2.984465043774218174e-01 -1.850000000000001088e-01 4.000000000000000000e+02 -3.964887288022663370e+02 -4.026664430889576352e+02 1.395000000000000018e+00
-3.997822662109586531e+02 2.824698423862050944e-01 -1.875000000000001110e-01 4.000000000000000000e+02 -3.964643601228655143e+02 -4.026445744095568102e+02 5.150000000000000133e-01
-3.997267021604644697e+02 2.836880390916304284e-01 -1.900000000000001132e-01 4.000000000000000000e+02 -3.964014780163794853e+02 -4.025841923030707790e+02 1.614999999999999991e+00
-3.996708771066715258e+02 2.573511176806065337e-01 -1.925000000000001155e-01 4.000000000000000000e+02 -3.963823303141471683e+02 -4.025675446008384597e+02 1.495000000000000107e+00
-3.996171402536324990e+02 2.447660514591476211e-01 -1.950000000000001177e-01 4.000000000000000000e+02 -3.962936512873193919e+02 -4.024813655740106810e+02 5.350000000000000311e-01
-3.995616797269211133e+02 2.201894877893374458e-01 -1.975000000000001199e-01 4.000000000000000000e+02 -3.962800245242867732e+02 -4.024702388109780600e+02 7.149999999999999689e-01
-3.995085615313525409e+02 2.122655870054033500e-01 -2.000000000000001221e-01 4.000000000000000000e+02 -3.962761791961318067e+02 -4.024688934828230913e+02 1.799999999999999933e-01
-3.994580569151613076e+02 2.269488669629455002e-01 -2.025000000000001243e-01 4.000000000000000000e+02 -3.962159365920238656e+02 -4.024111508787152047e+02 7.349999999999999867e-01
-3.994071945955216734e+02 2.423999860276287166e-01 -2.050000000000001266e-01 4.000000000000000000e+02 -3.961216718060774156e+02 -4.023193860927687524e+02 8.399999999999999689e-01
-3.993542639889445240e+02 1.866627108482124542e-01 -2.075000000000001288e-01 4.000000000000000000e+02 -3.961208734575179164e+02 -4.023210877442092510e+02 1.600000000000000089e+00
-3.993040781123178817e+02 2.002827530783892473e-01 -2.100000000000001310e-01 4.000000000000000000e+02 -3.960516449273604280e+02 -4.022543592140517603e+02 1.895000000000000018e+00
-3.992530761148808551e+02 1.920763791840571499e-01 -2.125000000000001332e-01 4.000000000000000000e+02 -3.959907415106064832e+02 -4.021959557972978132e+02 1.499999999999999944e-01
-3.992017047978828828e+02 1.963560709032663165e-01 -2.150000000000001354e-01 4.000000000000000000e+02 -3.959431157687982363e+02 -4.021508300554895641e+02 1.909999999999999920e+00
-3.991506452965713265e+02 1.939480564394160667e-01 -2.175000000000001377e-01 4.000000000000000000e+02 -3.959109074812621429e+02 -4.021211217679534684e+02 1.300000000000000044e+00
-3.991006379005812619e+02 1.961227604030617855e-01 -2.200000000000001399e-01 4.000000000000000000e+02 -3.958971387905136226e+02 -4.021098530772049457e+02 1.000000000000000056e-01
-3.990524856739395432e+02 1.894757486636146349e-01 -2.225000000000001421e-01 4.000000000000000000e+02 -3.958826641292530439e+02 -4.020978784159443649e+02 1.274999999999999911e+00
-3.990060052011626794e+02 1.812739521793996222e-01 -2.250000000000001443e-01 4.000000000000000000e+02 -3.958814989716054811e+02 -4.020992132582967997e+02 1.875000000000000000e+00
-3.989616474978216729e+02 2.187113050429341787e-01 -2.275000000000001465e-01 4.000000000000000000e+02 -3.958498950310812461e+02 -4.020701093177725625e+02 6.099999999999999867e-01
-3.989179468227482630e+02 2.252043237242857820e-01 -2.300000000000001488e-01 4.000000000000000000e+02 -3.958268083303271396e+02 -4.020495226170184537e+02 1.449999999999999900e-01
-3.988752236338455646e+02 2.294176500152018683e-01 -2.325000000000001510e-01 4.000000000000000000e+02 -3.957598750182911544e+02 -4.019850893049824663e+02 1.110000000000000098e+00
-3.988315829465141746e+02 2.344099440073562635e-01 -2.350000000000001532e-01 4.000000000000000000e+02 -3.955367282546552019e+02 -4.017644425413465115e+02 1.889999999999999902e+00
-3.987797074873714109e+02 2.378463221945244233e-01 -2.375000000000001554e-01 4.000000000000000000e+02 -3.954929099354470736e+02 -4.017231242221383809e+02 1.989999999999999991e+00
-3.987283630559379048e+02 2.193542932806146484e-01 -2.400000000000001577e-01 4.000000000000000000e+02 -3.954503901070292500e+02 -4.016831043937205550e+02 2.349999999999999867e-01
-3.986775823664646623e+02 2.456016641637248088e-01 -2.425000000000001599e-01 4.000000000000000000e+02 -3.953466723188359992e+02 -4.015818866055273020e+02 1.070000000000000062e+00
-3.986242436143232339e+02 2.450844688543437067e-01 -2.450000000000001621e-01 4.000000000000000000e+02 -3.953213274220143489e+02 -4.015590417087056494e+02 1.860000000000000098e+00
-3.985724660618164421e+02 2.467647472672997999e-01 -2.475000000000001643e-01 4.000000000000000000e+02 -3.953132756221444879e+02 -4.015534899088357861e+02 4.799999999999999822e-01
-3.985229705689389448e+02 1.956897108834112498e-01 -2.500000000000001665e-01 4.000000000000000000e+02 -3.951765005475874091e+02 -4.014192148342787050e+02 7.499999999999999722e-02
-3.984692115687415708e+02 1.770927836994656002e-01 -2.525000000000001688e-01 4.000000000000000000e+02 -3.951443831104676292e+02 -4.013895973971589228e+02 1.185000000000000053e+00
-3.984167017765308856e+02 1.594593622519898668e-01 -2.550000000000001710e-01 4.000000000000000000e+02 -3.950954614007795271e+02 -4.013431756874708185e+02 2.700000000000000178e-01
-3.983645025221104561e+02 1.960894342688785374e-01 -2.575000000000001732e-01 4.000000000000000000e+02 -3.950386890074028088e+02 -4.012889032940940979e+02 5.150000000000000133e-01
-3.983121977234763449e+02 1.973970958923571828e-01 -2.600000000000001754e-01 4.000000000000000000e+02 -3.950380988327922296e+02 -4.012908131194835164e+02 1.949999999999999956e+00
-3.982625857917778376e+02 1.853327364128764254e-01 -2.625000000000001776e-01 4.000000000000000000e+02 -3.948507943431119998e+02 -4.011060086298033411e+02 5.799999999999999600e-01
-3.982059918457752588e+02 1.965186207052056766e-01 -2.650000000000001799e-01 4.000000000000000000e+02 -3.948359629242507367e+02 -4.010936772109420758e+02 4.099999999999999756e-01
-3.981517830553518706e+02 1.790579193163349958e-01 -2.675000000000001821e-01 4.000000000000000000e+02 -3.947971383089045503e+02 -4.010573525955958871e+02 1.620000000000000107e+00
-3.980985099850666984e+02 1.640061944109635350e-01 -2.700000000000001843e-01 4.000000000000000000e+02 -3.947508435293013918e+02 -4.010135578159927263e+02 1.749999999999999889e-01
-3.980457264351190929e+02 1.697200714205496230e-01 -2.725000000000001865e-01 4.000000000000000000e+02 -3.947439304338753345e+02 -4.010091447205666668e+02 8.499999999999999778e-01
-3.979953735994891417e+02 1.383749259052257097e-01 -2.750000000000001887e-01 4.000000000000000000e+02 -3.947228287523324752e+02 -4.009905430390238052e+02 1.435000000000000053e+00
-3.979465566265152461e+02 1.431957623052038109e-01 -2.775000000000001910e-01 4.000000000000000000e+02 -3.946167653176077010e+02 -4.008869796042990288e+02 6.049999999999999822e-01
-3.978950621485503802e+02 1.385829759111839588e-01 -2.800000000000001932e-01 4.000000000000000000e+02 -3.945601698201258500e+02 -4.008328841068171755e+02 1.284999999999999920e+00
-3.978434369611579200e+02 1.364657077913299932e-01 -2.825000000000001954e-01 4.000000000000000000e+02 -3.943444792933401573e+02 -4.006196935800314805e+02 1.915000000000000036e+00
-3.977830277259541845e+02 1.337937401420675465e-01 -2.850000000000001976e-01 4.000000000000000000e+02 -3.943300916476096063e+02 -4.006078059343009272e+02 1.375000000000000000e+00
-3.977253988221615941e+02 1.015121862414017917e-01 -2.875000000000001998e-01 4.000000000000000000e+02 -3.943193187138680855e+02 -4.005995330005594042e+02 1.044999999999999929e+00
-3.976704703862941983e+02 1.316006888897145455e-01 -2.900000000000002021e-01 4.000000000000000000e+02 -3.942917501951125132e+02 -4.005744644818038296e+02 3.549999999999999822e-01
-3.976171155225562757e+02 1.868919392435319793e-01 -2.925000000000002043e-01 4.000000000000000000e+02 -3.941778763893267410e+02 -4.004630906760180551e+02 1.475000000000000089e+00
-3.975606618415832827e+02 1.948118481158214177e-01 -2.950000000000002065e-01 4.000000000000000000e+02 -3.941465838344672648e+02 -4.004342981211585766e+02 1.159999999999999920e+00
-3.975057067881884336e+02 2.154306001873722010e-01 -2.975000000000002087e-01 4.000000000000000000e+02 -3.939885830867536924e+02 -4.002787973734450020e+02 4.650000000000000244e-01
-3.974451116807548487e+02 2.002628872939478111e-01 -3.000000000000002109e-01 4.000000000000000000e+02 -3.939547906655342899e+02 -4.002475049522255972e+02 1.499999999999999944e-02
-3.973862158921325545e+02 1.781246479763189672e-01 -3.025000000000002132e-01 4.000000000000000000e+02 -3.939421293586077013e+02 -4.002373436452990063e+02 5.999999999999999778e-02
-3.973300443484225184e+02 1.250379196048124197e-01 -3.050000000000002154e-01 4.000000000000000000e+02 -3.939038217712741243e+02 -4.002015360579654271e+02 1.425000000000000044e+00
-3.972749745034509488e+02 1.316871336434174145e-01 -3.075000000000002176e-01 4.000000000000000000e+02 -3.939026798869919617e+02 -4.002028941736832621e+02 1.400000000000000133e-01
-3.972228487303124780e+02 1.616140288765479938e-01 -3.100000000000002198e-01 4.000000000000000000e+02 -3.938705571732515409e+02 -4.001732714599428391e+02 1.419999999999999929e+00
-3.971718537745977073e+02 1.691357375828612120e-01 -3.125000000000002220e-01 4.000000000000000000e+02 -3.937666367306995312e+02 -4.000718510173908271e+02 1.905000000000000027e+00
-3.971182908545814030e+02 1.741491542405891602e-01 -3.150000000000002243e-01 4.000000000000000000e+02 -3.937453074800364448e+02 -4.000530217667277384e+02 1.979999999999999982e+00
-3.970665099119552792e+02 1.601774305111720587e-01 -3.175000000000002265e-01 4.000000000000000000e+02 -3.937158956059986394e+02 -4.000261098926899308e+02 7.550000000000000044e-01
-3.970159692333217549e+02 1.943938863519321381e-01 -3.200000000000002287e-01 4.000000000000000000e+02 -3.937076262749436637e+02 -4.000203405616349528e+02 1.780000000000000027e+00
-3.969675887647496211e+02 2.228274935248840960e-01 -3.225000000000002309e-01 4.000000000000000000e+02 -3.936497567109562965e+02 -3.999649709976475833e+02 1.715000000000000080e+00
-3.969188771083718166e+02 2.274711900045390811e-01 -3.250000000000002331e-01 4.000000000000000000e+02 -3.936433324423028353e+02 -3.999610467289941198e+02 1.120000000000000107e+00
-3.968722500263256734e+02 2.510461785551427183e-01 -3.275000000000002354e-01 4.000000000000000000e+02 -3.936188945528840009e+02 -3.999391088395753400e+02 1.495000000000000107e+00
-3.968267345498752547e+02 2.263209844033736984e-01 -3.300000000000002376e-01 4.000000000000000000e+02 -3.935848734098952946e+02 -3.999075876965866314e+02 1.939999999999999947e+00
-3.967818376083941416e+02 2.267618967087355331e-01 -3.325000000000002398e-01 4.000000000000000000e+02 -3.935549573491232991e+02 -3.998801716358146336e+02 1.844999999999999973e+00
-3.967377017676791979e+02 2.031059844516271695e-01 -3.350000000000002420e-01 4.000000000000000000e+02 -3.935253069525329579e+02 -3.998530212392242902e+02 1.804999999999999938e+00
-3.966942933623329282e+02 2.184824536195542066e-01 -3.375000000000002442e-01 4.000000000000000000e+02 -3.932268858618488707e+02 -3.995571001485402007e+02 1.000000000000000056e-01
-3.966387562534305857e+02 2.179343656625534476e-01 -3.400000000000002465e-01 4.000000000000000000e+02 -3.932071766424493262e+02 -3.995398909291406540e+02 8.950000000000000178e-01
-3.965852526227820363e+02 2.003006565632498293e-01 -3.425000000000002487e-01 4.000000000000000000e+02 -3.931729742343650855e+02 -3.995081885210564110e+02 6.850000000000000533e-01
-3.965328731216212077e+02 2.167598947355432182e-01 -3.450000000000002509e-01 4.000000000000000000e+02 -3.930739860377146329e+02 -3.994117003244059561e+02 1.860000000000000098e+00
-3.964781949580317360e+02 2.225424467845552867e-01 -3.475000000000002531e-01 4.000000000000000000e+02 -3.930122789404406944e+02 -3.993524932271320154e+02 6.850000000000000533e-01
-3.964232752916579443e+02 2.413841515580823216e-01 -3.500000000000002554e-01 4.000000000000000000e+02 -3.928994100988434752e+02 -3.992421243855347939e+02 1.235000000000000098e+00
-3.963653134277944901e+02 2.355470614410113406e-01 -3.525000000000002576e-01 4.000000000000000000e+02 -3.928946547016907402e+02 -3.992398689883820566e+02 7.499999999999999722e-02
-3.963104075090986385e+02 2.350789342274202387e-01 -3.550000000000002598e-01 4.000000000000000000e+02 -3.927967147743079863e+02 -3.991444290609993004e+02 4.000000000000000083e-02
-3.962532939785621693e+02 1.859712707609322557e-01 -3.575000000000002620e-01 4.000000000000000000e+02 -3.927653648811991047e+02 -3.991155791678904166e+02 9.050000000000000266e-01
-3.961977286844364130e+02 1.907488805350416594e-01 -3.600000000000002642e-01 4.000000000000000000e+02 -3.927609107698074240e+02 -3.991136250564987336e+02 4.749999999999999778e-01
-3.961449887444131832e+02 1.830183467097888372e-01 -3.625000000000002665e-01 4.000000000000000000e+02 -3.927527963802308477e+02 -3.991080106669221550e+02 1.294999999999999929e+00
-3.960946164412593475e+02 1.922664732426567491e-01 -3.650000000000002687e-01 4.000000000000000000e+02 -3.925534427850735142e+02 -3.989111570717648192e+02 1.290000000000000036e+00
-3.960365244367444575e+02 2.086541525929614116e-01 -3.675000000000002709e-01 4.000000000000000000e+02 -3.925469548145798058e+02 -3.989071691012711085e+02 1.389999999999999902e+00
-3.959814091880938918e+02 2.038555116779884879e-01 -3.700000000000002731e-01 4.000000000000000000e+02 -3.924892372546866000e+02 -3.988519515413779004e+02 1.159999999999999920e+00
-3.959262884528471318e+02 2.127181441766717307e-01 -3.725000000000002753e-01 4.000000000000000000e+02 -3.923703841240651400e+02 -3.987355984107564382e+02 3.099999999999999978e-01
-3.958677869767615789e+02 2.395657108237714272e-01 -3.750000000000002776e-01 4.000000000000000000e+02 -3.923593379344056302e+02 -3.987270522210969261e+02 7.550000000000000044e-01
-3.958120582220274741e+02 2.401778566528760817e-01 -3.775000000000002798e-01 4.000000000000000000e+02 -3.922830790944723276e+02 -3.986532933811636212e+02 1.139999999999999902e+00
-3.957553437804053829e+02 2.218455032592719645e-01 -3.800000000000002820e-01 4.000000000000000000e+02 -3.922393118275218171e+02 -3.986120261142131085e+02 1.949999999999999956e+00
-3.956994748495279168e+02 2.274771811633773400e-01 -3.825000000000002842e-01 4.000000000000000000e+02 -3.919739220961161550e+02 -3.983491363828074441e+02 4.799999999999999822e-01
-3.956311854372310108e+02 2.381839931587390047e-01 -3.850000000000002864e-01 4.000000000000000000e+02 -3.918411239960430521e+02 -3.982188382827343389e+02 1.014999999999999902e+00
-3.955586821592855813e+02 2.298513473742701541e-01 -3.875000000000002887e-01 4.000000000000000000e+02 -3.916757134262682598e+02 -3.980559277129596012e+02 7.900000000000000355e-01
-3.954795832115630105e+02 2.098885459293818589e-01 -3.900000000000002909e-01 4.000000000000000000e+02 -3.916339359387927175e+02 -3.980166502254840566e+02 6.049999999999999822e-01
-3.954034576550917564e+02 1.913779285744658665e-01 -3.925000000000002931e-01 4.000000000000000000e+02 -3.916012949372994285e+02 -3.979865092239907653e+02 6.750000000000000444e-01
