logz logzerr logvol nlive logl logwt insert_order
-3.839744163451379677e+02 4.489505182381851589e-01 -7.774999999999944178e-01 4.000000000000000000e+02 -3.795959507880918977e+02 -3.863661650747832255e+02 1.199999999999999956e+00
-3.838868913107668845e+02 3.858266093871993152e-01 -7.799999999999943645e-01 4.000000000000000000e+02 -3.792673728993980262e+02 -3.860400871860893517e+02 2.849999999999999756e-01
-3.837770396605271799e+02 3.803993678750892116e-01 -7.824999999999943112e-01 4.000000000000000000e+02 -3.791851030387870196e+02 -3.859603173254783428e+02 5.450000000000000400e-01
-3.836702756677743196e+02 3.494561978249867140e-01 -7.849999999999942579e-01 4.000000000000000000e+02 -3.791197005103616107e+02 -3.858974147970529316e+02 7.500000000000000000e-01
-3.835678666575487910e+02 3.562388697213225153e-01 -7.874999999999942046e-01 4.000000000000000000e+02 -3.790878781433177664e+02 -3.858680924300090851e+02 1.679999999999999938e+00
-3.834723417638952583e+02 3.244726239146822899e-01 -7.899999999999941513e-01 4.000000000000000000e+02 -3.790131856003258122e+02 -3.857958998870171285e+02 1.189999999999999947e+00
-3.833789201504615676e+02 3.221636596334107039e-01 -7.924999999999940981e-01 4.000000000000000000e+02 -3.789480504125905895e+02 -3.857332646992819036e+02 1.935000000000000053e+00
-3.832882062218153578e+02 3.509697632483077534e-01 -7.949999999999940448e-01 4.000000000000000000e+02 -3.789094288942490039e+02 -3.856971431809403157e+02 1.014999999999999902e+00
-3.832021103429875666e+02 3.681330699617423874e-01 -7.974999999999939915e-01 4.000000000000000000e+02 -3.789029828572345764e+02 -3.856931971439258859e+02 1.435000000000000053e+00
-3.831225416779080319e+02 3.792848312346183137e-01 -7.999999999999939382e-01 4.000000000000000000e+02 -3.787494188233732189e+02 -3.855421331100645261e+02 2.500000000000000000e-01
-3.830373204431546696e+02 3.105788425176461143e-01 -8.024999999999938849e-01 4.000000000000000000e+02 -3.785332012748694410e+02 -3.853284155615607460e+02 1.969999999999999973e+00
-3.829409602477287535e+02 3.306160271154250929e-01 -8.049999999999938316e-01 4.000000000000000000e+02 -3.784740100797162086e+02 -3.852717243664075113e+02 2.550000000000000044e-01
-3.828481792363133991e+02 2.749784223403184402e-01 -8.074999999999937783e-01 4.000000000000000000e+02 -3.784535384497216342e+02 -3.852537527364129346e+02 6.899999999999999467e-01
-3.827618054646353585e+02 2.649105454367292056e-01 -8.099999999999937250e-01 4.000000000000000000e+02 -3.784286795001422661e+02 -3.852313937868335643e+02 1.840000000000000080e+00
-3.826805760571726296e+02 2.620239770399004908e-01 -8.124999999999936717e-01 4.000000000000000000e+02 -3.782751705844462435e+02 -3.850803848711375394e+02 1.169999999999999929e+00
-3.825937240021668799e+02 2.651237855946720900e-01 -8.149999999999936184e-01 4.000000000000000000e+02 -3.782070705658065890e+02 -3.850147848524978826e+02 1.965000000000000080e+00
-3.825086227245512873e+02 2.606783917138663087e-01 -8.174999999999935651e-01 4.000000000000000000e+02 -3.780671173103531828e+02 -3.848773315970444742e+02 1.530000000000000027e+00
-3.824191463467225276e+02 2.186387612529224478e-01 -8.199999999999935119e-01 4.000000000000000000e+02 -3.779856959984723517e+02 -3.847984102851636408e+02 6.949999999999999512e-01
-3.823305690314035701e+02 2.085807626429992401e-01 -8.224999999999934586e-01 4.000000000000000000e+02 -3.779809708275359412e+02 -3.847961851142272280e+02 2.999999999999999889e-01
-3.822490291502719515e+02 1.969807446102568860e-01 -8.249999999999934053e-01 4.000000000000000000e+02 -3.778070486199731022e+02 -3.846247629066643867e+02 1.250000000000000000e-01
-3.821601521058104254e+02 2.537983873467717921e-01 -8.274999999999933520e-01 4.000000000000000000e+02 -3.777168094951015860e+02 -3.845370237817928682e+02 1.989999999999999991e+00
-3.820713717818712212e+02 2.470473615668607459e-01 -8.299999999999932987e-01 4.000000000000000000e+02 -3.776127256496804989e+02 -3.844354399363717789e+02 1.969999999999999973e+00
-3.819814973605206205e+02 2.437272879055496222e-01 -8.324999999999932454e-01 4.000000000000000000e+02 -3.775575976806409813e+02 -3.843828119673322590e+02 9.549999999999999600e-01
-3.818947704818924649e+02 2.475119427264134975e-01 -8.349999999999931921e-01 4.000000000000000000e+02 -3.775276750634902783e+02 -3.843553893501816106e+02 1.225000000000000089e+00
-3.818128383962095427e+02 2.521835492271454204e-01 -8.374999999999931388e-01 4.000000000000000000e+02 -3.774528775535058003e+02 -3.842830918401971303e+02 1.425000000000000044e+00
-3.817316608642060487e+02 1.920947045428337274e-01 -8.399999999999930855e-01 4.000000000000000000e+02 -3.769700250836848454e+02 -3.838027393703761732e+02 1.250000000000000000e-01
-3.816129451410400293e+02 2.635285930826029022e-01 -8.424999999999930322e-01 4.000000000000000000e+02 -3.767140838460662735e+02 -3.835492981327575990e+02 1.354999999999999982e+00
-3.814782140966848942e+02 2.157122289857612840e-01 -8.449999999999929789e-01 4.000000000000000000e+02 -3.766884435962309681e+02 -3.835261578829222913e+02 1.475000000000000089e+00
-3.813568819156790255e+02 2.678176244715493870e-01 -8.474999999999929257e-01 4.000000000000000000e+02 -3.765336805087442826e+02 -3.833738947954356036e+02 5.400000000000000355e-01
-3.812319667605333393e+02 3.743625073409692083e-01 -8.499999999999928724e-01 4.000000000000000000e+02 -3.764751854967107647e+02 -3.833178997834020834e+02 1.574999999999999956e+00
-3.811149029231093550e+02 4.141459954526620635e-01 -8.524999999999928191e-01 4.000000000000000000e+02 -3.764526135710225958e+02 -3.832978278577139122e+02 4.699999999999999734e-01
-3.810081032064281885e+02 4.131419067644676035e-01 -8.549999999999927658e-01 4.000000000000000000e+02 -3.763827694323732089e+02 -3.832304837190645230e+02 1.570000000000000062e+00
-3.809052299976909239e+02 3.835311974538033741e-01 -8.574999999999927125e-01 4.000000000000000000e+02 -3.762735927655062369e+02 -3.831238070521975487e+02 2.999999999999999889e-01
-3.808019843294410975e+02 4.202618296613264137e-01 -8.599999999999926592e-01 4.000000000000000000e+02 -3.759864528148976319e+02 -3.828391671015889415e+02 2.500000000000000139e-02
-3.806794167156015760e+02 3.463374677733795370e-01 -8.624999999999926059e-01 4.000000000000000000e+02 -3.757477877740971053e+02 -3.826030020607884126e+02 5.150000000000000133e-01
-3.805430673139052260e+02 2.881945121629840290e-01 -8.649999999999925526e-01 4.000000000000000000e+02 -3.752656619921287984e+02 -3.821233762788201034e+02 1.389999999999999902e+00
-3.803558316271203807e+02 3.136160669093281395e-01 -8.674999999999924993e-01 4.000000000000000000e+02 -3.751886809635079203e+02 -3.820488952501992230e+02 1.354999999999999982e+00
-3.801869710214728570e+02 3.162207401742802015e-01 -8.699999999999924460e-01 4.000000000000000000e+02 -3.751883646307740605e+02 -3.820510789174653610e+02 1.094999999999999973e+00
-3.800428408467147392e+02 3.180288719480754422e-01 -8.724999999999923928e-01 4.000000000000000000e+02 -3.747423571917141203e+02 -3.816075714784054185e+02 1.000000000000000021e-02
-3.798529278922629260e+02 4.562274502852113889e-01 -8.749999999999923395e-01 4.000000000000000000e+02 -3.746796177578956417e+02 -3.815473320445869376e+02 1.114999999999999991e+00
-3.796842754512827014e+02 4.283914586771920829e-01 -8.774999999999922862e-01 4.000000000000000000e+02 -3.746289167305521346e+02 -3.814991310172434282e+02 2.600000000000000089e-01
-3.795333917340921062e+02 4.460688092192474641e-01 -8.799999999999922329e-01 4.000000000000000000e+02 -3.745702232286737399e+02 -3.814429375153650312e+02 4.799999999999999822e-01
-3.793952418183704935e+02 3.139449209911444050e-01 -8.824999999999921796e-01 4.000000000000000000e+02 -3.745339691892017413e+02 -3.814091834758930304e+02 1.139999999999999902e+00
-3.792699655259031601e+02 3.534977096307702071e-01 -8.849999999999921263e-01 4.000000000000000000e+02 -3.743226014596614277e+02 -3.812003157463527145e+02 1.665000000000000036e+00
-3.791344758501401202e+02 1.665866138022489007e-01 -8.874999999999920730e-01 4.000000000000000000e+02 -3.741466699742975948e+02 -3.810268842609888793e+02 1.310000000000000053e+00
-3.789940980942490683e+02 3.121759148847859100e-01 -8.899999999999920197e-01 4.000000000000000000e+02 -3.741436534490005101e+02 -3.810263677356917924e+02 3.549999999999999822e-01
-3.788709624983593471e+02 2.989118080354267737e-01 -8.924999999999919664e-01 4.000000000000000000e+02 -3.741229380318998778e+02 -3.810081523185911578e+02 8.249999999999999556e-01
-3.787594337003751548e+02 2.817618279233937151e-01 -8.949999999999919131e-01 4.000000000000000000e+02 -3.740648537170817463e+02 -3.809525680037730240e+02 1.090000000000000080e+00
-3.786536634036364717e+02 2.531326032154578853e-01 -8.974999999999918598e-01 4.000000000000000000e+02 -3.738606051427082093e+02 -3.807508194293995416e+02 3.099999999999999978e-01
-3.785378332185518957e+02 2.837978031973232840e-01 -8.999999999999918066e-01 4.000000000000000000e+02 -3.737839067510020641e+02 -3.806766210376933941e+02 5.550000000000000488e-01
-3.784264729438970107e+02 2.957336819597926603e-01 -9.024999999999917533e-01 4.000000000000000000e+02 -3.737432609190703943e+02 -3.806384752057617220e+02 1.580000000000000071e+00
-3.783225804082373429e+02 2.879396697000260463e-01 -9.049999999999917000e-01 4.000000000000000000e+02 -3.736195713593669439e+02 -3.805172856460582693e+02 3.499999999999999778e-01
-3.782169676728178160e+02 3.094038945889125980e-01 -9.074999999999916467e-01 4.000000000000000000e+02 -3.735833555578582263e+02 -3.804835698445495495e+02 1.695000000000000062e+00
-3.781183322874724126e+02 3.235860864868198017e-01 -9.099999999999915934e-01 4.000000000000000000e+02 -3.735811940264611053e+02 -3.804839083131524262e+02 1.510000000000000009e+00
-3.780285873844578077e+02 2.815610913826034900e-01 -9.124999999999915401e-01 4.000000000000000000e+02 -3.733587461830861685e+02 -3.802639604697774871e+02 9.549999999999999600e-01
-3.779269768932658167e+02 3.052377783542323808e-01 -9.149999999999914868e-01 4.000000000000000000e+02 -3.733544130698338677e+02 -3.802621273565251840e+02 8.000000000000000167e-02
-3.778345837664707574e+02 2.990411469635861352e-01 -9.174999999999914335e-01 4.000000000000000000e+02 -3.731487145183738789e+02 -3.800589288050651930e+02 2.849999999999999756e-01
-3.777319024370025318e+02 3.523288666039928185e-01 -9.199999999999913802e-01 4.000000000000000000e+02 -3.730452964338535367e+02 -3.799580107205448485e+02 1.719999999999999973e+00
-3.776293930378432151e+02 4.088179223287581876e-01 -9.224999999999913269e-01 4.000000000000000000e+02 -3.729720610290198124e+02 -3.798872753157111219e+02 4.400000000000000022e-01
-3.775299353759783685e+02 3.803988032135988684e-01 -9.249999999999912736e-01 4.000000000000000000e+02 -3.729057225140578566e+02 -3.798234368007491639e+02 3.599999999999999867e-01
-3.774337959900657893e+02 3.276467545557435468e-01 -9.274999999999912204e-01 4.000000000000000000e+02 -3.727079586399327695e+02 -3.796281729266240745e+02 3.150000000000000022e-01
-3.773281503451453318e+02 3.825992991609574179e-01 -9.299999999999911671e-01 4.000000000000000000e+02 -3.724528154226182437e+02 -3.793755297093095464e+02 9.150000000000000355e-01
-3.772067536569726371e+02 3.222668324453669686e-01 -9.324999999999911138e-01 4.000000000000000000e+02 -3.723717835730490151e+02 -3.792969978597403156e+02 1.530000000000000027e+00
-3.770901651702708932e+02 3.234416367748502719e-01 -9.349999999999910605e-01 4.000000000000000000e+02 -3.723520106163811079e+02 -3.792797249030724061e+02 6.750000000000000444e-01
-3.769840355210070584e+02 3.606032744725065076e-01 -9.374999999999910072e-01 4.000000000000000000e+02 -3.721379616970767188e+02 -3.790681759837680147e+02 7.449999999999999956e-01
-3.768667734986570963e+02 3.290097653097882047e-01 -9.399999999999909539e-01 4.000000000000000000e+02 -3.720114431707189055e+02 -3.789441574574101992e+02 1.159999999999999920e+00
-3.767487616334949507e+02 2.754911798491616604e-01 -9.424999999999909006e-01 4.000000000000000000e+02 -3.719036626219044024e+02 -3.788388769085956937e+02 1.499999999999999944e-02
-3.766321589576628526e+02 2.838220101540520068e-01 -9.449999999999908473e-01 4.000000000000000000e+02 -3.718846466107186757e+02 -3.788223608974099648e+02 2.800000000000000266e-01
-3.765260939548011265e+02 2.245355294799733781e-01 -9.474999999999907940e-01 4.000000000000000000e+02 -3.716540542660849837e+02 -3.785942685527762706e+02 2.899999999999999800e-01
-3.764070527493317400e+02 2.451635710159681680e-01 -9.499999999999907407e-01 4.000000000000000000e+02 -3.714110228274658994e+02 -3.783537371141571839e+02 6.949999999999999512e-01
-3.762736181009045708e+02 2.421948893707941974e-01 -9.524999999999906874e-01 4.000000000000000000e+02 -3.713398597684962397e+02 -3.782850740551875219e+02 1.445000000000000062e+00
-3.761480488034748646e+02 3.110190280507701410e-01 -9.549999999999906342e-01 4.000000000000000000e+02 -3.711067106952772292e+02 -3.780544249819685092e+02 2.500000000000000000e-01
-3.760094893429543390e+02 2.279282216095635805e-01 -9.574999999999905809e-01 4.000000000000000000e+02 -3.710274510291105230e+02 -3.779776653158018007e+02 1.004999999999999893e+00
-3.758787142165839441e+02 2.331435468679233514e-01 -9.599999999999905276e-01 4.000000000000000000e+02 -3.709673511312113874e+02 -3.779200654179026628e+02 1.989999999999999991e+00
-3.757566265617232375e+02 2.264023708444623806e-01 -9.624999999999904743e-01 4.000000000000000000e+02 -3.709122227317166676e+02 -3.778674370184079976e+02 1.929999999999999938e+00
-3.756422807616035584e+02 2.312261103486984992e-01 -9.649999999999904210e-01 4.000000000000000000e+02 -3.706814487576751276e+02 -3.776391630443664553e+02 1.550000000000000044e+00
-3.755149805988746152e+02 2.162484396856034774e-01 -9.674999999999903677e-01 4.000000000000000000e+02 -3.705368911401690184e+02 -3.774971054268603439e+02 1.189999999999999947e+00
-3.753859049649448707e+02 2.779552400771321263e-01 -9.699999999999903144e-01 4.000000000000000000e+02 -3.703933626422171415e+02 -3.773560769289084647e+02 2.149999999999999967e-01
-3.752553743028796021e+02 2.708812076923938772e-01 -9.724999999999902611e-01 4.000000000000000000e+02 -3.702352501947627843e+02 -3.772004644814541052e+02 1.760000000000000009e+00
-3.751217403771682370e+02 2.535874890483703625e-01 -9.749999999999902078e-01 4.000000000000000000e+02 -3.702187080968014925e+02 -3.771864223834928112e+02 1.379999999999999893e+00
-3.750023065941719551e+02 2.503259039781159934e-01 -9.774999999999901545e-01 4.000000000000000000e+02 -3.701629403198562045e+02 -3.771331546065475209e+02 8.050000000000000488e-01
-3.748901066160850633e+02 2.566926604817655888e-01 -9.799999999999901013e-01 4.000000000000000000e+02 -3.699535443426194092e+02 -3.769262586293107233e+02 1.629999999999999893e+00
-3.747674200459470057e+02 2.832894468969023860e-01 -9.824999999999900480e-01 4.000000000000000000e+02 -3.698744117929944650e+02 -3.768496260796857769e+02 7.499999999999999722e-02
-3.746499437989420471e+02 3.193982911108304013e-01 -9.849999999999899947e-01 4.000000000000000000e+02 -3.698651089950707274e+02 -3.768428232817620369e+02 6.250000000000000000e-01
-3.745441479232544566e+02 3.256380413404444396e-01 -9.874999999999899414e-01 4.000000000000000000e+02 -3.698363647500084426e+02 -3.768165790366997498e+02 1.649999999999999911e+00
-3.744460585893249913e+02 3.325205994393017894e-01 -9.899999999999898881e-01 4.000000000000000000e+02 -3.698098289594825019e+02 -3.767925432461738069e+02 8.500000000000000611e-02
-3.743546605907623643e+02 3.355827888691583216e-01 -9.924999999999898348e-01 4.000000000000000000e+02 -3.694679262813348259e+02 -3.764531405680261287e+02 1.415000000000000036e+00
-3.742389751256067711e+02 3.762408526169527812e-01 -9.949999999999897815e-01 4.000000000000000000e+02 -3.694266969041906350e+02 -3.764144111908819355e+02 8.900000000000000133e-01
-3.741314142709613861e+02 3.395143513890306886e-01 -9.974999999999897282e-01 4.000000000000000000e+02 -3.693981555467479438e+02 -3.763883698334392420e+02 1.580000000000000071e+00
-3.740318688385429482e+02 3.218747360745594088e-01 -9.999999999999896749e-01 4.000000000000000000e+02 -3.692075738564593621e+02 -3.762002881431506580e+02 1.574999999999999956e+00
-3.739235901691455410e+02 3.304435640592348067e-01 -1.002499999999989733e+00 4.000000000000000000e+02 -3.690331282352676681e+02 -3.760283425219589617e+02 1.344999999999999973e+00
-3.738085880163450838e+02 3.525047698505996419e-01 -1.004999999999989679e+00 4.000000000000000000e+02 -3.689198536524164069e+02 -3.759175679391076983e+02 1.104999999999999982e+00
-3.736940442645106373e+02 4.204001550005114218e-01 -1.007499999999989626e+00 4.000000000000000000e+02 -3.688154348531684832e+02 -3.758156491398597723e+02 8.800000000000000044e-01
-3.735808592080844619e+02 4.070747335651304644e-01 -1.009999999999989573e+00 4.000000000000000000e+02 -3.686149491967295830e+02 -3.756176634834208699e+02 1.034999999999999920e+00
-3.734582479258469334e+02 4.315935404148415477e-01 -1.012499999999989519e+00 4.000000000000000000e+02 -3.683072642167514914e+02 -3.753124785034427759e+02 1.139999999999999902e+00
-3.733127862860023924e+02 3.131038390907922575e-01 -1.014999999999989466e+00 4.000000000000000000e+02 -3.682705804907308789e+02 -3.752782947774221611e+02 2.999999999999999889e-02
-3.731816837836618674e+02 3.291300682960773272e-01 -1.017499999999989413e+00 4.000000000000000000e+02 -3.680280339708896236e+02 -3.750382482575809036e+02 1.020000000000000018e+00
-3.730365377809588381e+02 2.575896102830134704e-01 -1.019999999999989360e+00 4.000000000000000000e+02 -3.678798821014210034e+02 -3.748925963881122811e+02 1.790000000000000036e+00
-3.728913234186827594e+02 2.435930562784895115e-01 -1.022499999999989306e+00 4.000000000000000000e+02 -3.678698666151874477e+02 -3.748850809018787231e+02 7.149999999999999689e-01
-3.727636492324031678e+02 3.076849774607128274e-01 -1.024999999999989253e+00 4.000000000000000000e+02 -3.678574171747298465e+02 -3.748751314614211196e+02 1.645000000000000018e+00
-3.726493759959003569e+02 3.476795767708166784e-01 -1.027499999999989200e+00 4.000000000000000000e+02 -3.678328844032697020e+02 -3.748530986899610298e+02 4.650000000000000244e-01
-3.725446633950560908e+02 3.872514951480303669e-01 -1.029999999999989146e+00 4.000000000000000000e+02 -3.677635961344362840e+02 -3.747863104211276095e+02 1.320000000000000062e+00
-3.724436573685535450e+02 2.937972753381916102e-01 -1.032499999999989093e+00 4.000000000000000000e+02 -3.677083083758645330e+02 -3.747335226625558562e+02 1.820000000000000062e+00
-3.723471841344750715e+02 3.328108414893296563e-01 -1.034999999999989040e+00 4.000000000000000000e+02 -3.677003751870643100e+02 -3.747280894737556309e+02 1.590000000000000080e+00
-3.722587458523904616e+02 2.701236627901449916e-01 -1.037499999999988987e+00 4.000000000000000000e+02 -3.675085022653279907e+02 -3.745387165520193093e+02 1.510000000000000009e+00
-3.721613585551755250e+02 2.711670817753135676e-01 -1.039999999999988933e+00 4.000000000000000000e+02 -3.673889169629379694e+02 -3.744216312496292858e+02 2.449999999999999956e-01
-3.720621269534464659e+02 2.235734953192285435e-01 -1.042499999999988880e+00 4.000000000000000000e+02 -3.673568075522350682e+02 -3.743920218389263823e+02 3.150000000000000022e-01
-3.719692688914245196e+02 2.152134074197488978e-01 -1.044999999999988827e+00 4.000000000000000000e+02 -3.671284773342229073e+02 -3.741661916209142191e+02 1.935000000000000053e+00
-3.718638781868816636e+02 2.600881033374241591e-01 -1.047499999999988773e+00 4.000000000000000000e+02 -3.667139060386357414e+02 -3.737541203253270510e+02 4.149999999999999800e-01
-3.717232164468616702e+02 3.159477213428681375e-01 -1.049999999999988720e+00 4.000000000000000000e+02 -3.666831684901585504e+02 -3.737258827768498577e+02 2.899999999999999800e-01
-3.715966058971806660e+02 2.455913768892649118e-01 -1.052499999999988667e+00 4.000000000000000000e+02 -3.665905761786917196e+02 -3.736357904653830246e+02 1.215000000000000080e+00
-3.714742689939892557e+02 2.832397798024097191e-01 -1.054999999999988614e+00 4.000000000000000000e+02 -3.663042716502803273e+02 -3.733519859369716301e+02 6.500000000000000222e-02
-3.713319547674224737e+02 2.245046790505310641e-01 -1.057499999999988560e+00 4.000000000000000000e+02 -3.662748173434038108e+02 -3.733250316300951113e+02 3.449999999999999734e-01
-3.712041989775921706e+02 2.349891873114813845e-01 -1.059999999999988507e+00 4.000000000000000000e+02 -3.660818080373435919e+02 -3.731345223240348901e+02 7.750000000000000222e-01
-3.710687058965348228e+02 2.616271723321870746e-01 -1.062499999999988454e+00 4.000000000000000000e+02 -3.659518044216328008e+02 -3.730070187083240967e+02 2.500000000000000000e-01
-3.709342216742145411e+02 2.183562160529109175e-01 -1.064999999999988400e+00 4.000000000000000000e+02 -3.658856254659436900e+02 -3.729433397526349836e+02 1.364999999999999991e+00
-3.708083762103047434e+02 2.554862001382521286e-01 -1.067499999999988347e+00 4.000000000000000000e+02 -3.658243775654896695e+02 -3.728845918521809608e+02 1.774999999999999911e+00
-3.706902342270091140e+02 2.696476151073249894e-01 -1.069999999999988294e+00 4.000000000000000000e+02 -3.657231131494417582e+02 -3.727858274361330473e+02 4.050000000000000266e-01
-3.705742329921175156e+02 2.728232890036262903e-01 -1.072499999999988241e+00 4.000000000000000000e+02 -3.655377692141854595e+02 -3.726029835008767463e+02 1.110000000000000098e+00
-3.704506890479201502e+02 2.685355515907572599e-01 -1.074999999999988187e+00 4.000000000000000000e+02 -3.654067781898919520e+02 -3.724744924765832366e+02 1.885000000000000009e+00
-3.703265689094990876e+02 1.874107070845182077e-01 -1.077499999999988134e+00 4.000000000000000000e+02 -3.653601161776405206e+02 -3.724303304643318029e+02 6.049999999999999822e-01
-3.702114590730498094e+02 1.334416979969844930e-01 -1.079999999999988081e+00 4.000000000000000000e+02 -3.651684883804148285e+02 -3.722412026671061085e+02 8.499999999999999778e-01
-3.700880304918070465e+02 2.555082693691207996e-01 -1.082499999999988027e+00 4.000000000000000000e+02 -3.650343211340626794e+02 -3.721095354207539572e+02 1.554999999999999938e+00
-3.699636417855559785e+02 3.094177097455466097e-01 -1.084999999999987974e+00 4.000000000000000000e+02 -3.650127185274744761e+02 -3.720904328141657516e+02 1.709999999999999964e+00
-3.698510104398990848e+02 2.933230750653104679e-01 -1.087499999999987921e+00 4.000000000000000000e+02 -3.649436901178851258e+02 -3.720239044045763990e+02 1.125000000000000000e+00
-3.697431900504907958e+02 2.714832950812877121e-01 -1.089999999999987867e+00 4.000000000000000000e+02 -3.649413743123703284e+02 -3.720240885990616562e+02 2.750000000000000222e-01
-3.696458888171796957e+02 2.728926961291626707e-01 -1.092499999999987814e+00 4.000000000000000000e+02 -3.648283948521796560e+02 -3.719136091388709815e+02 1.864999999999999991e+00
-3.695473584031030896e+02 3.150281384089747561e-01 -1.094999999999987761e+00 4.000000000000000000e+02 -3.647269953019393824e+02 -3.718147095886307056e+02 8.249999999999999556e-01
-3.694487933464970979e+02 3.197409730647275405e-01 -1.097499999999987708e+00 4.000000000000000000e+02 -3.646055283450821207e+02 -3.716957426317734416e+02 8.100000000000000533e-01
-3.693482955018380949e+02 2.939332621805711421e-01 -1.099999999999987654e+00 4.000000000000000000e+02 -3.645879617369869834e+02 -3.716806760236783020e+02 5.649999999999999467e-01
-3.692556576095047376e+02 3.235002937208524276e-01 -1.102499999999987601e+00 4.000000000000000000e+02 -3.645051692222216957e+02 -3.716003835089130121e+02 7.850000000000000311e-01
-3.691641058678742411e+02 3.196325925510101196e-01 -1.104999999999987548e+00 4.000000000000000000e+02 -3.643418027898412106e+02 -3.714395170765325247e+02 1.770000000000000018e+00
-3.690662945946438640e+02 4.132362940429009091e-01 -1.107499999999987494e+00 4.000000000000000000e+02 -3.642961277558271149e+02 -3.713963420425184268e+02 8.149999999999999467e-01
-3.689734500604809568e+02 4.039161121268447507e-01 -1.109999999999987441e+00 4.000000000000000000e+02 -3.642451945302389618e+02 -3.713479088169302713e+02 1.639999999999999902e+00
-3.688844645242911042e+02 4.030599607922352168e-01 -1.112499999999987388e+00 4.000000000000000000e+02 -3.641520814639743548e+02 -3.712572957506656621e+02 9.499999999999999556e-01
-3.687953403150381746e+02 3.893985653592629825e-01 -1.114999999999987335e+00 4.000000000000000000e+02 -3.639145033019782431e+02 -3.710222175886695481e+02 1.739999999999999991e+00
-3.686929058128444012e+02 3.953535352900479638e-01 -1.117499999999987281e+00 4.000000000000000000e+02 -3.637414850435813491e+02 -3.708516993302726519e+02 6.450000000000000178e-01
-3.685836350437234046e+02 4.189499411880794888e-01 -1.119999999999987228e+00 4.000000000000000000e+02 -3.636929727313412855e+02 -3.708056870180325859e+02 1.169999999999999929e+00
-3.684807297127663901e+02 4.617015589012669619e-01 -1.122499999999987175e+00 4.000000000000000000e+02 -3.636917947056560934e+02 -3.708070089923473915e+02 1.840000000000000080e+00
-3.683875505003447870e+02 4.444497230970061441e-01 -1.124999999999987121e+00 4.000000000000000000e+02 -3.636113251668123780e+02 -3.707290394535036739e+02 1.969999999999999973e+00
-3.682957151529524253e+02 3.902728341505107834e-01 -1.127499999999987068e+00 4.000000000000000000e+02 -3.634478341431228046e+02 -3.705680484298140982e+02 6.450000000000000178e-01
-3.681976166775413617e+02 4.246959731667490079e-01 -1.129999999999987015e+00 4.000000000000000000e+02 -3.634411536179516702e+02 -3.705638679046429615e+02 4.849999999999999867e-01
-3.681079297129922452e+02 4.044205867686960776e-01 -1.132499999999986962e+00 4.000000000000000000e+02 -3.634274886594652685e+02 -3.705527029461565576e+02 9.699999999999999734e-01
-3.680247419834030893e+02 3.847683987259031824e-01 -1.134999999999986908e+00 4.000000000000000000e+02 -3.633004023944791356e+02 -3.704281166811704225e+02 3.200000000000000067e-01
-3.679381860801510129e+02 4.269778843108485433e-01 -1.137499999999986855e+00 4.000000000000000000e+02 -3.631455910160591998e+02 -3.702758053027504843e+02 1.364999999999999991e+00
-3.678460105846044144e+02 4.298341916757668080e-01 -1.139999999999986802e+00 4.000000000000000000e+02 -3.631054919073773135e+02 -3.702382061940685958e+02 1.685000000000000053e+00
-3.677585229929130719e+02 3.966430472174412025e-01 -1.142499999999986748e+00 4.000000000000000000e+02 -3.630645338901409787e+02 -3.701997481768322587e+02 1.629999999999999893e+00
-3.676750515895287776e+02 3.757094971835648889e-01 -1.144999999999986695e+00 4.000000000000000000e+02 -3.630632850497525510e+02 -3.702009993364438287e+02 1.725000000000000089e+00
-3.675981067765691819e+02 3.445617858826892643e-01 -1.147499999999986642e+00 4.000000000000000000e+02 -3.628956749840254474e+02 -3.700358892707167229e+02 3.400000000000000244e-01
-3.675143592366223970e+02 3.851784801412409531e-01 -1.149999999999986589e+00 4.000000000000000000e+02 -3.628254604046460940e+02 -3.699681746913373672e+02 5.600000000000000533e-01
-3.674318902766369206e+02 3.913259634881895432e-01 -1.152499999999986535e+00 4.000000000000000000e+02 -3.626101474747865154e+02 -3.697553617614778432e+02 1.685000000000000053e+00
-3.673384609355789507e+02 3.828544019895465667e-01 -1.154999999999986482e+00 4.000000000000000000e+02 -3.624836462753456772e+02 -3.696313605620370026e+02 1.239999999999999991e+00
-3.672422663721876575e+02 3.155921993086319710e-01 -1.157499999999986429e+00 4.000000000000000000e+02 -3.624198285825567041e+02 -3.695700428692480273e+02 1.629999999999999893e+00
-3.671492202760685473e+02 3.598360996617102070e-01 -1.159999999999986375e+00 4.000000000000000000e+02 -3.622170237192100899e+02 -3.693697380059014108e+02 1.195000000000000062e+00
-3.670461648111175919e+02 3.407278632979097721e-01 -1.162499999999986322e+00 4.000000000000000000e+02 -3.622136401954679741e+02 -3.693688544821592927e+02 5.749999999999999556e-01
-3.669526657092887376e+02 3.470428385995307230e-01 -1.164999999999986269e+00 4.000000000000000000e+02 -3.621960559862992000e+02 -3.693537702729905163e+02 3.200000000000000067e-01
-3.668659213801727219e+02 2.871502049334275219e-01 -1.167499999999986215e+00 4.000000000000000000e+02 -3.619920069237839471e+02 -3.691522212104752612e+02 5.050000000000000044e-01
-3.667691197140638906e+02 2.588632389493242814e-01 -1.169999999999986162e+00 4.000000000000000000e+02 -3.618399420578377885e+02 -3.690026563445291004e+02 1.495000000000000107e+00
