weight logl alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
5.191915060313960442e-22 -3.205270839347792844e+02 6.437224590232301091e-01 1.593610609831731528e-01 1.376962458811703538e-01 1.701478027904843593e-01 5.154651682871701501e-01 1.689381259016816683e-01 8.911827087709555117e-01 1.348556203969286660e-02 5.882161419608200603e-02 9.920717718069513857e-01 1.604202320438848917e-01 6.294314588564144941e-01 3.576700125659519891e-01
5.985197048753800385e-22 -3.203823972920870915e+02 5.503392418453331159e-01 1.844039348085475538e-01 1.983028316817810888e-01 3.378839898891644600e-01 5.039399316415709151e-01 5.174719109628885816e-01 1.410222107474633502e-01 8.871883201945506281e-01 1.185795600707227893e-01 5.470332253097028863e-01 3.165458224108717022e-01 2.457878218932170178e-01 7.059183690262413879e-01
6.727305173163832505e-22 -3.202630119108914073e+02 2.840106664675698944e-01 2.270268928501434358e-01 7.085225289351348987e-02 7.515206864806009968e-01 5.549791112449897756e-01 3.325493119372801010e-01 3.156411433366861363e-01 8.553578416611672397e-01 7.952047231028762653e-01 6.114899126137329777e-01 3.440876268864780929e-01 9.290815572647017628e-01 3.616151201086449385e-01
8.214102856279884503e-22 -3.200608340167978554e+02 3.514714173426948252e-01 2.258317107228180465e-01 7.012618407031736556e-01 9.936158242511404781e-01 1.431665241280004608e-01 6.609193709359002522e-01 2.055605670020436149e-01 5.579558976199272546e-02 6.692552373435159963e-01 2.718606867624220325e-01 7.760582534647604280e-01 8.038984742411159345e-02 8.315867870137693130e-01
8.294325566172491694e-22 -3.200486149400537670e+02 7.554964389098968169e-01 1.270417092971750650e-01 9.875749637700571570e-01 7.957272059430056110e-01 4.621882559847190208e-02 2.283944653925391588e-01 4.390818716564044433e-01 5.224878592532813393e-01 9.074120331290150832e-01 2.042750765619981701e-01 6.686427694050770532e-01 7.146742944218742455e-02 6.874831256704594384e-02
8.878730670071115878e-22 -3.199780279500961910e+02 5.413810316903581166e-01 1.854181485223452830e-01 2.556360574709111155e-01 4.490271922714151875e-01 1.932530579241810154e-01 9.976487644937380717e-01 4.562020694742536797e-01 3.287587424640017186e-01 1.694345670038841511e-01 6.567290939825914942e-01 3.545560206854891927e-01 1.966932321014149831e-01 9.962114915253758030e-01
2.445209735665860367e-21 -3.189624705606231601e+02 2.344554391624360523e-01 2.090219566680490138e-01 6.353861373992328865e-01 1.999019767268821468e-01 6.116525949812916529e-01 5.579965951043804884e-01 4.521873887735700093e-01 6.535598841247514112e-02 9.621690534018467744e-01 2.454247220634891979e-01 4.988714713699760051e-02 3.801177406073793508e-01 7.147949960214838860e-03
2.951821897374576917e-21 -3.187716788892789168e+02 2.110792393438798431e-01 1.947611090913433651e-01 2.117797969537515979e-01 6.611564430515648461e-02 1.721928820856291065e-01 3.081509971292408778e-01 5.648526778979964247e-01 4.897060391734807672e-01 9.712240985279186889e-01 1.884456180349169951e-01 8.813047951668541158e-01 5.905579467913795177e-01 6.698499302097543628e-01
3.011620917515298373e-21 -3.187491230167110530e+02 6.656006135561626236e-01 1.473729892229942440e-01 1.178610099629425756e-01 5.854372816579735961e-01 1.330957471301287276e-01 1.730203677053152589e-01 1.713768753094641051e-01 8.924844821486525026e-01 2.961956763415014571e-01 5.817648701941061651e-01 9.008840144167674646e-01 8.341407155486713076e-02 4.317243662601950582e-01
3.008279804750016141e-21 -3.187477330393717239e+02 4.920063143405281059e-01 1.939908457301656730e-01 2.940031713971433813e-01 9.976912247053507654e-01 5.989292012052120917e-01 1.123652970758139968e-01 9.491371311736424010e-01 1.600732110309154299e-01 5.985908919543342366e-01 6.545616333430205325e-01 5.465448122205822656e-01 7.963529101409194677e-01 3.554897727175477806e-01
3.541353564214070270e-21 -3.185820924444933553e+02 8.872906163936469248e-01 8.591911930818585397e-02 3.178875911089781292e-01 9.934446217826398140e-02 2.893144690541528119e-01 6.491841627105244816e-01 9.283189509849114618e-01 8.843821323570945081e-01 7.268516984375781309e-01 9.557444468043516661e-01 8.024000762336256365e-01 8.573858564481462441e-02 4.177083512096895213e-01
3.792330140504252528e-21 -3.185111208183570284e+02 8.633220018952503239e-01 9.228121414546341938e-02 9.390426729466619937e-01 9.172832275781099831e-01 6.771330984198598024e-01 5.462366642271399009e-02 6.130387901346484592e-01 5.857340128965593529e-02 8.527353680269150749e-01 3.796675659142827453e-01 4.776046095562805904e-01 6.456934431227645543e-02 8.096968724788766725e-01
3.870932719893126736e-21 -3.184881059704343329e+02 3.441038296255292117e-01 2.207752300851443250e-01 7.265436256391355485e-02 5.534491607831154569e-01 8.872760724969100954e-01 4.723509984682301432e-01 1.998865654967787453e-01 4.008516965715382963e-01 1.330470604064659668e-02 7.657999898025968921e-02 8.922156050536749206e-01 2.125903704345072365e-01 1.375040296690095420e-01
3.893038646250043186e-21 -3.184799114656375423e+02 8.453654428942108945e-01 9.710787720892477548e-02 8.504397953623357154e-01 7.074224810953546605e-01 6.776641176015218981e-02 8.253501564560574710e-01 2.277104014369479845e-01 9.225876325261976874e-01 5.276612971986438527e-01 4.451019525165021973e-01 5.554222699086736048e-01 4.904136998115133927e-01 1.484465583264416022e-02
4.368723437633794065e-21 -3.183621306144316918e+02 7.639728237355351004e-01 1.190135018304427916e-01 8.200785525982901003e-01 2.047684708427153222e-01 3.055973717514759436e-01 1.728147488094092799e-01 2.450770036667203611e-01 7.493893341196711244e-02 8.142977023639484946e-01 9.398272819968864766e-01 2.291074643511881170e-01 1.852166269721883252e-01 9.713056677357595481e-01
4.641444002966267596e-21 -3.182990759359703929e+02 2.488862452254050339e-01 2.119901002877082608e-01 2.878433388302958917e-01 9.359971657315379057e-01 8.761320287762530690e-01 3.092174161591956238e-01 7.926143131619721727e-01 6.960706937229342861e-01 9.637705646539028725e-01 7.579071565498167740e-01 8.070089284916739381e-01 9.319107339300926052e-01 4.499445999047158029e-01
4.739396618457923290e-21 -3.182756916294091525e+02 5.496921577310964757e-01 1.774443521026795034e-01 6.976453142710846711e-01 7.035185474454150878e-01 8.290275461265110835e-01 7.143218085477984758e-01 5.551241118654004492e-02 8.341519229375223832e-01 6.259666729029090826e-01 4.727230090765709436e-01 9.965697705590337296e-02 1.301203068604894764e-01 8.120240252834591832e-01
4.769845433716402134e-21 -3.182667875607871792e+02 4.475541027592285781e-01 2.028958801012230584e-01 9.879361561220957322e-01 2.275752134630572021e-01 9.036895045562320927e-01 2.901858731483109022e-01 4.962956377972291833e-01 7.186821449672542439e-01 9.467243558898720268e-01 2.738167164939540044e-01 5.293375607092817292e-01 6.776289175724082847e-01 9.267646137776104354e-01
5.049776375682145762e-21 -3.182072575010657260e+02 6.271199474668882612e-01 1.561709895854319630e-01 1.188635169715402951e-01 2.860475086320094507e-01 2.390939634445278239e-01 9.204123673667284899e-01 8.590252954518962092e-02 9.705821028462167099e-01 2.297402399383611238e-01 8.506309123414488305e-01 9.371190958535232651e-01 2.552990813998300412e-01 3.909343364984491087e-01
5.564511692524081580e-21 -3.181076922266289557e+02 1.909823852765081265e-01 1.734473413402167763e-01 7.458312435185290301e-01 5.177589820040856550e-01 3.904179483757217461e-01 6.880825729478888819e-01 5.004395645507244694e-01 9.002757629465720779e-01 4.807738765889001398e-01 3.506515359896322792e-01 8.860328828551574665e-01 7.450796023880040808e-01 1.832281304666127930e-01
8.196257901566002659e-21 -3.177179237646876686e+02 1.767694954287825082e-01 3.669743920057622066e-02 1.867163240351279452e-01 4.939871054949446227e-01 6.105890082832076127e-01 7.823799567655128628e-01 8.408720156400109058e-01 2.284616494266455966e-02 2.839595363281051110e-01 9.068196200828001485e-01 6.926161500155582074e-01 5.803553495785163108e-01 8.455112953992698355e-01
8.475234159931353373e-21 -3.176819531789541315e+02 2.914853504961995023e-01 2.180679255874559130e-01 1.274164257305453463e-01 7.964467696588967138e-01 6.713951691077825190e-01 2.502033542644521713e-01 7.431122989958682812e-02 7.520766376357989058e-01 8.972454206320629178e-01 9.519823708223136283e-01 1.169096463058549862e-02 7.246619159633046481e-01 9.012705459084052739e-01
1.080927826553203607e-20 -3.174361965973528754e+02 3.327728246618512076e-01 2.177197228969783849e-01 1.318915107454642355e-01 5.196438010533753760e-01 6.201329620119397923e-01 4.213885505792603903e-01 6.179446860865056568e-02 9.677639332791633242e-01 6.175858833712973839e-01 9.970853141248472440e-01 4.196068251747929745e-01 9.171077208263442859e-01 1.371374591983642866e-02
1.236408954475160137e-20 -3.172993051947085519e+02 3.589872238036300178e-01 2.150817226866595933e-01 3.264566525030190292e-01 6.305088171019982424e-01 1.338902021374008822e-01 3.480061202801749687e-01 4.303439646131181906e-01 3.934742805106280494e-01 8.029481964147154871e-01 4.853932727585177354e-01 6.020306350205296697e-01 8.179162049324335548e-01 9.181952328582876355e-01
1.314298950375302239e-20 -3.172357129624486447e+02 1.671111363496765589e-01 1.262738938767073993e-01 7.049288626509738753e-01 5.116735119486039984e-01 9.136595961674810473e-01 6.255368534639343947e-01 8.374977788645446841e-01 6.211397610744939790e-02 6.490097958940775902e-01 2.436725412371831823e-02 1.675891260722417453e-01 4.710422197525712118e-01 8.708935462476453671e-01
1.385205733367409880e-20 -3.171806676957800164e+02 2.413871424720157588e-01 2.049142466623017356e-01 1.157959603393277082e-01 2.372221915182757268e-01 9.184528571378388628e-01 7.915212880429386422e-01 6.168875342398408845e-01 4.072579694812638040e-01 8.220661474185845252e-01 2.530066263283942130e-01 4.281291797400376131e-01 1.552160288555273215e-01 4.074296757025254179e-01
1.461760478508310832e-20 -3.171243748518192547e+02 5.210653897075013807e-01 1.811076711329280275e-01 2.514409448369576694e-01 8.553350112067301669e-01 5.884786201373894965e-01 1.765352513962752390e-01 3.854965385002629974e-01 9.368983748622149443e-01 7.581286549510465322e-01 1.620352306176142676e-02 9.081523436619695078e-01 5.727061080483164535e-02 8.292572105615798606e-01
1.524837476269129030e-20 -3.170796285368935514e+02 4.151508567179754694e-01 2.055617084815465345e-01 5.406708446463575068e-01 2.739511287251322758e-01 6.970431047614387143e-01 9.124551621451603145e-01 4.050855601429844688e-01 1.704772034888104582e-01 8.589513094276914895e-01 7.937354901889561720e-01 1.337205698212224902e-01 1.761376103749321409e-01 4.757723158496438565e-01
1.785430406515283583e-20 -3.169193568580712963e+02 2.227503580076435341e-01 1.947881894977420147e-01 6.479284793996960001e-01 8.295809298317036173e-01 3.344158619821713252e-01 8.101222582010609852e-01 1.827712790006488230e-01 3.072575234935924771e-01 7.480548833014862842e-01 3.231741030586926522e-01 1.762568385209458688e-01 7.335886688934426525e-01 6.234740023682178167e-01
2.023627841383435794e-20 -3.167916245066510896e+02 2.102988485918397821e-01 1.858663406201243040e-01 1.183729526721435388e-01 1.193824582671239032e-01 9.687311806398591907e-01 9.169511711729028125e-01 4.922488999194070125e-01 1.117820973193389689e-01 8.958047566801641270e-02 6.161157814635614960e-01 3.744647795948370383e-01 5.787173812062220701e-01 8.547147810747369734e-01
2.076013713593602040e-20 -3.167635667972762690e+02 5.377113239241679832e-01 1.755603370372675887e-01 9.485967710457013924e-01 5.971598584512691765e-01 3.921536945977510680e-01 7.036533510261399060e-01 1.835276964151341117e-01 6.640560851975849666e-01 6.264049601495916830e-01 6.424562372421105394e-01 5.405992867532156687e-01 7.897859714007503529e-01 8.072649956878893418e-01
2.387616844456505778e-20 -3.166212206360736445e+02 2.546893987483768163e-01 2.073315152984294141e-01 8.186225519808703055e-01 2.953929749901906820e-02 7.393060889647392608e-01 4.360961582688720473e-01 1.150027748616467838e-01 6.526763331589798822e-01 6.474245956721083051e-01 8.943479184910951840e-01 4.645899507039159548e-01 1.448388008277889938e-01 1.695315492724931428e-01
2.600420919333319296e-20 -3.165333430443597535e+02 7.594516209843577004e-01 1.140754005171814578e-01 4.698366758286774969e-01 8.815005508586938321e-01 9.180810104578742692e-01 1.849914425993499645e-01 7.704010878511452498e-01 9.000928559213416946e-03 1.547191852577672888e-01 7.233871095374527771e-01 5.626297468518103306e-01 9.649400808880280733e-01 4.233829265078223880e-01
2.795148455424947027e-20 -3.164586311484966359e+02 6.917129313247438738e-01 1.325628544271767462e-01 9.914744098237429082e-01 9.551511030627054533e-01 4.348113979611831770e-01 9.661675148055429707e-01 4.180180469103189633e-02 7.397210010115684575e-01 4.872743517254030099e-02 6.318384177115925482e-01 2.806801531841890407e-01 6.342699800940485577e-01 9.791086186760562526e-01
2.837061250561731655e-20 -3.164412476228362152e+02 2.183249640462413543e-01 1.900946446580923377e-01 1.560205455367558169e-01 9.252334503761948659e-01 3.211650608515276284e-01 5.774558129434251841e-01 6.519339906807073426e-01 3.745782825334368349e-01 6.509334453075384941e-01 4.848991337061105966e-01 3.874030158288535031e-01 4.451176318634831874e-01 6.799855162380371576e-01
2.868144641358108430e-20 -3.164278510140390495e+02 9.160311391894077060e-01 6.961621943637152921e-02 4.259665633963876097e-01 9.030795758505109072e-01 1.460664160436945247e-01 8.496803873487633885e-01 9.228224595166722999e-01 4.165081518982428621e-01 9.586861223267508780e-01 2.101415356344078500e-01 5.016630898221072776e-01 9.154492739819978242e-01 4.193861944741594794e-01
3.075082927224661861e-20 -3.163556844992373271e+02 7.947570661933957004e-01 1.036846031375571187e-01 2.509558853218571972e-01 4.236427033474970960e-01 3.853020390747016188e-01 2.614393072944721785e-01 7.731650884431806592e-01 6.143289083785318239e-01 9.319805341320660519e-01 2.898594588591201227e-01 7.203692351557723361e-01 3.169703332323509093e-01 5.145864635574342039e-01
3.281612334642878470e-20 -3.162881815012780748e+02 6.229394027113993593e-01 1.509734044093622440e-01 5.354252657746292332e-01 9.944827115420351582e-01 2.040132411104369492e-01 9.295549672116787399e-01 8.898583350287753158e-01 8.251629270078951750e-01 6.240444656596119133e-01 4.954750617506287202e-02 8.113513222273609493e-01 4.812256543320863056e-01 2.112789762379371217e-01
3.574570260240849550e-20 -3.162001714063404165e+02 9.227894476931874923e-01 6.671863514076059598e-02 4.118640822671962853e-01 1.253574521604970959e-01 9.037249295424408801e-01 7.173885898246522563e-01 6.804616088340966762e-01 9.441132092373882845e-01 4.989056677534626782e-01 8.331429811798984897e-02 4.292292833943796015e-01 1.080565903654110427e-01 5.011683122139556357e-01
4.335487076575841887e-20 -3.160046824053429191e+02 5.460087100867974108e-01 1.708537100396599895e-01 3.654583558851366432e-01 1.246139799491493561e-01 4.197123637237950566e-01 9.319728050434623601e-01 3.531734007129122555e-01 4.256136136722320495e-01 2.196591887923955433e-01 4.961631513321784759e-01 1.288925037411421393e-01 7.436070468898160479e-01 5.261205319328926544e-01
4.463191836179267563e-20 -3.159731521999285064e+02 5.504869031393651024e-01 1.695631106882639072e-01 5.318187458119337796e-01 7.441235219284102476e-01 4.276407119928746781e-01 9.393208800088191923e-01 3.234137274861170752e-02 5.622275828133785902e-01 9.880758544426415657e-02 8.975137650935126610e-01 7.892120588058828545e-01 9.678903448152538225e-01 2.188306816359227858e-01
4.598816810288048507e-20 -3.159407173130805404e+02 8.509934949074552391e-01 8.648025499514366832e-02 8.116935516027750097e-01 3.861983273264755212e-01 4.260873370299282925e-01 1.344957402535101876e-01 6.653238642328338504e-01 6.399652671981074237e-01 8.757797917145472288e-01 2.950302324526914433e-01 5.097352062420277274e-01 1.886082681931516847e-01 7.601612217510386182e-01
4.696419361408386450e-20 -3.159172159879635728e+02 8.275400210396266498e-01 9.300667982692945035e-02 8.239158551675064279e-01 6.808356456075950192e-01 2.122347766307285388e-01 2.844553078531114609e-01 7.489441629816230295e-01 8.638627106759656504e-01 8.284644891837729119e-01 8.970622108429571195e-01 5.193878800194785539e-01 7.716730005450047614e-01 4.059742994732825627e-01
5.796750065770055093e-20 -3.157042189413163555e+02 2.395535687938362690e-01 1.984022798724351944e-01 3.340841339849146552e-01 5.553090996614854502e-01 2.697235581757556622e-01 7.355027098424650189e-01 8.702265671031725880e-01 5.701737523249486017e-01 6.806154560097489314e-01 6.503683648233691272e-01 8.576088753268451548e-02 9.796554917106903293e-01 8.321331774012473703e-01
5.986157795846131670e-20 -3.156695665984360062e+02 7.050775276769858380e-01 1.262493252618379636e-01 2.954985624407984179e-01 7.346556671016057916e-02 2.242043710237614507e-01 1.256741259024173329e-01 4.936429382257089271e-01 8.916649089666764949e-01 3.292939274796917726e-01 2.737715529193236463e-01 8.428200673392846065e-01 8.888884664465972474e-01 6.994972221124396983e-01
6.894308803391333018e-20 -3.155258201081786638e+02 2.635049256709249832e-01 2.055390773264641480e-01 8.446166070359373279e-01 6.931635452690956267e-01 5.473381838549520317e-01 9.869524178766486688e-01 9.337694214570307905e-01 7.383704979256120460e-01 1.622984084988254860e-01 5.439774999953856938e-01 5.171880064974343494e-02 6.903756543143230173e-01 2.080698857479695851e-01
7.683019487600584317e-20 -3.154150037359958674e+02 4.227976184895742007e-01 1.983480352617473796e-01 3.179803762856597826e-01 6.465419429064260814e-01 4.353543749993129541e-01 9.740595053386663649e-01 5.457627917836176401e-01 6.767305425329688262e-01 1.001386225545302100e-01 8.509436456486861866e-01 4.755820533448276155e-01 6.512981713873677858e-02 4.475652873941861065e-01
8.506472588622813231e-20 -3.153106890136041898e+02 1.895385258067988632e-01 1.585061437832397946e-01 3.219747265799540736e-01 7.992712750682695599e-01 1.071638798958707284e-01 5.588117032231066927e-01 1.470498008454987904e-01 6.598435559109379067e-01 1.465631393626005696e-01 1.880678356550270491e-01 8.764255716968545329e-01 1.071294122362306256e-01 9.569457704844438473e-01
1.029107313726818020e-19 -3.151177395345910668e+02 7.492927797317785465e-01 1.121219837531283181e-01 3.005463588497868654e-01 6.040976768750034864e-01 5.914822996156372525e-01 7.921066220033148308e-01 5.557926113127020784e-01 4.722256283865183812e-01 6.673188964602785322e-01 4.394021347734200500e-02 4.167795035712422713e-01 4.270679986634432490e-01 1.813798710067192621e-01
1.085166569704484515e-19 -3.150621977796669739e+02 7.370456217161637236e-01 1.153469761798104898e-01 2.425117375414395093e-01 7.484368641760802410e-01 6.270455788011969345e-01 3.906637347027218654e-01 6.678623460803928547e-01 8.950664439361418756e-01 7.306135225286354284e-01 7.576730525320747311e-01 3.614003479597341917e-01 5.046724092217241830e-01 8.510660359911189632e-01
1.133126723744929950e-19 -3.150164504515844328e+02 5.061298375501880331e-01 1.778995372844627276e-01 2.221256210482275284e-01 6.532794368432464083e-01 1.185148386832148848e-01 1.147688417756799195e-01 3.150248624204095016e-01 2.201954250178730366e-01 7.386547147238009536e-01 7.232780966577952997e-01 8.512565415064037300e-01 4.810227988995043891e-01 2.672567439348526586e-01
1.137579369868359157e-19 -3.150100286302240988e+02 8.113490488034824644e-01 9.437015460770770137e-02 4.539153570897482837e-01 2.861545129533260567e-01 6.935783798946999479e-01 8.375460766311905170e-01 7.462405484983684056e-01 3.732260861206523339e-01 3.723815900244215049e-01 5.077181951534206483e-01 6.576131581155900685e-01 3.859248717121028793e-01 1.581317626761640227e-01
1.205587548513081081e-19 -3.149494642351060634e+02 9.384353280214051685e-01 5.674257585287767469e-02 5.150765027745941582e-01 9.463070729248195256e-01 2.628718424481130134e-01 8.162375797089318485e-01 5.324874429569075307e-01 5.126994033876899337e-01 6.818445525958151121e-01 5.831672019434677168e-01 9.565515043693836317e-01 1.256278551597345139e-02 2.300350080076289938e-01
1.543253713391004276e-19 -3.147000382868375254e+02 8.120660765123209890e-01 9.307878856572893156e-02 7.889965772705469504e-01 1.195196965433389380e-01 1.649536113650686975e-01 9.341840664845602049e-01 3.170694001967622189e-02 7.433502597286357760e-01 9.698958167224757121e-01 2.141189078490214337e-01 6.738732487286189787e-01 7.893795179099689641e-01 5.811425338172471200e-02
1.574221333319007179e-19 -3.146776705168589956e+02 8.596180478847844642e-01 7.938876446997766845e-02 7.659203920479786820e-01 3.369331236047934386e-01 2.211520600385769031e-01 1.008363078710096117e-01 6.855430104718184259e-01 3.487162022518289772e-01 1.288240865234130395e-01 9.253066714742627097e-01 8.656944330186265857e-01 9.871641085667209881e-01 4.112618592857253397e-02
1.578511502793703458e-19 -3.146724489591845781e+02 1.666897147663607415e-01 8.350560127573347646e-02 5.560837196599569543e-01 3.636996130948650929e-01 2.185097023581905606e-02 8.595018991698178956e-01 5.833979822064805365e-01 4.570013305915245905e-01 4.818214969235069534e-01 1.877153244873565052e-01 7.380459387152074058e-01 9.192136529784988852e-01 7.844638816766599243e-01
1.636679307127684587e-19 -3.146337618989368821e+02 9.004003561922911958e-01 6.717928650963844728e-02 2.334697979016570057e-01 3.700846760717375616e-01 1.678187119146191675e-01 6.795080087699220117e-01 8.456220246665046014e-01 5.921069282702555725e-01 5.296908931959422029e-01 4.962737161586967538e-01 5.342318516760550251e-01 3.595988240411692738e-01 8.216334446977059391e-01
1.749977615336147229e-19 -3.145643282787241901e+02 4.391933069313513904e-01 1.920960157097193477e-01 8.643002529759407082e-01 7.735537189652048617e-01 5.190913387551259195e-01 8.930422698879235677e-01 2.070550261982998519e-01 6.766248659322635639e-01 1.452018165559615381e-01 2.859783170442296019e-01 4.355734244837987656e-01 6.813396386791469306e-01 1.850218855071991131e-01
1.918210523017505746e-19 -3.144700385431633549e+02 8.318655876365530499e-01 8.662539082558962100e-02 8.491182887928915290e-01 6.460277822006388337e-01 1.419970651986577348e-01 5.040411245561852160e-01 7.767766951239438722e-01 8.129400637094290616e-01 4.103255274897624760e-01 9.598711930678981430e-01 4.098706584722370261e-01 7.673517313273360285e-01 1.779864200534031493e-02
1.936987869993273047e-19 -3.144577971532007723e+02 3.284699437057769789e-01 2.072553862098908128e-01 2.688023721972332414e-02 9.360015709477396140e-01 3.151638330427738444e-01 7.156639853954311903e-01 2.097221251147926013e-01 3.057974853110907443e-01 8.732491231649969210e-01 1.394251221062209334e-01 3.095342429511289684e-01 8.014724906058238174e-01 3.128010214207402884e-01
2.020605728458063969e-19 -3.144130339433055497e+02 9.613224872151354683e-01 4.675007338054659733e-02 1.170146269522890359e-01 9.754625402549860214e-01 1.863575856633586936e-01 1.851549713313968004e-01 7.753005767224481204e-01 8.701255029854241263e-01 9.417177305936660359e-01 3.383761973663061973e-01 7.310390003103777179e-01 4.175145452228216092e-01 5.832347093041987396e-01
2.653996639684145977e-19 -3.141378646055646300e+02 1.797759062245184447e-01 4.227618123270937556e-02 1.517605204403971175e-02 7.542950580294885965e-01 7.613413609274243266e-01 6.501207306310214928e-01 1.363401867697009440e-01 9.975463594129161393e-01 9.790968873346188595e-01 1.671223777237361707e-01 7.357375530702481292e-01 9.144450139795075039e-01 8.266095428694570924e-01
2.667240282399085858e-19 -3.141303869395618449e+02 9.164844165942628296e-01 6.018563617646899289e-02 8.042660380694743871e-02 5.713617216505106899e-02 5.896076797774125744e-01 3.978618252680429235e-01 7.721217243978037992e-01 9.356937287255442381e-01 3.184443223158254233e-01 3.996543402614207707e-01 5.679325384503635110e-01 7.535870126087241827e-01 1.567602633899910503e-01
2.725077843650915361e-19 -3.141064342811566803e+02 2.865098869484316024e-01 2.043967720322102943e-01 8.409762136277383338e-01 4.924248063330600722e-01 3.691439785583612299e-01 2.149264289297219133e-01 3.885691342607864307e-01 2.228557328857627695e-01 4.535715247582522425e-01 5.921142887110937281e-01 3.046574450537414824e-01 1.807365109123137970e-02 7.301809242179272408e-01
2.814930148982014846e-19 -3.140714938279182320e+02 7.808686474958902446e-01 9.971253760599996241e-02 3.212230674656869622e-01 5.379469309487873163e-01 3.099017467547007243e-01 1.609617631127527870e-01 7.867037455937253565e-02 9.311656984428318129e-01 8.368418741388850002e-01 9.066457322679019049e-01 7.645365034285881434e-01 8.115256219067111809e-01 6.097539026939529094e-01
2.974797260582653927e-19 -3.140137553863691551e+02 9.939609094824565227e-01 3.221449793802377837e-02 4.200919141816367164e-01 4.146887925780107231e-01 3.901571121564950673e-02 7.774506118058658322e-01 9.663664147013286687e-01 5.875031617403320139e-01 3.849689804534888182e-01 9.535798695821621207e-01 4.585978792613707444e-01 3.814338453435643927e-01 3.445185347716407387e-01
3.302026152342344596e-19 -3.139068950097225752e+02 2.672371681474140503e-01 2.003593511702281837e-01 4.008337816613471993e-01 3.490009984261233100e-02 9.697764571335203421e-01 5.673682181368941979e-01 6.092834866386592774e-01 2.817785133941741460e-01 9.995190195860667037e-01 3.654755176599782107e-01 6.875660234098824874e-01 2.179911909517154855e-01 9.366987571078899677e-02
3.405415007912594578e-19 -3.138735644612541478e+02 5.277039903296179002e-01 1.686285018057526175e-01 5.875580618863223137e-01 5.182535939203708475e-01 8.378296751758951277e-02 5.611013676350945500e-01 5.297966516541301463e-01 6.844781318814116000e-01 1.394044528668180183e-01 3.409653436425815753e-01 3.010787242595504010e-01 1.139131741449932456e-01 6.360727111559124625e-01
3.568997063232075754e-19 -3.138241466536881603e+02 1.807575136037038455e-01 4.162642888344947334e-02 6.227217735463254078e-01 3.365567917911252982e-01 8.629843591180107465e-01 2.229763640068715969e-01 3.400847649849204624e-01 9.549796642888463971e-01 5.913235573944350953e-01 5.732865203113467478e-01 6.371065486794599275e-01 4.195798832049496552e-01 3.409098058845210222e-01
4.692044970565956750e-19 -3.135480627600763910e+02 7.858616237545467120e-01 9.649054351852981437e-02 3.972610176812045868e-01 8.016535383399555625e-01 4.554747867945702078e-01 2.685860423541007735e-01 1.539262657955726699e-01 4.552087834717027937e-01 7.975260266628796391e-01 4.531477518961417594e-01 8.970562749982546880e-01 9.411075795192954674e-01 4.112456400321993222e-01
5.552265831935355001e-19 -3.133772251728912011e+02 1.755702595494036400e-01 1.220254517011822859e-01 1.930539935705043453e-01 5.507079316172674988e-01 2.893411372366460066e-01 8.574844917865382943e-01 5.186568115506707821e-01 1.190677315159955896e-01 2.667373390562449709e-01 5.449531937162626072e-01 6.794987186293990344e-01 3.495384705616083609e-01 1.331548900572536720e-01
5.989151286413542810e-19 -3.132989815616644478e+02 2.589979888432576427e-01 1.960053105923076355e-01 2.083411684875535741e-01 7.360776224017380187e-01 3.129316916485390676e-01 6.547159357580010219e-01 9.908685098834383309e-01 8.564573671991648762e-02 7.696193545895009258e-01 4.469740665160910620e-01 2.169153814267197333e-01 7.771218922018775510e-01 2.257487723885742703e-01
6.057650638381667444e-19 -3.132851092338640910e+02 7.269992834545703220e-01 1.122117595245364363e-01 2.176186544449399962e-01 4.794343648784982204e-02 6.644056763140604449e-01 7.893547154094446849e-01 7.604420190082300524e-01 2.316247523765445626e-01 7.266199660457238751e-01 8.674492136221222394e-01 2.037764473072778415e-02 2.780725034763580350e-01 2.386369660045692953e-01
6.567950803145236587e-19 -3.132017293936051487e+02 3.195394495213405017e-01 2.029777259923168931e-01 6.455704238124492234e-01 2.098621391941406511e-01 2.904982500681875246e-01 9.966201910872896086e-01 8.665282981352014913e-01 5.507548962347911248e-01 1.889093372984707031e-02 7.578253679691415723e-02 2.878579115434869440e-01 5.237049880712606464e-01 8.432072349210740780e-01
6.953272425382785731e-19 -3.131422188740078241e+02 1.763574429834550150e-01 1.224579618787624558e-01 6.882509487658807767e-01 6.052116164196893466e-01 9.504398989135615095e-01 1.952590556925332121e-01 8.259572024610929430e-01 4.243475851634556095e-01 3.862566503992495015e-01 2.002833317639725053e-01 5.009869346085993325e-01 4.395881053280588091e-01 5.354715086743432328e-01
7.299892100871627594e-19 -3.130910717079987080e+02 9.104852427609305687e-01 5.769895721728279803e-02 3.488284715350016274e-01 2.718437789555735451e-01 7.775108502268059940e-01 9.228496443096941837e-01 5.854954038489823542e-02 7.145208249190782013e-01 1.563467359014444336e-01 7.712260107360106032e-01 6.284621565758159445e-01 9.549178243702687308e-01 4.398815064293052357e-01
