weight logl alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.772075669392506192e-55 -3.995348430690382884e+02 7.704416206812951806e-01 9.916468284859677462e-01 7.595014128734460801e-01 8.013098661335534834e-01 1.466466380186082219e-01 1.534297578274123053e-01 6.604881560828893550e-01 4.748620716750115989e-01 1.926980852445856485e-01 2.980266130113692347e-01 4.656083434799351828e-01 5.256227383404489251e-01 9.161347490568151342e-01
1.889656682680322291e-55 -3.994680994599310679e+02 8.006320367327185439e-01 9.659280831581271709e-01 9.363884579024582822e-01 2.835406543187910522e-01 9.021022146639169348e-01 5.110590584843052175e-01 4.741363365955826303e-01 2.595054409402793860e-01 6.416908982709190745e-01 1.743681744994015625e-01 3.304885741507654906e-01 3.040356952733336282e-02 5.135290509599004238e-01
2.200130225098495559e-55 -3.993134780712878751e+02 9.760753939788351374e-01 8.478295365598375044e-01 4.153340002728888036e-01 3.370973495549507426e-01 4.218069304903027117e-02 6.867651134826846526e-01 4.433537778076035440e-01 5.227061600110728401e-01 2.142099400126871167e-01 3.149318327037595733e-01 3.433229227634414515e-01 1.929300707220467093e-01 8.011547105667834456e-01
2.276661688641879815e-55 -3.992767844247555900e+02 9.487752125822479510e-01 8.604370084555860165e-01 7.759489932080483321e-01 4.606136262166549145e-03 2.883306603492227227e-01 4.679097742596063370e-01 4.491673051742722800e-01 4.474207898768448599e-01 5.577920806450162861e-01 4.278769389448777716e-01 6.907137775879089725e-01 3.522116791988805229e-02 5.439442987215635794e-01
3.436531288852715945e-55 -3.988625320067284292e+02 9.764513724492727142e-01 8.165455907499984400e-01 4.434843053061521267e-02 4.098328556378763032e-01 2.988662877605430257e-02 2.079005034308899491e-01 6.307989505210792602e-01 6.572982300511969189e-01 2.493160147935812310e-01 9.931239828278392023e-01 3.094002905045323271e-02 3.565001026293910247e-01 2.473449508605961578e-01
4.645126983506001891e-55 -3.985586759135585453e+02 8.146584310732150058e-01 8.897875488525165411e-01 3.183578350695277503e-01 6.575572924692799637e-01 5.167910053747962751e-01 9.480205854298541235e-01 5.289665944636058326e-01 3.956458979114887420e-01 3.304709089776054487e-01 8.168497847037443638e-01 8.321069396164845200e-01 9.354487550013846908e-01 3.797776364326145293e-01
4.890778249574712467e-55 -3.985046431810610557e+02 8.304127149772585481e-01 8.766830412368671333e-01 6.171141630902611253e-01 3.904369188928576984e-01 2.896395555403675770e-01 6.741426517697531873e-01 1.255740405841807572e-01 1.385818582628823847e-01 2.783831543517261142e-01 4.926050840781354134e-01 1.945259253653259801e-01 2.627885348031269164e-01 4.224881922190241168e-01
4.962386862965060154e-55 -3.984876077757684243e+02 8.667445746639432791e-01 8.540357109185300333e-01 5.800779706000342983e-01 6.204385700449983609e-01 4.344454651728009154e-01 9.075820050465608357e-01 1.178337844209290663e-01 7.386131002802306389e-01 7.168030410071901670e-02 2.823100109582182826e-01 6.428432445517106020e-01 2.607764491939463802e-01 2.907510951726813841e-01
5.147626245235407424e-55 -3.984484589379642898e+02 9.231335645134647327e-01 8.195870606823667526e-01 6.313663478773406945e-01 1.260484083252361165e-01 1.559319572857431613e-01 4.807434851662779618e-01 5.985318559343414391e-01 1.515657991042966835e-01 2.493488923654511025e-01 2.206187295954753491e-01 1.042964947558844280e-02 4.275528548402660611e-01 6.144062435388978338e-01
5.387802578858532479e-55 -3.984003570061449295e+02 8.586794739610612570e-01 8.532887696213683482e-01 2.736176689141622820e-01 1.064274969064987753e-01 2.784698116909302135e-01 1.496810856239668697e-01 6.268826177403989952e-01 8.188287131028070265e-01 6.313455634406953676e-01 7.934502958512555937e-01 9.844604059017525444e-02 5.647147102699573429e-01 8.120772986694727580e-01
5.857374043831659123e-55 -3.983142932353587753e+02 7.922047046962996664e-01 8.878555730283187453e-01 8.813076666758000721e-01 4.610443935463106602e-01 6.291940331230784222e-01 7.524349247439681143e-01 5.582647692188110744e-01 5.191464396987294228e-01 8.911836739660041751e-01 9.730809270985453230e-01 8.420245239641648283e-01 5.437210357644777226e-01 6.903301019262423344e-01
6.091163629295200211e-55 -3.982726554875231955e+02 8.172759656892651936e-01 8.699723681509646811e-01 7.776171856073279542e-01 3.536177058961843533e-01 8.196605952196299727e-01 1.849148658635832998e-01 8.021748957263468149e-01 5.910050797105533826e-01 2.885821531497846371e-01 6.700924768224606476e-01 9.071539204322738303e-01 2.249382862730391341e-01 1.318173874619821273e-02
6.287597490107625163e-55 -3.982384155824363461e+02 6.902269022574683000e-01 9.482418022736502916e-01 8.344314330768829446e-01 2.529914538360455989e-02 3.782341282160514018e-01 6.122586501948090731e-01 1.639792652552507501e-02 8.228625020322873906e-01 1.048828056364741190e-01 8.668845785604393228e-01 3.099707561865535643e-01 4.131750456345150146e-01 5.433250803828026942e-02
7.253717957060507604e-55 -3.980929804640448992e+02 8.233003141141567172e-01 8.555109363405699607e-01 6.093321619249900678e-01 5.029751488983452701e-01 3.174369668952006229e-01 2.526265455161189610e-01 5.930130723741500187e-02 9.765346863399699817e-01 4.586535794254520404e-01 2.476201948658698360e-01 9.620749948300219012e-01 7.833616247793598886e-01 3.433842593067111260e-01
7.871519083659002970e-55 -3.980087435572580148e+02 6.754058873149492159e-01 9.433153822164329627e-01 5.702425287912484819e-01 6.613393698496353723e-01 6.920737310801733377e-01 1.188060213427666323e-02 9.342117841212550511e-01 6.478134871609765311e-01 4.415383332298379315e-01 3.803657896182812692e-01 8.775056343781101331e-01 4.125732155462025208e-01 1.154917352799990082e-01
7.977060753633020381e-55 -3.979929246061265076e+02 6.909282231798191676e-01 9.321430360384466152e-01 2.779991059028630307e-01 2.270430026419167913e-02 9.214639564887863177e-01 4.492675189090289400e-01 4.192686872277198162e-01 6.953556645592902097e-01 3.725573184986132880e-01 4.155140712316135465e-01 3.218313730493516100e-01 8.047838854336438752e-01 4.199093056524331180e-01
8.014948255874780906e-55 -3.979856862929970589e+02 6.295970880239912804e-01 9.723774062565925247e-01 7.803065108071688405e-01 2.625847421326865661e-01 8.494388115372681902e-01 5.535243031972286731e-01 9.477338740939239559e-01 9.213022536793580297e-02 8.175377029043094934e-01 7.323657289738962906e-01 7.758798349452635801e-01 2.750734195355784006e-01 7.258926336736480911e-01
8.329205121392840312e-55 -3.979447265951035888e+02 6.116512159000049298e-01 9.818491678836592795e-01 9.246836997018692550e-01 5.722363709966734602e-01 2.349303988412628774e-01 2.460411465613618898e-01 2.528623441817750006e-01 7.347818951751519112e-01 4.365904306260859347e-01 6.861405162795435331e-01 5.727311271340361776e-01 7.931671745687940422e-01 4.850342905053401932e-01
8.753831721003897010e-55 -3.978925031076405503e+02 9.018831416878922980e-01 7.992916669745505631e-01 6.361031551030593700e-02 2.608381498962920597e-01 1.396439390209394116e-01 5.595658366971083542e-01 9.134983819282356254e-01 6.700278966961553673e-01 6.746750965704997327e-01 9.287621172110991363e-01 9.616175088333508425e-01 6.939498371171415325e-01 6.391054126369768440e-01
9.420975794027259618e-55 -3.978165559524271089e+02 6.679122532955613645e-01 9.363875714287173135e-01 6.171968930508231477e-02 3.039075103589061744e-01 6.097552312428983212e-01 9.934808591106234488e-01 5.125865442061670052e-01 7.317928281352181763e-01 1.455433053474277649e-01 3.868106061205031088e-01 1.972741885276046991e-01 2.303987377682875648e-01 4.182972212718636396e-01
1.089906160101088806e-54 -3.976683179292483032e+02 9.640705297858230827e-01 7.546843091488076860e-01 5.803876652762018917e-02 2.716585852645027055e-01 5.636216465890616645e-01 3.455154844501650002e-01 4.312467729602430522e-01 4.821351432818388183e-02 5.018720902204418799e-01 9.665718588280369783e-01 8.504637641756466193e-01 5.645072676721973881e-01 9.663619006428318947e-01
1.117748782360539144e-54 -3.976405928833680719e+02 1.135882111857963173e-01 8.618991296364738597e-01 9.830979543548941102e-01 3.362008325569675327e-01 7.253409072325847085e-01 6.833126171027079643e-01 1.576765856222589468e-01 2.933151796525690358e-02 9.790204760835834463e-01 5.109106693222931206e-02 6.604794117232842821e-01 2.714236134536485157e-01 5.227446086263265457e-02
1.212301171049117196e-54 -3.975568891823898525e+02 5.616333858965287806e-01 9.912779607528845460e-01 4.018404340185329771e-01 7.608631167649758664e-01 3.528783528029095784e-01 8.601870671444571403e-01 3.830805193735473679e-01 4.386237562954697911e-01 9.761862238235556877e-01 5.634710723504398056e-01 9.219616128156511436e-01 9.710679391771209756e-01 1.701305364158514077e-01
1.315609721139450667e-54 -3.974726093056973468e+02 8.937593846945151022e-01 7.816799978679445093e-01 4.980569198626679794e-01 3.196814119302762158e-01 9.401372380095923686e-01 2.654237161410494261e-01 4.178845012060490305e-01 4.718790868050768417e-01 9.845005633050220029e-01 9.308682865555445440e-01 1.916267764620618319e-01 8.696618079764117937e-02 4.460305523947216688e-02
1.358095061964409844e-54 -3.974383265019997680e+02 9.362106511669926467e-01 7.575341353752301776e-01 1.271586831735860290e-02 1.343566133498804716e-01 1.726932697614119716e-01 1.630113025427714080e-01 3.094875601254467590e-01 9.611181173244554010e-03 9.077899486061353773e-01 5.073446461867928692e-01 2.165965970836913890e-01 9.043705493121495520e-01 9.818111903834292331e-01
1.436575199734568117e-54 -3.973796475827900849e+02 6.481009811046756219e-02 4.352541852496851771e-01 9.035800981316437497e-01 5.540992517617129298e-01 7.047721729412932401e-01 9.715502794085701943e-01 6.113846809606569010e-01 7.201008240012726214e-01 5.101333153360444461e-01 9.695909999637810639e-01 1.983009215015705262e-01 4.473990727004391044e-01 3.302003698201436688e-01
1.616500461923656340e-54 -3.972591459261940940e+02 7.869575625647389217e-01 8.310814240766360994e-01 6.130222043515047847e-01 4.256754443416272959e-01 4.541769754650659685e-01 2.353779589852834642e-01 4.805370494699564565e-01 6.522763924560207593e-01 6.683388277115011045e-01 5.281580495231688044e-01 6.848381623096527759e-01 8.681849207723939532e-01 6.626945500975417458e-01
1.924866568367030247e-54 -3.970820528799295062e+02 5.187740295775720156e-01 9.915506360276963305e-01 7.152021715091947396e-01 8.750577786047172291e-01 6.927659655069895450e-01 4.991673947586446891e-01 6.588456189536898711e-01 1.856524337416641801e-01 5.112896703088677386e-01 1.571495762199448532e-01 3.089610302687519905e-01 7.863006436480890482e-02 3.150883227016186838e-01
1.973528401217348348e-54 -3.970545865228223192e+02 7.593086227286425238e-01 8.370755241476603992e-01 4.773503839319617192e-01 7.145973741323344841e-01 5.784965258497539731e-01 7.480372801660486459e-01 8.178724116565221358e-01 7.447752455069168720e-01 9.807070858186511808e-01 5.810116736657918723e-01 4.816861594881327591e-02 1.772137626419956202e-01 5.024511624860072967e-02
2.015373744179220883e-54 -3.970311048709514239e+02 1.435197408139042841e-01 9.514211709469108103e-01 8.310470459339022176e-01 2.754951265413130290e-01 1.617771612004954562e-01 2.710671874136962867e-01 2.470727662658056545e-01 4.761128753043680772e-01 5.690505165226520390e-01 2.263951540960628117e-01 5.444532084752079504e-01 6.410322623651829588e-01 3.250448116532622667e-01
2.052087194534011954e-54 -3.970105521112641327e+02 9.290009363873412696e-01 7.410145410647367425e-01 7.853972407233682507e-01 3.823585813864764926e-01 2.846815656102675840e-01 1.825066098626362265e-01 5.199533545689111191e-01 6.890307196596283656e-01 1.587337164535538303e-01 6.936810519433599387e-01 7.910295641851178283e-01 4.151504836168329327e-01 3.957292772329871200e-01
2.144455252916381134e-54 -3.969640239713508549e+02 9.789185579926978908e-01 7.140831691923731350e-01 4.816711258535747442e-01 1.073612336362353981e-01 2.612735031763396831e-01 9.149396252895658499e-01 4.617333985756546522e-01 7.619246521685663076e-01 2.664276818168009875e-01 8.486187786360427365e-01 9.446636343345484743e-01 3.234306729474081266e-01 6.219370545086093660e-01
2.164510906550226623e-54 -3.969522151034144031e+02 8.973749049281842805e-01 7.547237380293962961e-01 2.417990542293092515e-01 9.749597972439131288e-01 9.415382443634563447e-01 9.661064499577618481e-01 9.442076150727830575e-01 4.286421230132031468e-02 5.730214422991752876e-02 2.876999608643293627e-02 6.400072948888040347e-01 4.157133771757482998e-01 8.390130924127834344e-01
2.277170325564039731e-54 -3.968989759432295727e+02 1.022210296637646731e-01 7.605857927016179687e-01 6.570416914670467179e-01 9.127793260255177010e-01 8.406996208116868097e-01 4.435354278302764408e-01 4.810649946370735286e-01 8.245177972549511125e-02 7.432858602044449814e-01 7.581320075764252930e-02 7.263677508698814789e-01 5.695862871852681586e-01 3.866569531144744554e-01
2.579816741213713725e-54 -3.967716911642594368e+02 1.115277276948057894e-01 8.086206791010963624e-01 4.844194399074991386e-01 6.972214620991719070e-01 4.575980351816713032e-01 8.495057737950519883e-01 7.847903744625934763e-01 7.813654399026673802e-01 7.704268365834953114e-01 8.319695869304577496e-02 9.111821222065661363e-01 4.866946878006578325e-01 4.325210070548511920e-01
2.735524992770101001e-54 -3.967105861591987832e+02 6.452023047750141682e-01 8.900792167323766657e-01 6.014706698318991185e-01 1.641626538588929485e-01 2.559948942240419800e-01 3.579626426789062066e-01 7.270343755042620870e-01 5.075467859753451938e-01 4.848503861246306057e-01 8.393542091515564518e-01 9.869839939957579800e-01 1.067608866156790626e-01 6.413714827344179081e-01
2.975557177576084777e-54 -3.966239782220910115e+02 9.197921699867903644e-01 7.286078949972302210e-01 4.046549729417558972e-01 3.601667100279779543e-01 9.659497076308004582e-01 2.239851108914036049e-01 8.730160539180504831e-01 3.783029049624884177e-01 6.409234795623894865e-01 5.687289494400914469e-01 5.322714137327249073e-01 9.572137679097801888e-01 9.071437211779396215e-01
3.010135230661034799e-54 -3.966099245252513583e+02 9.618003927618317128e-01 7.071807411234439789e-01 5.079142978840792688e-01 6.231710117397356585e-01 2.554035024114412744e-01 8.223808858063124116e-01 7.275776614724116520e-03 3.033132982530160060e-01 3.404141792650595688e-01 2.407589378814294356e-01 6.214243960968185432e-01 2.581973735364109235e-01 8.785305141396323458e-01
3.177429711220193709e-54 -3.965533369270764865e+02 9.604131766707055817e-01 7.054946148315456300e-01 6.835118229345469310e-01 9.608908165329750339e-01 9.466580181378787540e-01 2.741196937107437392e-01 3.042106366498467107e-01 5.317313605513660502e-01 2.936432842090431761e-01 5.782985493709015268e-01 5.215811829910759201e-01 8.960408122405831843e-01 6.125353768077571592e-01
3.202056598046579385e-54 -3.965431162398724041e+02 8.923795707313482151e-01 7.391797326605086260e-01 7.509407889967987249e-01 9.135184778092151348e-01 7.212482730509249818e-01 7.399363956805726783e-02 1.356648481466555811e-01 7.920556055364440518e-01 3.011634377934073736e-01 8.116310960421424525e-03 9.492770875473344194e-01 8.041962751398967768e-01 4.089723350323486439e-01
3.329631485462158699e-54 -3.965015478972907204e+02 7.137207655492426861e-01 8.375977867306622082e-01 4.576283002199957872e-01 5.234342279347271587e-01 2.624308112906184043e-01 1.654025883753201809e-01 9.789945595328235495e-01 6.112058062683625170e-01 5.142384081875084334e-02 7.124301277172075952e-01 1.592664557586034313e-01 2.311902663362589427e-01 2.985972889684952447e-01
3.364168156285293085e-54 -3.964887288022663370e+02 8.411573121649892348e-01 7.639827088692031642e-01 1.071196841243146070e-01 1.742045476920022207e-01 9.361023201306661878e-01 4.511015779479197185e-01 9.820270710437694062e-01 4.510546214983082169e-01 6.397531947042509604e-01 6.946417999923942821e-01 3.059766711020274199e-01 4.693991723086287093e-01 5.423890144075367292e-01
3.438548405788720672e-54 -3.964643601228655143e+02 7.185435438156865251e-01 8.329660040194266646e-01 4.133847895911721970e-01 7.560098837626283430e-01 2.709607749894197282e-01 1.173644440908948594e-01 1.395252878633141957e-01 6.095102255072931685e-01 2.969057859907844321e-01 5.882952519624073950e-01 8.640556396373377801e-02 7.037847744182303966e-01 7.175788442039165993e-02
