alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.478203385537578463e+00 9.106302425872829509e-02 1.881624007917694241e+00 1.145767433752877401e-01 2.359753934364121175e+00 1.098261136799299070e-01 5.821027150419253449e-01 1.491542204126285354e+00 2.882921879903017556e-02 1.060806574248392531e+00 7.616275091308017942e-01 1.653350180286856652e+00 1.342469530575632231e+00
1.335214029284652604e+00 2.028901432698289042e-01 2.617467658816652776e+00 2.646497199575518877e+00 5.516961948892447065e-01 1.000692416409089347e+00 1.162102433096088294e+00 1.972284000856637132e+00 1.300070999769958879e+00 1.702954089453162068e+00 2.812141022098865406e+00 2.426871893158647708e+00 2.761574468791572201e+00
1.351363278966265291e+00 6.770255707540638601e-02 3.099142289693060270e+00 2.171783201741088465e-01 1.712641120885824764e+00 4.422015452276302772e-01 2.277896630517200816e+00 5.281887617040799121e-01 1.527513379961129347e+00 1.369699380640064801e+00 3.226199028973410154e+00 2.629254016878054934e+00 3.054405706663399833e+00
1.377965322228761558e+00 1.107578823852402583e-01 1.409918641592317945e+00 1.455271974328670614e+00 2.393214070257602355e+00 2.981572528841477165e+00 4.109848310943050032e-01 6.633322159113370642e-01 2.454832837559250969e+00 3.255714839777835046e+00 4.962245839390092700e-02 7.741012182591457957e-01 3.054460818733870209e+00
1.410898028626360601e+00 1.107262028405479465e-01 6.836148751129936807e-01 3.360558303474062924e+00 2.361058333412546784e+00 1.528108330669105674e-01 1.371164004309096907e+00 9.763935207332968824e-02 3.016477389026335665e+00 1.945087183550274212e-01 2.857845973993017985e+00 1.490083060283123872e+00 1.512856480035820406e+00
1.545780365995745642e+00 7.709035351415487181e-02 2.101237768661015526e+00 2.763463045101940962e-01 4.005631300245451887e-01 1.696165747591882988e+00 1.282304269020349441e+00 1.836137125156111494e-01 1.200528766660625690e-01 2.114050858978103076e+00 2.616464021029749620e+00 2.582756148902621618e+00 2.017167130116080731e+00
1.488715658758403837e+00 1.226958977382945626e-01 2.616885594542584847e+00 7.539106804156952002e-01 5.952784996625664071e-01 1.356736185711322706e+00 3.305709250437514068e+00 2.339667116808934466e+00 3.317471330559478293e+00 3.044331750584202023e+00 2.767636204597592048e-02 1.786178413904292661e+00 1.046600260243209790e-01
1.362929893281138671e+00 1.083962392766307098e-01 1.507578333382004476e-01 2.593779872649671692e+00 2.190846338039938779e+00 3.050504555566347253e+00 6.388069458011914614e-01 2.445016775114462249e+00 8.239319185644146393e-02 1.112977014878238302e+00 1.257012717726841977e+00 2.325833849373981632e+00 8.015412562109117678e-01
1.584336299006695592e+00 6.982489855060590445e-02 1.599524940848754850e+00 1.055297906353750648e+00 2.629912527867034555e+00 1.839519975376472827e+00 1.821734200114140556e+00 7.198931429707146057e-01 2.988117725715673245e+00 1.957247782726109442e+00 6.961984862774427407e-01 2.394856348093122200e+00 1.536908362648613968e+00
1.436641112533985520e+00 1.850388116067079869e-01 1.445405066209735079e+00 1.768251298747594236e+00 2.509103722282853832e-01 2.931103945068428196e+00 2.888652751468923086e+00 2.180039891194162749e+00 2.779432846034196825e+00 1.813038539409610683e+00 3.313527823801328154e+00 1.842021217694536528e+00 1.029520635948837498e-01
1.406720039950327017e+00 1.258778450793857917e-01 1.412348852555924683e+00 2.678721810374761869e+00 1.200000203561897072e+00 2.923624489785150993e-01 1.730651044626984714e+00 6.027916736409780762e-01 3.516271464770625577e-01 2.832153056062007845e+00 2.469393262221991403e+00 2.424117172734371994e+00 3.050888682005563624e-01
1.192316780194063064e+00 1.061280479904193053e-01 2.554001062871122052e+00 1.861018433004149930e+00 1.486343506144495841e+00 1.083641868983505452e+00 2.308651794382138078e+00 2.716617617412324215e+00 1.240233119125444761e+00 7.249343885892173267e-01 7.095500221103178129e-01 6.337316108541950488e-01 2.060398667389328864e+00
1.359649307132055229e+00 1.355679028500257621e-01 1.241889940253559255e+00 1.444631397198465672e+00 2.555194445297832129e+00 8.239266047017633765e-01 3.032987728885153889e+00 2.797998238511866909e+00 2.183219281383380395e+00 2.303918071223535424e+00 1.825282275760117923e+00 1.885594129811332786e+00 2.067310417409435441e+00
1.438012580944435737e+00 1.419489925407929065e-01 2.662739013781520114e+00 4.759053043187849719e-01 1.536212045552044270e+00 8.773222423013828097e-02 1.015612022776581913e+00 1.094173225241298564e+00 1.884600341248412025e+00 1.112365770558902067e+00 2.675160395350498543e+00 2.132084795627748441e+00 9.732621330568874685e-01
1.331856513606058057e+00 3.649358163165965230e-02 1.473364257926364163e+00 1.518191844249699551e+00 1.439232510346547755e+00 2.833238931416473427e+00 5.241869957408332725e-01 1.438528333132146120e+00 3.151401439280175687e+00 1.748438615604815505e+00 1.052270371074801147e+00 7.630909465249839929e-01 2.179898119235777199e-01
1.461116023688725063e+00 1.907646990919207031e-01 3.202486738712088776e+00 2.672333807638855419e+00 1.698530320525414306e+00 3.146067123777887442e+00 2.579360109724623040e+00 3.352905114594746383e+00 2.191365731099960357e+00 1.400041783554850428e+00 9.069223118116950255e-01 2.604097541523835879e+00 5.743624246660400390e-01
1.351324622726060243e+00 2.004275769823279651e-01 2.951063733090371954e+00 1.100222086775306113e-01 2.842899856641664780e+00 3.239068679824990582e+00 8.059710491072140659e-01 3.255418260796385077e+00 2.382460042745195405e+00 9.830111656594267000e-01 1.466824690382235064e+00 2.613722764026142009e+00 2.618009406195507704e+00
1.653576731625126417e+00 5.650849927395280164e-02 3.302153567046429927e+00 6.731511341770060053e-01 3.028328263611358206e+00 8.494233989516076777e-01 3.273505168063774118e+00 1.901015898349288635e+00 2.599694575736350544e+00 9.238401745932470766e-01 1.247157814729692005e+00 2.819448401110152602e+00 1.175150413802596994e+00
1.457843565420171572e+00 1.480874175216449762e-01 9.873173001435485430e-02 2.475368253821164544e+00 1.875599034711482371e+00 7.205631130373262028e-02 4.387241930926278483e-02 1.927276957837791516e+00 3.107737432743356010e+00 3.306468515902164285e+00 2.448033610779237534e+00 3.375407484543330394e+00 1.942166418712016895e+00
1.513133965057605224e+00 1.102128096374694610e-01 3.146294749010385861e+00 1.008673946507694374e+00 2.991011263207756787e+00 7.995220224571033540e-01 3.104784441343647394e+00 2.402538187164307892e+00 1.457838794454631159e+00 3.380419061037649442e-01 3.832225043605044790e-01 9.266487243263589191e-01 2.088565913948811303e+00
1.278009613308678016e+00 1.165443451509288880e-01 5.852446496381457086e-01 7.650566961259114285e-01 3.677750436798548073e-01 4.437760155306505472e-01 2.046554211986540306e+00 1.169172289615669103e+00 3.999890842162437954e-01 1.700427515744163121e-01 2.841117640396646493e+00 1.945275056984566431e-01 8.754986546393255242e-01
1.375894147016627267e+00 1.160019903267461849e-01 3.352426877295032526e+00 1.631934427593183745e+00 2.450235081343191457e+00 3.994747490877798568e-01 8.866011350135186708e-01 2.940904334548302579e+00 1.900119784709525028e+00 2.162620491633076458e+00 2.318956652284103193e+00 7.984643466458106742e-01 3.026601605442810428e+00
1.286835932598225485e+00 1.777239234631456111e-01 8.381435050234519249e-03 2.092576869899343439e+00 8.046806401869142089e-01 1.843102614180448073e+00 1.976396119844020749e+00 1.807302296075623815e-01 1.085346440413918367e+00 3.164520356640314169e+00 1.869092186105975717e+00 3.402459639386314350e-01 9.718254688488247028e-01
1.174579997962566846e+00 1.601966975390758663e-01 2.483568213252117740e+00 9.286192641685695470e-01 3.135311097901724242e+00 2.372239642800858750e+00 8.730966745767786419e-01 2.644029614295178465e+00 2.127137545459514723e+00 1.387123235868572113e+00 1.116280827708810319e+00 8.613666640107656702e-01 1.847685555465275131e+00
1.431039862138435703e+00 1.209327584237644693e-01 1.416825978178650303e+00 2.869889052385558248e+00 4.165542982729322774e-01 2.117893378215744526e+00 8.307997532691457909e-01 1.701886907019406481e+00 7.056369675975133759e-01 8.450928941571148600e-01 9.260404907344138570e-01 2.990696501044971534e+00 3.354021394776202758e+00
1.324195756544945590e+00 1.313966008049472778e-01 2.414076960185598530e-01 1.186484905329622919e+00 2.579573566869600487e+00 1.547040900638158023e+00 2.601942136603930145e+00 9.892569606265582127e-01 3.302761225447934823e+00 1.225134661201212394e+00 2.239790456076746317e+00 1.247578050800965122e-01 3.246360138641906978e+00
1.236073754320482720e+00 1.293358952485670621e-01 3.217143999930688558e+00 1.793180677403281020e+00 4.810750715591625148e-01 6.443558801557967008e-01 1.375428415865019405e+00 2.981925525607296290e+00 2.860144139962549570e+00 8.503328822595028758e-01 3.276465828980692052e+00 1.354892080144287192e+00 6.917744429238317228e-01
1.556309214949807229e+00 1.300918520704774928e-01 1.289710791457425627e-02 1.263408054321318863e+00 1.612366096895436529e+00 1.087003387237419627e+00 5.218331736356632833e-01 9.576262371867148848e-02 2.003844890101211806e+00 1.383698823943370071e+00 1.810617910366550731e+00 1.545324602947502068e+00 3.262221690675958463e+00
1.367252102606569819e+00 1.652983599032978312e-01 1.476300556530580232e+00 8.774858944105409231e-01 3.208111085481987867e+00 1.545858559934787824e+00 1.368883197836888277e+00 2.693521144728989292e+00 1.626591709284245235e+00 1.551463541048621719e+00 3.372581587780879797e+00 4.198067712706139987e-01 1.628867088532567786e+00
1.467959883594847303e+00 1.275250323415698939e-01 1.389232765602912867e+00 2.478109324310907802e+00 8.965576841376587947e-01 2.592390200124436550e+00 3.003846047792630092e+00 1.842477862544015021e+00 2.188683007679011361e+00 2.922709328318126243e+00 2.608146456413292791e-01 8.941054901277847300e-01 2.628465249326827013e+00
1.300468121690197876e+00 8.734554625903941105e-02 2.341568648603352454e+00 2.120358628368847587e+00 2.211352843757012632e-01 1.957085347024724920e+00 2.901723050256518555e+00 2.955271370568893108e+00 2.145677801682755736e-01 3.087676393563026700e+00 2.069666781576549486e+00 1.030218098841053642e+00 1.962535908518186822e+00
1.560545757398809963e+00 1.994495823049068917e-01 1.716740855225551421e+00 2.671317938880217291e+00 2.762905226686805271e+00 1.517920907258236918e+00 1.276482280717237350e+00 2.467373859221985377e+00 2.763473023531239470e+00 4.898626435897752707e-01 1.789216594345681699e-01 1.163473881105546726e+00 5.767840242799305850e-01
1.500247069296484437e+00 1.103053053153428831e-01 2.066490184774486760e+00 4.302062174908027892e-01 2.436164585684403416e+00 2.468589261825075098e+00 3.139663918611452331e+00 1.536755929292111134e+00 2.568410363045865896e+00 1.198564701204334559e+00 2.821670884084111375e+00 2.526643282091284970e+00 2.669856552654592541e+00
1.386218638005663362e+00 8.509744108113204142e-02 3.127131337959052182e+00 2.977977431730999491e+00 2.718351314149610953e+00 1.637017497381384912e+00 2.978030604347542187e+00 1.879741772248008980e+00 5.278196099471208491e-01 2.329085405132067077e+00 1.700933939202591949e+00 2.738645981806805629e+00 2.178470428247089932e-02
1.572046011715251490e+00 2.340055482180947444e-01 2.620210245930831405e+00 2.065684758078011996e+00 2.646922168435411393e+00 2.246795455806523678e-01 2.958729578142702543e+00 1.146429006667852857e+00 2.065755172692107955e+00 1.598197644215760604e+00 8.072490514993667654e-01 1.524518236421598338e+00 1.524779804446673381e+00
1.286417389945350376e+00 1.379676704438836665e-01 1.464554282859288570e+00 5.102763221873155564e-01 7.886207714168529392e-01 2.978997578668060586e-01 2.207622013562899443e+00 1.988323766129992398e+00 2.490527223988302286e+00 3.181083165318272510e+00 5.039944865550639586e-01 2.511791396440266944e+00 2.804109512467882315e+00
1.319538587152367715e+00 5.157883221419488212e-02 1.438362312142472232e+00 3.185531677231226322e+00 2.744404590239239994e-01 2.744511614909859620e+00 1.114262441713034013e+00 1.248642707017657116e+00 8.156656092137981595e-01 1.226419696511944046e+00 4.552997010177562975e-01 1.125549308364134360e+00 2.440441908619264133e-01
1.393102718237595017e+00 1.050431266457435286e-01 7.826144434370475855e-02 3.381166292440918042e-01 1.838174480492085427e+00 3.392328755962658260e+00 3.331864668025499299e+00 2.032087100076114705e+00 2.939633223636936243e+00 1.349402367562808402e+00 2.406542435488366216e+00 9.615178057084854402e-01 2.464956770029643973e+00
1.377024405521810158e+00 2.057916138845255205e-01 3.188191981946949305e+00 2.627457720171517241e+00 7.486570119585741478e-01 1.117988415464234997e+00 9.743802070118758041e-02 1.582730792408868714e+00 3.198194837347180908e+00 2.363057804251776250e+00 2.985588668571808491e+00 3.168061557495718716e+00 1.807637308986234315e+00
1.526614430070476924e+00 9.874906185764155409e-02 3.322718618394333578e+00 3.204472179930357711e+00 2.294344744447485984e-01 3.278095719611855863e+00 3.251293838941310188e+00 1.933407702836754893e+00 1.677186343877460128e+00 2.190424448650095113e-01 2.189227394338674859e+00 1.971797674065941752e+00 2.629245270301917792e+00
1.562371573196426056e+00 8.064537592586887293e-02 1.841480196215354415e+00 3.183680636394165209e+00 3.592546013183282594e-01 1.032364578424594725e+00 2.462132171162615180e+00 2.410683377610700617e+00 2.329359018811410387e+00 2.697768476664391901e+00 2.970166376494167260e+00 3.878001396999185557e-01 1.028724537719063248e+00
1.341607877347297917e+00 1.331930073967780848e-01 3.299865101414855673e+00 2.894145909922495985e+00 3.217424390159576930e+00 1.198404801874238396e-01 2.494266689168123941e-01 1.994059323221943014e+00 4.816150611853878966e-02 1.669778572700780561e+00 6.781053025874099749e-01 2.447185177608779849e+00 1.502672582730232520e+00
1.175730578311239727e+00 1.656214468861609002e-01 1.940021210878207558e+00 1.441170119241752534e-02 2.367697010564852711e+00 4.858448091616831416e-02 2.426893104151185698e-01 2.564427593933636285e+00 1.154225879129826271e-01 1.872511472447858205e+00 2.111165790978801304e+00 1.015468925821007451e+00 5.293325788947755850e-01
1.487714378690916384e+00 9.538227393789024122e-02 1.479243592153974163e+00 2.857818321017540075e+00 2.149610678674384712e+00 2.096949931533906852e+00 7.421003768229570419e-01 2.901356109361899804e+00 2.482234404665311922e-01 1.521981397347616394e+00 7.486103399388895907e-01 2.685071871399866694e+00 1.829525490888677997e+00
1.288027715104755222e+00 8.567157249433181299e-02 1.785004499673513045e+00 8.946009915111324817e-01 1.490355003944956014e+00 2.808994182968976627e+00 1.438277245078805944e+00 1.062060472169567449e+00 2.803978622108915353e+00 1.879904053076951742e+00 1.537389051728349942e+00 9.554541969797377687e-01 6.788170602841472334e-01
1.347052615474451098e+00 1.271999762369136755e-01 2.839445723982019221e+00 8.884960857019603697e-01 1.163144166905951460e+00 3.002811179906299532e+00 2.596123102093276458e+00 1.060455617271090611e+00 2.934304956386349250e+00 2.642753199577648981e+00 1.759359007129932539e-01 1.417422269900032727e+00 7.438873657637924408e-01
1.499694797681385694e+00 6.819265754360280540e-02 2.668125873348496935e+00 3.377440262289419515e-01 1.221005755130595727e+00 3.259790717064882326e+00 8.917105876074126192e-01 1.743280154762923306e+00 1.534320740775909631e+00 1.444389630468620345e+00 3.210214539705406267e+00 3.593358381384438860e-01 2.798106629311160276e+00
1.541139941017753534e+00 1.160523258509932043e-01 1.562689462184535305e+00 8.442648643222009364e-01 1.573272692410767171e+00 5.935710563236815673e-01 2.685333959063498810e+00 2.715092427798359243e+00 1.291672514980986008e+00 1.342595807214488346e+00 3.193091647290978941e+00 7.302220699882023824e-01 3.294469851264706151e+00
1.172450585614492669e+00 1.236233424269583547e-01 7.301047944825003189e-01 2.590287988431150268e-02 3.233695948459951897e+00 4.568591014582379373e-01 3.150716016496669436e+00 1.791253138648496446e+00 3.055054891522025251e+00 6.894181041036011592e-01 2.500198722834720666e+00 3.094001654019403524e+00 1.610685776045057915e+00
1.311334920889347666e+00 1.110672352732296614e-01 3.058468894612135891e+00 1.618283568704977027e+00 5.227382460188220170e-01 3.133803939668857286e+00 1.444870142902767718e+00 3.246920756355641924e+00 1.363492304981809511e+00 7.514198406016833198e-01 2.145700939581748123e+00 1.569633767789395451e+00 2.148280244056136379e+00
1.294156586352666061e+00 1.178733591037278844e-01 2.651627200822043839e+00 1.694325900778544725e+00 2.173689794212136928e+00 2.141685748392559152e-01 1.518972909898545165e+00 2.091977803801574609e-01 2.485279760515253678e+00 2.284756836315475326e+00 7.809843027843436092e-01 5.136495665918036080e-01 1.398568138847071651e+00
1.272047260178901462e+00 1.419831885984452202e-01 2.665453310738823411e+00 6.610475820228338684e-01 1.382588025960212352e+00 2.946833870110635800e+00 3.365915402408663049e+00 2.566113965450330436e+00 3.296082037839051182e+00 1.781451992990320532e+00 8.529461165376014398e-01 2.899753603344166653e+00 1.176232047301503547e+00
1.312779991289758197e+00 1.273667047722671641e-01 2.155052937284850589e+00 1.191787434086037933e+00 1.247645134792787491e+00 2.079826679685405910e+00 2.353827726976195134e+00 1.541385020482656021e+00 1.096315663248520256e+00 1.452588039681626531e-01 6.113449941114981190e-01 3.337908465277752867e+00 8.302723030799600279e-01
1.241934623361371948e+00 1.978974294026435432e-01 1.739050437546736383e+00 2.623914492052684455e+00 2.611130571981913118e+00 5.916504680534599991e-01 1.161178959833725211e+00 2.802035939165233192e+00 2.446010012091756280e+00 9.860333522874923373e-01 1.966513572346052063e+00 5.610955967875236317e-01 5.733067391560001669e-01
1.256944926034785137e+00 1.488386652408779376e-01 2.932297148177706703e+00 2.303662037709833132e+00 1.508969449390875406e+00 1.787874303922983632e+00 2.399066751307450396e+00 1.006964922212666425e+00 2.452048009348019308e-01 3.123630330731704152e+00 3.132031000562524259e+00 2.374513251364593014e+00 4.748049910857561340e-01
1.256230487493540826e+00 1.761404955978013998e-01 2.588835403317094386e+00 1.163068479308075220e+00 2.615758430001564161e+00 9.132315337966401270e-01 9.699866458619597065e-01 1.368340778074940423e-01 3.173170889042653986e+00 2.695271631395186773e+00 2.497270747964346338e-01 3.109218727760027168e+00 1.239455544651821173e+00
1.229341574341465959e+00 1.105286171641549076e-01 1.982310754410111509e+00 2.903667305627282702e-01 1.805863737503766053e+00 2.843992385467056572e+00 1.727327165678445853e-01 3.288676401356144474e+00 3.346063334636399489e+00 2.857208476061965818e+00 2.030700776758123549e+00 1.220881174781889983e-01 1.235134780837356949e+00
1.334070386649890416e+00 1.747045374497394610e-01 1.507228373680157496e+00 2.193882325871701511e+00 1.233199937589235962e+00 1.136431689879748408e+00 2.535646786332784508e+00 5.910622113847652237e-01 2.650073392568416342e+00 2.399535015829723505e+00 3.307506569716296418e+00 5.303367876984577123e-01 9.092563294409712338e-01
1.567874443907396609e+00 1.579185488776037039e-01 2.230654328172749334e+00 1.661305763732524587e+00 1.559903436715037684e-03 3.088984883775425683e+00 4.287612158101395954e-01 8.694644376473583680e-01 2.626297977142983076e+00 1.918551899895398760e+00 2.430261764072094266e+00 2.901335729703553135e+00 6.182301031572622341e-01
1.460603587139796655e+00 1.339203199278644618e-01 3.008565222634761671e+00 2.656760892494427484e+00 3.340786158395484318e+00 1.203130995049457974e+00 1.008021793444926519e-02 3.194557604778639259e+00 1.119674742012501722e+00 7.936562303953628161e-01 6.402951671015064683e-01 1.681818744958484046e+00 2.234848966996020092e+00
1.170559037460681351e+00 2.101023979831135036e-01 8.758097673072630096e-01 1.180216344026942393e-01 4.573499608811081862e-01 1.895083804409422479e+00 2.663792769498957158e-01 1.167133977875405293e+00 2.130759296212142662e+00 6.686721117333187525e-01 6.418209749467864711e-01 1.814951869370542648e+00 2.396268804008651276e+00
1.320522055250185511e+00 1.313293154990741174e-01 2.960465170752252462e+00 2.929341416800696152e+00 1.986002077334930283e+00 1.726066540362443114e+00 5.211769713429141859e-01 1.483115835307239117e+00 2.274433127734983628e+00 2.640564774328148179e+00 9.103232213243711568e-01 3.313552703673664723e+00 2.144370260845949727e-01
1.370322154652767743e+00 1.350431080068617840e-01 2.884179213108243989e+00 2.397531789217386855e+00 2.536247930346743562e+00 3.223816488514602341e+00 6.389911711924760596e-01 3.310252666020465195e+00 2.189519807453895073e+00 3.422819546115435929e-01 1.105679945426099708e+00 1.572870049758184230e+00 9.411873072876896645e-03
1.356011972646526953e+00 1.557983822213764025e-01 3.227545185697510366e+00 8.626793995005831439e-01 2.963932827032672579e-02 1.780901643375323529e+00 3.279911241594869464e-01 2.124211574918267953e+00 2.716326296068792168e+00 5.098460799836895818e-01 5.719261636833282703e-01 2.776798854753095736e+00 2.620657144065788646e+00
1.346763417593471512e+00 1.350261778053100381e-01 2.178977272054521741e+00 1.425345001468636408e+00 2.408138827409938454e+00 1.513231764329034501e+00 8.529873968955449526e-02 4.189627820466904629e-01 1.948348114460126679e+00 2.795752661060174393e+00 4.050364205194327272e-01 1.327632062103937027e+00 2.726536689526761315e+00
1.271720456770596863e+00 8.693353356737516802e-02 8.606893111495660387e-01 3.051251339427119458e+00 8.008822452158470551e-01 2.533996859217379605e+00 1.640360250664758990e+00 3.327651761976808231e+00 3.041062933282276948e+00 2.054930261005872172e+00 2.466162938565661822e+00 2.671068763525681344e+00 1.292695963643234469e+00
1.362145840982109002e+00 1.132069469784564020e-01 2.315418145068822486e+00 1.488538005587203283e+00 7.412550547214013640e-04 2.868504787752913732e+00 4.329916249251537508e-01 1.981435771689737280e+00 3.013910910850847280e+00 1.188551061304329304e-01 1.433551263173753254e+00 6.381865170975564716e-01 2.976028532665084381e+00
1.285857813887333112e+00 1.084961405648895844e-01 9.819010926906882597e-01 8.354042359666223883e-01 8.886889616071514952e-01 1.287878008604460112e+00 8.673476178394284863e-01 2.347233572055054118e+00 2.469859612315377984e+00 1.733539406063207000e+00 2.203127878552583852e+00 2.381073272184189016e-01 1.462960610351466739e+00
1.146830320972006323e+00 1.436977103964609814e-01 5.824247046632603508e-01 2.320112335308412987e+00 1.926263624329038082e+00 1.236921176392619559e+00 1.188743901397853575e+00 1.494056563588124220e-01 3.212315290627395292e+00 2.801151062116746804e+00 4.934738562354016311e-01 1.875788007465633678e+00 1.107357105663727248e+00
1.556861120665303355e+00 1.132895830197163806e-01 3.306839456004171840e+00 1.348307962918594338e+00 4.570531020183862259e-01 7.407184722191595405e-01 6.759475604738319765e-01 8.690299531917548004e-01 1.816620337479203817e+00 3.008265651246186057e+00 1.684880643496647012e+00 2.130320247904677888e+00 2.721448129285265694e+00
1.291317004600848861e+00 1.597922897719275814e-01 3.106029775908088819e+00 1.112488337263679572e+00 2.521336493900680154e+00 2.890803524533941626e+00 2.505452547431885613e+00 3.390999089159999480e-01 2.636137104508409212e-01 1.688287743958047926e+00 3.275056453912145393e+00 1.883809951049741027e+00 9.385158019936052920e-01
1.455358732623804885e+00 4.898212560646686420e-02 1.167351708295016222e+00 2.881484768522359907e+00 1.620281391647594438e+00 4.061401677959785572e-01 1.300946081552857514e+00 1.238131684709759206e+00 2.327614011080661793e+00 7.365489461520732251e-01 3.013715346336313328e+00 3.313085963065180106e+00 3.137460598545313228e+00
1.653576731625126417e+00 5.650849927395280164e-02 3.302153567046429927e+00 6.731511341770060053e-01 3.028328263611358206e+00 8.494233989516076777e-01 3.273505168063774118e+00 1.901015898349288635e+00 2.599694575736350544e+00 9.238401745932470766e-01 1.247157814729692005e+00 2.819448401110152602e+00 1.175150413802596994e+00
1.396637762160512830e+00 8.985495770177547026e-02 2.977809743382388574e-01 1.662417778022518666e+00 2.628241614511413804e+00 3.174985965885098071e+00 2.320833411605359498e+00 9.868719722385008719e-01 1.920064563923655765e+00 3.349407933254904823e-01 1.753945612336392346e+00 9.257469511061195977e-01 9.872555716915939472e-01
1.340896358975857572e+00 2.339877613579735283e-01 8.126518286234075683e-01 6.299530718589627099e-02 3.453093056639974234e-01 2.843254392677759590e+00 2.134448865201097334e+00 3.002809670047896784e+00 3.222514887137573059e+00 6.777404504483260927e-01 1.576799324957985693e+00 1.755664182627322489e+00 1.560070781918083904e+00
1.541651332561271737e+00 1.318510437857419448e-01 3.061469048685829808e+00 8.024108340517429605e-01 3.935576994099254100e-01 2.111064823532832424e+00 2.522921625871518359e+00 2.463942336702179770e+00 1.516534209298040281e+00 4.410410987116720194e-01 1.810674693225541310e+00 3.320531116306227215e+00 1.988952397118817217e+00
1.765125768612213708e+00 6.413559013437242218e-02 1.538884180750255570e+00 2.971294587813738008e+00 1.367280065883951901e+00 3.258153235951870563e+00 3.083880136652505488e+00 8.853352801075519141e-01 1.422520048286379346e+00 1.385842012627027664e+00 1.433463922747765240e-01 9.384293159711466492e-01 1.277694995172325709e-01
1.368782991526210191e+00 9.050935849923337495e-02 3.191279695018718332e+00 2.513483673655206196e+00 1.878753510489040712e+00 2.054169465339723111e+00 5.241935628952035936e-02 6.248662289766030442e-01 9.554099018636598162e-01 2.755922434135289478e+00 1.016596061872810486e+00 2.683427968138853981e+00 3.233690945731813482e+00
1.548913881250299829e+00 1.350805490359401340e-01 3.102040599164553214e+00 1.503923534971434606e+00 1.760207680325403645e+00 1.620097113341902872e+00 2.063290908545604818e+00 2.404572058527850498e+00 2.969460077507548451e-02 7.774969214241196358e-01 2.097929381422246886e-01 2.027043332765889883e+00 1.148210047279802498e-01
1.026833384992755782e+00 1.770733853344111097e-01 1.546112956372462710e+00 2.043329791479594704e+00 1.456596905935155228e-01 2.585270642273236330e+00 3.082978536844067641e+00 2.118042312823404494e+00 1.503186030968606257e+00 2.491798697418548425e+00 3.014235045754104281e+00 2.773885541083231487e+00 3.193515487209292125e+00
1.436471230056747705e+00 1.311321835659657875e-01 1.510500640944894668e+00 3.053526639846273483e+00 2.120043494330863698e+00 2.465011584226428187e+00 2.595669992935988102e+00 3.225647772520309431e+00 2.753079429600478800e+00 5.206896258430719904e-01 7.526826346817078184e-01 3.345475525236643044e+00 2.736274276067118816e+00
1.489438415129410886e+00 1.232835388565242801e-01 3.386439046108371986e+00 8.533903086899274903e-01 1.443508424565154602e+00 1.333621736958404025e+00 2.848480092071844272e+00 2.979346427909363992e+00 9.193817869397101772e-01 1.350428126962743391e+00 1.865973215093132964e-01 1.517711512010361918e+00 1.937918131740016703e+00
1.295456116144336534e+00 1.545724372133636393e-01 6.291693373925875132e-01 1.864486929831254525e+00 2.065355809554266120e+00 1.243940699723222965e+00 1.206429574880166333e+00 1.050752647015987584e+00 2.606170301582486637e+00 1.823131947598206626e+00 2.194552090594200866e+00 1.494811211615524549e+00 1.200047481843785180e+00
1.545780365995745642e+00 7.709035351415487181e-02 2.101237768661015526e+00 2.763463045101940962e-01 4.005631300245451887e-01 1.696165747591882988e+00 1.282304269020349441e+00 1.836137125156111494e-01 1.200528766660625690e-01 2.114050858978103076e+00 2.616464021029749620e+00 2.582756148902621618e+00 2.017167130116080731e+00
1.597841241036966453e+00 1.219344516109781146e-01 2.888860768540356894e+00 8.098726853123908720e-01 3.238995271077977467e+00 2.691169877046336811e+00 2.021016737743575042e+00 2.974070553991475574e+00 2.613071470606414870e+00 2.931876957073987988e+00 1.537871804953735655e+00 2.108390267049112587e+00 2.737840035967120222e+00
1.281072528139391542e+00 8.772383170704591004e-02 2.630903055897867215e+00 2.329776703783139169e+00 2.342014256128863714e+00 2.380495174478097553e+00 2.752984040104599739e+00 1.755740835103157593e+00 2.279172336719597514e+00 3.396114818501239085e+00 8.615338431826119470e-01 1.697752520759238548e+00 3.161708308501255615e+00
1.241777954511151361e+00 1.952159601582168780e-01 1.461001632672779049e+00 1.501533835045472998e+00 9.199128771527216308e-01 6.361296155767460769e-01 8.614435854536065529e-01 2.154733461902502256e+00 1.891104629814235993e+00 2.698509221734811891e+00 2.766400724531270061e+00 2.881231571204004638e+00 2.579567375189260936e+00
1.292308956247862906e+00 1.352309619219029813e-01 2.548357723881558012e-01 2.099005394922889955e+00 1.822717063016286998e+00 1.373451213706698981e-01 2.575320763327925366e+00 2.839070999813181118e+00 3.305957328381963212e+00 9.482993850825830462e-01 1.884334907000467130e+00 1.497227050983498620e+00 2.531447468925127620e+00
1.448134214503390860e+00 1.207446780905555017e-01 3.030662521917966590e+00 3.319592025098295984e+00 1.808485940289212168e+00 2.283226319597970733e+00 5.964997548481476564e-01 3.286316409858757837e+00 1.865509933302653967e-01 2.731396041107514439e-01 6.138895061250738694e-01 9.190651749568526929e-01 3.315497906195586264e+00
