weight logl alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
7.871519083659002970e-55 -3.980087435572580148e+02 2.296380016870827490e+00 3.207272299535871785e+00 1.938824597890244750e+00 2.248553857488760244e+00 2.353050685672589459e+00 4.039404725654065220e-02 3.176320066012267240e+00 2.202565856347320050e+00 1.501230332981448923e+00 1.293243684702156227e+00 2.983519156885574564e+00 1.402748932857088571e+00 3.926718999519966391e-01
7.977060753633020381e-55 -3.979929246061265076e+02 2.349155958811385059e+00 3.169286322530718625e+00 9.451969600697343044e-01 7.719462089825170070e-02 3.132977452061873613e+00 1.527509564290698396e+00 1.425513536574247286e+00 2.364209259501586669e+00 1.266694882895285090e+00 1.412747842187485947e+00 1.094226668367795474e+00 2.736265210474388976e+00 1.427691639218272579e+00
8.014948255874780906e-55 -3.979856862929970589e+02 2.140630099281570331e+00 3.306083181272414517e+00 2.653042136744374169e+00 8.927881232511343246e-01 2.888091959226711580e+00 1.881982630870577378e+00 3.222295171919341339e+00 3.132427662509817412e-01 2.779628189874652211e+00 2.490043478511247521e+00 2.637991438813896306e+00 9.352496264209665400e-01 2.468034954490403443e+00
8.329205121392840312e-55 -3.979447265951035888e+02 2.079614134060016717e+00 3.338287170804441484e+00 3.143924578986355467e+00 1.945603661388689787e+00 7.987633560602938054e-01 8.365398983086304030e-01 8.597319702180349354e-01 2.498258443595516631e+00 1.484407464128692178e+00 2.332877755350447835e+00 1.947285832255722937e+00 2.696768393533899744e+00 1.649116587718156612e+00
8.753831721003897010e-55 -3.978925031076405503e+02 3.066402681738833902e+00 2.717591667713471715e+00 2.162750727350401803e-01 8.868497096473929586e-01 4.747893926711939661e-01 1.902523844770168449e+00 3.105894498556001082e+00 2.278094848766928138e+00 2.293895328339699002e+00 3.157791198517736930e+00 3.269499530033392887e+00 2.359429446198280989e+00 2.172958402965721181e+00
9.420975794027259618e-55 -3.978165559524271089e+02 2.270901661204908439e+00 3.183717742857638644e+00 2.098469436372798758e-01 1.033285535220280993e+00 2.073167786225854403e+00 3.377834920976119815e+00 1.742794250300967684e+00 2.488095615659741799e+00 4.948472381812543675e-01 1.315156060809710592e+00 6.707322409938559771e-01 7.833557084121777203e-01 1.422210552324336241e+00
1.089906160101088806e-54 -3.976683179292483032e+02 3.277839801271798414e+00 2.565926651105946199e+00 1.973318061939086376e-01 9.236391898993091543e-01 1.916313598402809681e+00 1.174752647130560934e+00 1.466239028064826311e+00 1.639259487158251927e-01 1.706365106749502258e+00 3.286344320015325504e+00 2.891576798197198261e+00 1.919324710085471120e+00 3.285630462185628264e+00
1.117748782360539144e-54 -3.976405928833680719e+02 3.861999180317074454e-01 2.930457040764010923e+00 3.342533044806639708e+00 1.143082830693689544e+00 2.466159084590787920e+00 2.323262898149207167e+00 5.361003911156804191e-01 9.972716108187347495e-02 3.328669618684183540e+00 1.737096275695796666e-01 2.245629999859166670e+00 9.228402857424049532e-01 1.777331669329510200e-01
1.212301171049117196e-54 -3.975568891823898525e+02 1.909553512048197899e+00 3.370345066559807368e+00 1.366257475663012144e+00 2.586934597000917879e+00 1.199786399529892522e+00 2.924636028291154322e+00 1.302473765870060918e+00 1.491320771404597290e+00 3.319033161000089382e+00 1.915801645991495272e+00 3.134669483573213622e+00 3.301630993202211428e+00 5.784438238138948085e-01
1.315609721139450667e-54 -3.974726093056973468e+02 3.038781907961351170e+00 2.657711992751011110e+00 1.693393527533071152e+00 1.086916800562939045e+00 3.196466609232614164e+00 9.024406348795680488e-01 1.420807304100566659e+00 1.604388895137261128e+00 3.347301915237074876e+00 3.164952174288851339e+00 6.515310399710102507e-01 2.956850147119799987e-01 1.516503878142053674e-01
1.358095061964409844e-54 -3.974383265019997680e+02 3.183116213967775110e+00 2.575616060275782715e+00 4.323395227901925125e-02 4.568124853895935700e-01 5.871571171888007035e-01 5.542384286454227205e-01 1.052257704426518892e+00 3.267801598903147947e-02 3.086485825260860238e+00 1.724971797035095733e+00 7.364284300845507225e-01 3.074859867661308588e+00 3.338158047303659171e+00
1.436575199734568117e-54 -3.973796475827900849e+02 2.203543335755897004e-01 1.479864229848929513e+00 3.072172333647588793e+00 1.883937455989823873e+00 2.396225388000396972e+00 3.303270949989138394e+00 2.078707915266233552e+00 2.448342801604326713e+00 1.734453272142550961e+00 3.296609399876855750e+00 6.742231331053397669e-01 1.521156847181492910e+00 1.122681257388488341e+00
1.616500461923656340e-54 -3.972591459261940940e+02 2.675655712720112156e+00 2.825676841860562671e+00 2.084275494795116312e+00 1.447296510761532762e+00 1.544201716581224293e+00 8.002850605499637338e-01 1.633825968197851974e+00 2.217739734350470560e+00 2.272352014219103822e+00 1.795737368378773846e+00 2.328449751852819549e+00 2.951828730626139485e+00 2.253161470331642047e+00
1.924866568367030247e-54 -3.970820528799295062e+02 1.763831700563744720e+00 3.371272162494167279e+00 2.431687383131261981e+00 2.975196447256038379e+00 2.355404282723764453e+00 1.697169142179391965e+00 2.240075104442545317e+00 6.312182747216581458e-01 1.738384879050150156e+00 5.343085591478125007e-01 1.050467502913756679e+00 2.673422188403502542e-01 1.071300297185503458e+00
1.973528401217348348e-54 -3.970545865228223192e+02 2.581649317277384448e+00 2.846056782102045268e+00 1.622991305368669757e+00 2.429631072049937224e+00 1.966888187889163531e+00 2.543326752564565307e+00 2.780766199632175084e+00 2.532235834723517431e+00 3.334404091783413904e+00 1.975439690463692388e+00 1.637732942259651214e-01 6.025267929827851088e-01 1.708333952452424642e-01
2.015373744179220883e-54 -3.970311048709514239e+02 4.879671187672745547e-01 3.234831981219496555e+00 2.825559956175267562e+00 9.366834302404642987e-01 5.500423480816845068e-01 9.216284372065673969e-01 8.400474053037392252e-01 1.618783776034851352e+00 1.934771756177016799e+00 7.697435239266134932e-01 1.851140908815706920e+00 2.179509692041622149e+00 1.105152359621091707e+00
2.052087194534011954e-54 -3.970105521112641327e+02 3.158603183716960139e+00 2.519449439620105036e+00 2.670350618459452097e+00 1.300019176714020119e+00 9.679173230749097412e-01 6.205224735329631924e-01 1.767841405534297694e+00 2.342704446842736488e+00 5.396946359420830008e-01 2.358515576607423725e+00 2.689500518229400505e+00 1.411511644297231971e+00 1.345479542592156186e+00
2.144455252916381134e-54 -3.969640239713508549e+02 3.328323097175172940e+00 2.427882775254068815e+00 1.637681827902154108e+00 3.650281943632003312e-01 8.883299107995549226e-01 3.110794725984523890e+00 1.569893555157225729e+00 2.590543817373125446e+00 9.058541181771233575e-01 2.885303847362545415e+00 3.211856356737464946e+00 1.099664288021187541e+00 2.114585985329271889e+00
2.164510906550226623e-54 -3.969522151034144031e+02 3.051074676755826331e+00 2.566060709299947451e+00 8.221167843796514108e-01 3.314863310629304394e+00 3.201230030835751528e+00 3.284761929856390150e+00 3.210305891247462462e+00 1.457383218244890644e-01 1.948272903817195867e-01 9.781798669387198331e-02 2.176024802621933762e+00 1.413425482397544286e+00 2.852644514203463544e+00
2.277170325564039731e-54 -3.968989759432295727e+02 3.475515008567998665e-01 2.585991695185501094e+00 2.233941750987958663e+00 3.103449708486760272e+00 2.858378710759735153e+00 1.508020454622939877e+00 1.635620981766049864e+00 2.803360510666833560e-01 2.527171924695112981e+00 2.577648825759845663e-01 2.469650352957597050e+00 1.936593376429911695e+00 1.314633640589213170e+00
2.579816741213713725e-54 -3.967716911642594368e+02 3.791942741623396951e-01 2.749310308943727410e+00 1.647026095685496960e+00 2.370552971137184439e+00 1.555833319617682342e+00 2.888319630903176893e+00 2.668287273172817553e+00 2.656642495669069071e+00 2.619451244383883992e+00 2.828696595563556238e-01 3.098019215502324730e+00 1.654761938522236520e+00 1.470571423986493986e+00
2.735524992770101001e-54 -3.967105861591987832e+02 2.193687836235048039e+00 3.026269336890080375e+00 2.045000277428457025e+00 5.581530231202359582e-01 8.703826403617427321e-01 1.217072985108281102e+00 2.471916876714491007e+00 1.725659072316173548e+00 1.648491312823743948e+00 2.853804311115291981e+00 3.355745579585577065e+00 3.629870144933087794e-01 2.180663041297020932e+00
2.975557177576084777e-54 -3.966239782220910115e+02 3.127293377955087106e+00 2.477266842990582862e+00 1.375826908001970050e+00 1.224566814095124911e+00 3.284229005944721447e+00 7.615493770307721899e-01 2.968254583321371598e+00 1.286229876872460487e+00 2.179139830512124121e+00 1.933678428096310853e+00 1.809722806691264729e+00 3.254526810893252353e+00 3.084288652004994802e+00
3.010135230661034799e-54 -3.966099245252513583e+02 3.270121335390227646e+00 2.404414519819709550e+00 1.726908612805869492e+00 2.118781439915101039e+00 8.683719081989003108e-01 2.796095011741462244e+00 2.473764049006199617e-02 1.031265214060254287e+00 1.157408209501202601e+00 8.185803887968600145e-01 2.112842946729183158e+00 8.778710700237971620e-01 2.987003748074749776e+00
3.177429711220193709e-54 -3.965533369270764865e+02 3.265404800680399067e+00 2.398681690427255209e+00 2.323940197977459654e+00 3.267028776212114849e+00 3.218637261668787719e+00 9.320069586165287134e-01 1.034316164609478728e+00 1.807886625874644437e+00 9.983871663107467542e-01 1.966215067861065036e+00 1.773376022169658173e+00 3.046538761617982871e+00 2.082620281146374097e+00
3.202056598046579385e-54 -3.965431162398724041e+02 3.034090540486583887e+00 2.513211091045729262e+00 2.553198682589115531e+00 3.105962824551331547e+00 2.452244128373144871e+00 2.515783745313946995e-01 4.612604836986289869e-01 2.692989058823909598e+00 1.023955688497585115e+00 2.759545726543284269e-02 3.227542097660936804e+00 2.734267335475649041e+00 1.390505939109985434e+00
3.329631485462158699e-54 -3.965015478972907204e+02 2.426650602867425288e+00 2.847832474884251397e+00 1.555936220747985654e+00 1.779676374978072184e+00 8.922647583881025968e-01 5.623688004760886150e-01 3.328581502411600113e+00 2.078099741312432691e+00 1.748410587837528618e-01 2.422262434238505957e+00 5.415059495792516886e-01 7.860469055432803831e-01 1.015230782492883899e+00
3.364168156285293085e-54 -3.964887288022663370e+02 2.859934861360963421e+00 2.597541210155290603e+00 3.642069260226696303e-01 5.922954621528074837e-01 3.182747888444264817e+00 1.533745365022926910e+00 3.338892041548815914e+00 1.533585713094247849e+00 2.175160861994453132e+00 2.361782119974140670e+00 1.040320681746893294e+00 1.595957185849337545e+00 1.844122648985624835e+00
3.438548405788720672e-54 -3.964643601228655143e+02 2.443048048973333941e+00 2.832084413666050793e+00 1.405508284609985337e+00 2.570433604792936144e+00 9.212666349640270536e-01 3.990391099090425109e-01 4.743859787352682766e-01 2.072334766724796662e+00 1.009479672368666980e+00 2.000203856672185143e+00 2.937789174766948230e-01 2.392868233021983482e+00 2.439768070293316382e-01
