weight logl alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.603142061887294751e-11 -2.955087850391759048e+02 2.039334974775916187e+00 3.046656951568545990e-01 1.944031798768294239e+00 6.028283863617523997e-01 1.305521152188158895e+00 1.832974877262751212e+00 2.796843106764314246e+00 3.132631645654277985e-01 3.373580043462124145e+00 2.417132847947082386e+00 3.389224496199768399e+00 1.270281106975277963e+00 3.122077074339335567e+00
1.753747012414746200e-11 -2.954164958824969744e+02 1.978937663178592432e+00 3.214629423363892791e-01 1.758344543441670460e+00 2.254009067932365162e-01 1.029480938780226840e+00 1.648576287799047524e+00 3.565218598099547109e-01 3.386925009169402312e+00 4.181995458251211439e-01 2.992479588002476820e+00 3.869647142273047180e-01 2.220771697272017509e+00 1.743311324035520471e+00
2.093760519613209511e-11 -2.952367887905174371e+02 9.131353444898241412e-01 2.236954025158865988e-02 3.357446405842209547e+00 1.576305504218194820e+00 1.888447847314065342e+00 4.933279818991997412e-01 8.905843389795725651e-01 3.009507415931176322e-01 1.917751919461304411e+00 2.258532794984670300e+00 3.377010282182919099e+00 2.584506486143447468e+00 1.979258360572005104e+00
2.250294824079792321e-11 -2.951621892908323161e+02 7.467580728226811404e-01 2.940711247666282779e-01 1.314553455990224551e+00 3.071029984180215333e+00 3.281419217962209256e+00 3.341951527314058756e-01 1.165267552358960179e+00 2.554164328799505057e+00 1.050443338357827106e+00 1.632777380102881315e+00 1.978331159333105660e+00 1.264842082034778326e+00 3.385362434551193012e+00
2.272292324306261971e-11 -2.951499613749393234e+02 2.591526630483152349e+00 2.614293756920138545e-02 2.122567481482836360e+00 2.119321210984478565e+00 5.311525733380562109e-01 3.120486037706368787e+00 4.107091065842037869e-01 1.649623811963429665e+00 2.055946261669501507e-01 3.315724500578010492e+00 2.338413517729413194e+00 2.605340325770915566e+00 3.083753045744281440e+00
2.617297352328067452e-11 -2.950061082909375045e+02 2.127532145338985714e+00 2.713946872621942896e-01 1.994890088459523758e+00 2.893858880862967276e+00 9.198479421667645761e-01 1.081521051634833253e+00 1.620605795107706304e-01 1.020075894756881318e+00 2.034360286186610800e+00 3.091158480462861569e+00 8.176688975506569701e-01 3.328061123307560987e+00 1.236027317120715008e+00
3.282952282814048456e-11 -2.947770074276037917e+02 2.207543649267063479e+00 2.422999646135271801e-01 9.291602508672109906e-01 2.239591919443670864e+00 5.484359511925134267e-01 1.462249897060343251e+00 2.002932562377966186e-01 2.388411576468025377e+00 2.197419042666655553e+00 2.339367345370059414e+00 7.496433084327817908e-02 2.742037997788424164e+00 2.052425299425794325e+00
3.341674897934510945e-11 -2.947567783836451554e+02 1.014377941416912510e+00 4.674762827299220325e-01 2.527544680273579480e+00 3.204897154967551121e+00 1.059245090744262985e+00 6.245137704066262563e-01 1.718268997218239669e+00 2.920202734947022982e+00 3.203563767091430314e+00 7.393334191853813131e-01 3.117003926949573511e+00 1.813232762623441907e+00 2.611045125253898647e+00
3.508122860395917878e-11 -2.947056694345744177e+02 2.326964478107691470e+00 1.987653717260811359e-01 2.816734766889441577e+00 3.147011672041923447e+00 1.890736755415008297e+00 1.585732039148566086e+00 2.125987491213640723e+00 1.802071996888327643e+00 2.271078985646964199e+00 2.478843034682289392e+00 2.935385592944137478e+00 2.368855785850561890e+00 7.661641120149308426e-01
3.545214670860786063e-11 -2.946926518172832061e+02 2.051254898176237074e+00 2.913830676370662842e-01 7.906031013248045192e-02 2.315344133858029396e-01 3.160709915261442626e-01 2.843940924986644081e+00 3.341896048727188706e+00 8.011847312439530633e-01 8.570671596360481814e-01 2.316097848078556842e-01 3.318056599615696101e+00 2.946600282328706744e+00 4.531071748979340619e-01
3.813962891892348125e-11 -2.946170817537042126e+02 2.560877997216610247e+00 1.821300293099283735e-02 2.175359024333944902e-02 3.303441959123087912e+00 1.744070790420238382e+00 2.791124897895154167e+00 2.615649867959356500e-01 1.368856280059540298e+00 2.206106848500010376e+00 3.332522901149228556e+00 1.380853764869456102e+00 2.965721711633852120e+00 1.903018489852995154e+00
4.100108254066180971e-11 -2.945422371545964779e+02 2.155966696075565014e+00 2.564098146177037907e-01 3.293901630153009741e+00 2.974713357829202209e+00 1.979739600038253888e+00 3.070636524321510574e+00 2.350109221165256557e+00 9.666272038941013944e-01 2.071716320536456934e-01 1.361611887123903297e-01 2.035453066221207141e+00 2.154307883328594020e+00 2.393992633779389756e+00
4.098996143541835756e-11 -2.945400084306962185e+02 1.394024908039382504e+00 4.515036346063890926e-01 3.317436267952434292e+00 4.340791140444476004e-01 1.968738747518780974e+00 1.789872859564983321e+00 1.700271533464649654e+00 1.582589139789578159e+00 1.685974059857086316e-01 1.955219560885562480e+00 2.270204732784969259e+00 3.014242697781211788e+00 1.676615150726339154e+00
4.098207165088580282e-11 -2.945377009301197404e+02 7.531599542487985577e-01 2.892910750119735419e-01 1.177109183446577223e+00 1.574347687768322235e+00 1.375733261722206002e+00 1.203277951618307640e+00 4.050138978192990291e-01 2.793946730709562232e+00 1.892275228637824824e+00 2.698566512809059237e+00 8.557495793064910927e-01 3.663866269209011817e-01 2.009096832514117192e+00
4.111954160205481642e-11 -2.945318521511081826e+02 1.646050860822288575e+00 4.002993453010273428e-01 1.659059836922498254e+00 6.216363937481839130e-01 3.342199903661183247e-01 3.155195968313999622e+00 1.953536142800157194e+00 2.571093531161149137e+00 9.138482835054897446e-01 2.120047037123847122e+00 7.950194335520097688e-01 8.068240438840148521e-01 1.991870180740874963e+00
4.355157913487692466e-11 -2.944718896614691630e+02 7.599091204086027007e-01 1.642182558472451703e-01 1.764379016762854135e+00 1.385199926289311323e+00 2.426914960320200709e+00 1.432596198472232407e-01 7.732420225298048955e-01 4.594107440072049964e-01 3.348498555555724288e+00 1.621089232203866803e+00 2.877065448136787662e+00 1.087164327251117335e+00 1.188827207328237989e+00
4.466020000050699374e-11 -2.944442528996893316e+02 7.860672371728375518e-01 3.473005481051726351e-01 1.292221385931078048e+00 2.540333456634088716e+00 1.767434650478093561e+00 1.944697185557981989e+00 1.965195118731130508e+00 2.385684826018981131e+00 1.683519100248471512e+00 6.643452485418895048e-02 3.294175876238336631e+00 6.670382392920408687e-01 5.067818892144705378e-01
4.712236294261198148e-11 -2.943880879389580514e+02 2.130397170265118323e+00 2.627773549103434303e-01 1.107598485202747840e+00 1.009313763425198074e+00 1.644059084391221059e+00 1.407691565562191105e+00 7.495907644281468718e-01 2.384733938634240324e+00 9.616486092040471556e-01 2.765204696376134752e+00 9.165717122786083415e-01 3.074085272650679546e+00 3.099644774550190274e+00
4.815225126557549634e-11 -2.943639677319758903e+02 7.972604475593446649e-01 3.590653187454175277e-01 3.350481704029109498e+00 3.067547001169457221e+00 1.129623888366353857e+00 3.077620547873023860e+00 2.518330667574766174e-02 3.365327390740227909e+00 2.636502436825891582e+00 1.628173218365731589e-01 2.661895213106220570e+00 1.890552507827777617e+00 1.868917244113506571e-01
4.969449559000572821e-11 -2.943299414501301499e+02 1.072077539094429488e+00 4.691865317837466964e-01 2.366769096564346864e+00 1.891452405275708237e+00 1.790514881521110935e+00 6.195934230179690472e-01 2.941246140169778700e-01 3.380431235357564734e+00 2.649808613028722171e+00 3.084679646522031859e+00 1.134985587701028420e+00 6.513409473024291962e-01 5.807474044512053180e-01
5.623084840463859092e-11 -2.942038701140788817e+02 1.143677830336112144e+00 4.704783881593761485e-01 2.445326716553050339e+00 1.379502301235757233e+00 1.100019184333885930e-01 3.099546451849706674e+00 1.779318436463471098e+00 2.501187796305711863e+00 1.235557584882662541e+00 4.757288240764241949e-01 3.023961112630258796e+00 1.872744755767241642e-02 2.942504794403324020e+00
5.757853322254827430e-11 -2.941776858132547545e+02 2.518180179230483873e+00 9.502199036110769992e-02 1.927838290909653196e+00 1.394460431165975622e+00 2.701023996155613283e+00 2.357796939375594203e+00 8.863976450384105643e-01 3.341343164460467641e+00 7.134210257122635124e-01 1.842844096810761778e-01 3.042263473786866790e+00 6.171943412888056812e-01 2.067078531617706716e+00
5.837016950037906721e-11 -2.941615306612760037e+02 2.251395484347621601e+00 2.187483598513414174e-01 3.155776186566229047e+00 3.063001812904271870e-01 1.246727652924692009e+00 8.483572417192354331e-01 5.669861739351785834e-01 1.454274286612913469e+00 2.443627431647493520e+00 3.063988614825296608e+00 2.745561833703272558e+00 1.840675637152149324e+00 5.040398608699127037e-01
5.905592341627054551e-11 -2.941473507748946190e+02 1.676906317542599112e+00 3.886713699644004372e-01 2.122752037452765084e+00 2.484135599634182512e+00 2.848562624194776127e+00 2.292731449691074452e+00 7.308731083843222898e-01 1.395794180058033351e+00 1.030129837906739843e+00 1.130925223703297178e+00 1.441676173700766173e+00 2.266878435916096279e+00 1.822731543849385460e-01
6.253372299246929596e-11 -2.940876296452755128e+02 1.437966210981253212e+00 4.391263680629807209e-01 1.754604847386889599e+00 1.518177481156057107e+00 2.095605700281459871e+00 2.667240520959437866e+00 2.515177764748000477e+00 1.922834912621079306e+00 3.358271207602514075e+00 1.578971249084807904e-01 5.285174428090219090e-01 6.500890748230316873e-01 6.624820603494036009e-01
6.349556398790108646e-11 -2.940698655793827925e+02 2.266091557639302589e+00 2.121394438290078732e-01 1.805228407621161546e+00 3.650646031896973703e-02 1.784201626608877156e+00 4.144080273543410131e-01 1.216180043335301386e+00 3.199095611881604295e+00 2.918380074313678740e+00 1.787888881858744172e+00 1.678036817515620838e+00 1.630466562615519310e-01 3.162903711043098642e+00
6.523567388038263577e-11 -2.940403291596751956e+02 2.545919661618816221e+00 3.799670374352217411e-02 9.625438310621771132e-01 1.345786217114713690e+00 2.140246788078312701e+00 1.744194407944340830e-01 3.076091565505673753e+00 1.536189976377227429e-01 9.583285129664493862e-01 7.217296265783615938e-01 1.862694121759307153e+00 1.749133725752840762e+00 1.454614794056023008e+00
7.128900318496513923e-11 -2.939490935418878053e+02 1.640557682325735289e+00 3.952240011358066352e-01 6.052650998938189364e-01 1.813807858143692497e+00 2.672526735351300253e+00 3.377751149165954203e+00 2.248927144757953300e+00 9.326230948573612789e-01 2.370231537060144333e+00 6.115956360572325501e-01 7.255127788956212687e-01 2.566922852046475967e+00 6.585268526098824182e-01
8.604267749647167931e-11 -2.937584922012617881e+02 8.137660122630160364e-01 9.918017285844617226e-02 1.688048400894397671e+00 2.662386152668698269e+00 1.443830089059497945e+00 2.607079424897536413e+00 9.379373903908413412e-01 2.568591371733019546e+00 7.282037722185772388e-01 3.170166911687688049e+00 2.139825197958936887e+00 1.998474601676355933e+00 2.161713939481417324e+00
8.993204413019330133e-11 -2.937117813044781087e+02 2.270348452010497731e+00 2.053957676323431569e-01 1.141608982953156382e+00 1.798193561639013893e+00 2.908882254438541981e+00 1.163481939486209260e+00 5.452221279844434720e-01 1.556934980891526932e+00 3.948038570615544085e-01 2.623524566580510697e+00 1.889566249078301841e+00 1.858531166319763173e-01 2.869086890481732155e+00
9.984401888361839022e-11 -2.936047264673306358e+02 8.103228768743091504e-01 1.043867665423741098e-01 2.549850091764708893e+00 8.560628190824506323e-01 1.445035762944392399e+00 1.432304776369690558e+00 3.980363823832771542e-01 3.227992266851707814e+00 6.501213531171973203e-01 9.546251743157347924e-01 1.263293116366299484e+00 1.611484369986124543e+00 1.709241054854758080e+00
1.047558905377662085e-10 -2.935542028329110735e+02 1.695576198450002847e+00 3.775444712345946696e-01 3.266446713272244118e+00 5.049512041248940125e-02 2.643907575759693263e+00 2.131202590640630667e-01 2.032196522255106164e+00 1.597464293693726667e+00 1.199733285516861203e+00 2.610038624934010620e+00 2.755852509738221823e+00 1.520037024834758776e+00 1.938457869720469073e+00
1.093019069760665587e-10 -2.935092217821791678e+02 2.482603265689177441e+00 1.007985702989253746e-01 1.475270298051620799e+00 2.781463070973031915e+00 2.809522743318124682e+00 3.283468434449671847e+00 7.264653632305909658e-01 9.635314745533470893e-01 9.382964930289287020e-01 2.330628481353099080e+00 1.134109333094391658e+00 3.157719513387727828e-01 1.014424456853766587e+00
1.097291894007750902e-10 -2.935028202086236888e+02 9.131507775230254254e-01 4.239790204189617939e-01 2.201496195857830310e-02 2.876119535999587917e+00 1.434189119728169981e+00 3.089246981477738463e-01 2.351518216096358582e+00 1.540972542099687592e+00 8.537245336561795073e-01 5.550149446062767611e-01 2.148705202434122885e+00 3.373192219055682894e+00 4.166772989904239943e-01
1.121477894588500413e-10 -2.934785180741874910e+02 1.253295632086593558e+00 4.573920465155892345e-01 2.060874980272228429e-01 1.950178673291897979e+00 2.980357149400018724e+00 2.924778009199252571e-01 2.747025820725186238e-02 2.664272940292445657e+00 2.472389116801406939e+00 3.290694700227406067e+00 2.959990374556729087e-01 3.063879079790621240e+00 2.653458246919159436e+00
1.129845639899764629e-10 -2.934685844168601534e+02 1.737891953489964170e+00 3.658985029074058870e-01 4.629107237387813933e-01 6.800866397526970086e-01 1.251596608252709908e+00 9.031610706935718769e-01 1.877067419858661879e+00 1.368961717558303537e+00 7.322514754892675004e-01 3.867125700771960051e-01 6.537326622276735666e-01 3.049152426138003413e+00 4.796457662454253201e-01
1.205080967745145322e-10 -2.934016186805601478e+02 2.494425872154113044e+00 8.741830463645824945e-02 4.869864710687144549e-01 2.608428288064084555e+00 2.184352385868354673e+00 2.590012754187971833e+00 1.969236638409004314e+00 2.331608852812328436e+00 3.493369306170018840e-01 2.548141309456296799e+00 8.798133204562486043e-01 2.961039460665872092e+00 3.378024900581282353e+00
1.231148589190110263e-10 -2.933777178923924112e+02 1.864566255545531126e+00 3.308217471399164111e-01 1.252437339368491109e+00 2.780681500037214704e+00 1.434879402090761369e+00 2.735622023748102816e+00 1.605717558683493085e+00 2.817062320065669478e+00 6.680155042521345177e-01 7.871090210588380653e-01 3.114446329498191002e+00 1.987566524466257256e+00 1.462227444158840095e+00
1.276158855973942753e-10 -2.933393107659438215e+02 1.192822339009072863e+00 4.596078965181762954e-01 1.558912067588455130e+00 1.836863343997976905e+00 1.307755291905158712e+00 3.094240541122937671e+00 6.474016119043370932e-01 1.565329669869891305e+00 2.962184061908679666e+00 1.473032238464135002e+00 1.686526989028426682e+00 9.803611581620370607e-01 6.832509021499405533e-01
1.465729121505399875e-10 -2.931983126258740526e+02 2.438665611913392706e+00 1.211117309929830715e-01 1.748657818512425521e+00 8.731928665663266087e-02 1.038036637352636182e+00 8.247847024635225344e-01 1.670969220841393432e-01 3.282741821179559594e+00 5.454759259333644694e-01 2.264885691140461343e+00 7.238013102152642819e-01 2.397243223376753107e+00 2.178498447302402441e-01
1.505104935216269695e-10 -2.931693028182285161e+02 8.456636190425433908e-01 3.817655961723228075e-01 2.352502878899115135e+00 2.104747527313679534e+00 2.186264488691703534e+00 1.987487564093638692e+00 3.397251264590861020e+00 3.034936476886211043e+00 2.270384809499319090e+00 2.448348928558607529e+00 2.475579251409083970e+00 2.579001736726910465e+00 1.530040418266077396e+00
1.641635608229286119e-10 -2.930799723714630431e+02 2.452166357621096804e+00 1.096192387438510024e-01 1.395118672379404900e+00 3.179059280860940806e+00 2.304877669440319465e+00 1.741672420174977143e+00 3.336699777436640257e+00 1.587700119523293596e+00 2.166209585426579931e+00 9.157541461308943420e-01 2.027021915509442440e+00 4.642524463754206798e-01 9.226613543081636781e-02
1.731454898304449433e-10 -2.930242034016333150e+02 7.995806536901605144e-01 3.345509047218451770e-01 1.275497729422317983e+00 8.604430702903666239e-02 6.985009905543417830e-01 3.048300285703385182e+00 1.157687100913656453e+00 1.607213330889087022e+00 3.931905061006716329e-01 3.338598693192659450e+00 2.035943568677671234e+00 2.441833358460405723e+00 1.203134136302964841e+00
1.881428109323337662e-10 -2.929386343173090950e+02 2.490365115061980994e+00 2.648594610544192582e-02 2.571252606003126662e+00 4.598399442921968228e-01 1.218053724221844991e+00 2.713793221498816965e+00 2.145147965264479831e-02 1.152333415742731848e+00 1.926948382745279353e+00 3.042606578432089481e+00 2.205506313493796444e+00 6.006816360371737273e-01 2.758730719734756587e+00
1.893362986543046057e-10 -2.929298108325460817e+02 2.425522524545808967e+00 1.223696568634750487e-01 1.894629749079201231e+00 2.115116076724409488e+00 3.348591017802506453e+00 3.099515097710934253e-01 1.241521646375070453e+00 2.469555732545427151e+00 3.117166456585145795e+00 9.737812359377376881e-01 9.022952038499616467e-01 2.851800278982695502e+00 3.249195083645067594e+00
1.945267078037255362e-10 -2.929002661555650775e+02 2.464493934367770756e+00 6.294950074383032397e-03 2.994315818733553236e+00 1.888016381262354715e+00 9.330035942008848560e-01 4.189407912390966660e-01 2.163291427614417728e+00 1.530970013655025719e+00 1.009866409246343161e-01 2.725396543451803044e+00 2.086213749848955690e+00 2.685433273551081523e+00 2.640186458331004182e+00
2.057623853438858341e-10 -2.928416135905554256e+02 1.001519767731079646e+00 4.414334920309854748e-01 2.603163915128485772e+00 1.020439598387735458e+00 2.543082310046803407e+00 4.871469435332823616e-01 7.999947615492705166e-01 3.279985209195209972e+00 2.672097517774754571e+00 1.296209915009389757e+00 3.124068663277793867e+00 5.428765655953705638e-01 7.431047514648055907e-01
2.106545059559891004e-10 -2.928156162454628202e+02 1.567934340632405776e+00 3.993292821997209141e-01 3.132079986859120702e+00 1.012675238843027542e-01 2.186136986699695750e-01 1.190852015034896461e+00 1.192333300203777702e+00 2.114954407606269626e+00 1.864620332154398152e+00 1.269718975362060798e+00 3.024155796585376699e+00 3.310338308152812603e-01 4.372840017223376674e-01
2.226525767350610642e-10 -2.927577230196525306e+02 1.700848404544682557e+00 3.673962447437036927e-01 8.241831660347480604e-01 6.979614078473268535e-01 1.280537027616913681e+00 1.930647888390472522e+00 3.132434154569095242e+00 1.353932002997000783e+00 3.363598185360051840e+00 2.701612443416347431e-01 1.045202926410632394e+00 1.966917002668966408e-01 1.284040233724400848e-01
2.260927343562026927e-10 -2.927398903802628638e+02 1.391055779471454423e+00 4.321905436542560763e-01 7.252230816243178113e-01 3.167842352223948055e+00 1.519921954601229031e+00 1.620522078991679660e+00 1.649405735646199522e+00 1.983903075725531595e+00 2.777543729557000241e+00 3.242859924788235482e+00 8.772147577349643788e-01 1.931420576109027731e+00 2.185306140101411110e+00
2.348917106249989246e-10 -2.926992110222935253e+02 2.176109799828696456e+00 2.252113491951542035e-01 2.063372081129004165e+00 1.325110084573133173e+00 1.540437591695086039e-01 2.131286284351735727e+00 1.355811751889457017e+00 7.685251518069257104e-01 2.114193930665554610e+00 7.008334598274921223e-01 1.410892872258452169e+00 1.243988752049818958e+00 2.916441190676418937e+00
2.411414987875777179e-10 -2.926704517312881535e+02 1.931456598159087878e+00 3.033844160353498243e-01 2.521487505589877998e+00 3.276768691987956839e+00 2.972677355327377313e+00 2.451954684574708665e+00 2.225190603464132444e+00 8.526983475639211552e-01 8.054293757302553036e-01 1.696229645467433933e+00 2.856165305532493703e-01 1.245779459503084441e+00 2.891687325046713442e-01
2.419072104284090659e-10 -2.926647813997353751e+02 1.438445215410866451e+00 4.234338285857544570e-01 2.209577316370520794e+00 3.066554970559656645e+00 1.931764717353871286e-01 2.499733370533407051e+00 4.095655488724934679e-01 1.543595440407896868e+00 4.844877003322851095e-01 9.043093893755261847e-01 2.694052218410906807e+00 3.325969776583229898e+00 1.418873043336147610e+00
2.483683558130718626e-10 -2.926359226744955890e+02 2.442556928816720596e+00 1.277558230087394485e-03 8.878022699790484307e-01 2.220378718843272647e+00 1.110763577294887394e+00 2.978613856639465318e+00 1.447405116907396261e+00 9.503636648728591707e-01 7.257425784309793348e-01 1.766422275284329269e+00 3.359887117428321801e+00 2.932827984117424958e+00 1.307661444321096322e+00
2.757956926615162800e-10 -2.925286752767617031e+02 2.265382772418751411e+00 1.894375517573508028e-01 1.129536383907557617e+00 3.205670509942431412e+00 1.287115788731259203e+00 1.299199856247831519e+00 2.265310424320108318e+00 2.229127817760555796e+00 2.190473125602864002e+00 1.501060341180231739e-01 1.407602462426031042e+00 7.946718516623362261e-01 7.899901569227084641e-01
2.777735783049654636e-10 -2.925190293090793148e+02 1.996060759234171034e+00 2.820900849433317092e-01 2.114408684524555326e+00 2.091929304000732071e+00 3.213009183031116489e+00 2.598349016155363067e+00 2.036439104379166309e+00 2.714870445719148151e+00 5.330851579868757240e-01 1.345929865214348375e-01 2.240754391194199613e+00 3.139718081229912805e+00 8.880743009342764172e-01
2.934876326465439759e-10 -2.924615001234931242e+02 2.469576851283977081e+00 2.797851965608874961e-02 1.506992523217137947e+00 2.738937959839261804e+00 2.855619841848972218e+00 9.073422267153751219e-01 2.670458310741465890e+00 3.363442517858253211e+00 1.793270971303636330e+00 4.856828579418893677e-01 7.023054366123513415e-01 1.999628935486770009e+00 3.295472978814932841e+00
3.061455018977782336e-10 -2.924167751390452281e+02 2.391842441152268961e+00 1.296236687241343610e-01 2.682688310453135827e+00 1.713151131922938664e+00 2.541475716772156002e+00 2.568819473222807126e+00 1.152234882413134542e+00 3.878170302288722060e-01 2.493167733667172925e+00 4.227219216192529827e-01 6.199266725772195619e-01 5.099529930786071974e-01 2.690933621443980961e+00
3.117827245033269211e-10 -2.923960290749923843e+02 2.291543460909113872e+00 1.766606544141710866e-01 9.151689524209722926e-01 1.331374364407448829e-01 7.783167238746386829e-01 1.406635314671685011e+00 1.602560018243963658e-01 5.500361439905699923e-01 2.698874436698021739e+00 1.828381810233299154e+00 1.856057157747317943e+00 7.575694380858649657e-01 2.306548741963635241e+00
3.509119604078773061e-10 -2.922753002574277730e+02 1.112397721069902090e+00 4.473291708651551679e-01 2.181204713443105181e+00 2.829670625760254854e+00 2.302709666545621481e-02 3.298074374458430214e+00 1.125202909905429038e+00 3.325953413377004786e+00 1.827176088246613483e+00 2.366740122850328198e+00 9.362096492157776506e-01 3.240983299392206085e-01 2.160908129551640522e-01
3.624177538999560816e-10 -2.922405380616239654e+02 2.151167294671543218e+00 2.276727133176880968e-01 1.424040039562372240e+00 2.529898658605934880e+00 2.270676214377219448e+00 9.189827389428165683e-01 7.337456087930647186e-01 3.189509106444556874e+00 3.118684507566585218e+00 3.339736791639892122e+00 9.203316734116232523e-01 1.175345983432392050e-01 8.505498282144931255e-02
3.808760570899959833e-10 -2.921883616116559779e+02 2.464036992147429217e+00 5.360505212438002737e-02 2.676449399523761041e+00 1.979829718517256643e+00 2.060474334432401911e+00 3.041913889535960980e+00 1.780302869866266402e+00 2.099323032948538170e+00 3.252930294667465638e+00 1.200429433815301872e+00 9.206293551627249272e-01 1.591073151870931346e+00 1.003909330256494314e+00
3.807052167664408959e-10 -2.921863102579982296e+02 2.197050049929209159e+00 2.104056633864580805e-01 1.550564582498546784e+00 1.301454152218508575e+00 2.155648967323307463e+00 2.356911406236949169e+00 3.337494323578376054e+00 1.100769706867033237e+00 3.156095587015231185e+00 2.340814489657951469e+00 1.995288934021573757e-01 1.177306053077640469e+00 2.599305693975356935e+00
3.941253552406844850e-10 -2.921491666051780385e+02 1.394007185955266293e+00 4.251914528630784673e-01 2.272386367682957431e+00 5.706651341119550747e-01 9.172864614197979716e-01 3.380240648806306147e+00 1.657571584462026903e+00 3.153785920402794485e+00 2.102825399045144650e+00 1.949188939303013290e+00 2.693196668138742922e+00 2.435651556196223033e-01 3.094407132311683406e-01
4.108555485490588697e-10 -2.921050939350487852e+02 1.461402048640462636e+00 4.131086339962342646e-01 2.591456475455617969e+00 4.977496331053712364e-01 3.085024688754666400e+00 1.304991018488756982e+00 7.068997791630226013e-01 1.277447863898452107e+00 8.260590829242439037e-01 3.030948975027486725e+00 1.954214275353628461e+00 1.926937494018615915e+00 2.740399278940177208e+00
4.158994746425830319e-10 -2.920903920408169938e+02 1.670185406418668750e+00 3.675598389845806113e-01 2.553138494768635081e+00 2.659673538068896281e+00 3.668542165621260787e-01 2.044719864424841660e+00 5.485756370746287525e-01 1.739134061040936485e+00 8.365331902964082689e-01 2.227244045700349229e-01 1.013980806219606068e+00 8.603487304442989370e-01 2.970021546079828934e+00
4.165484254943490230e-10 -2.920863329018411605e+02 1.165063602171310553e+00 4.459144550443322474e-01 2.245472713073466339e-02 8.704919687717952437e-01 6.278875801596525141e-01 2.124340675213701957e+00 2.964724563246410316e+00 5.470052020248625801e-01 2.666856825419012367e+00 1.898637849151532331e+00 2.446701295865711501e+00 2.078011387195778603e+00 2.794600244459061411e+00
4.549827354672905590e-10 -2.919955761501798861e+02 1.414346188930710069e+00 4.201855218877272868e-01 1.130647977132744009e+00 1.156069203693116831e+00 2.402913377070277079e+00 9.276552921254724859e-01 1.378207373699320490e-02 1.216022027238141456e+00 3.005351724686573966e+00 2.168011404825651578e+00 8.106957841200007620e-01 5.214192138914272023e-01 2.988686021972670304e+00
4.671867485670144491e-10 -2.919666065567836313e+02 2.436359301288979484e+00 1.737518667753490398e-02 1.342512383419713906e+00 3.300832545355622649e+00 1.013122976044714241e+00 2.207162528233580279e+00 1.287144536069503742e+00 3.270824906309149682e+00 1.658531428734757895e+00 2.063706065067018258e+00 3.351492060063872458e+00 1.473207316323101423e+00 7.306322986916284901e-01
4.795812175335597594e-10 -2.919379223647705999e+02 2.425451640817347876e+00 9.395730291710076287e-02 2.953482396216486006e+00 6.527963673457854998e-01 3.229555654010941357e+00 1.966552077774423424e+00 2.858293327001986572e+00 2.930349959198133458e+00 8.271366856913977550e-01 1.003680622286726276e+00 2.744452650764749091e+00 1.695116920639678781e+00 1.775274459642064290e-02
4.963569473357287848e-10 -2.919010403045967905e+02 1.881681419921688025e+00 3.088443087759802919e-01 1.123109615538528061e+00 5.844529315013609061e-01 1.436415470338179068e+00 3.383622732340519246e+00 2.913076723789435718e+00 1.216838959737854831e+00 1.905138904261580945e+00 1.292983995115040419e-01 9.857931732356213228e-01 2.775691160966672122e+00 2.846755647034416636e+00
5.129073424876997630e-10 -2.918657404144581733e+02 1.300934723725352127e+00 4.346452306780198560e-01 2.541690924407447927e+00 1.892739505328980609e+00 2.963678475869683915e+00 2.848072164618703717e+00 2.607988324475540409e+00 1.036011726172475944e+00 3.090821957384705776e+00 2.104149258537767686e+00 1.090036412526727450e+00 8.000834359358963699e-01 2.620874079235313570e+00
5.134526613594077268e-10 -2.918621777874637360e+02 1.728533261909599661e+00 3.503146692781897165e-01 2.453425574601565406e-01 8.559098412007748458e-01 2.330623289508526153e+00 1.071604445020758689e+00 2.051456106592155049e+00 1.410209759276199515e+00 5.616816126230558259e-01 3.540129699508988703e-01 3.339156136994186230e+00 3.243125557609166432e+00 2.835460905914963803e+00
5.130261548613407171e-10 -2.918605087963766778e+02 1.914829113835345265e+00 2.986813082347778425e-01 1.376151654055812301e+00 1.656608517201220376e+00 1.854513321747167209e+00 8.082222942370951291e-01 2.053622901742249596e+00 2.570620868952853577e+00 3.940884905850546294e-01 1.991094131809771239e+00 2.520530391348895449e+00 8.395162225755159469e-02 2.514124725462483223e-01
5.250775041539838243e-10 -2.918347897457271642e+02 2.045506845180863564e+00 2.579230859300488676e-01 1.191298704743076087e+00 3.134967589460441184e-01 1.260363529038197039e-01 1.637354635484231435e+00 8.586977684761966101e-01 2.054447022238838905e+00 1.103267298073211805e-01 2.937127632876460392e+00 3.242675878462834227e+00 1.984614313821711606e+00 2.409897868789813824e+00
5.872951298112822041e-10 -2.917203081543947860e+02 1.629599938552986238e+00 3.731919818085529528e-01 2.036983012650247282e+00 1.409538951619224934e+00 2.552802130150442217e+00 1.096316604057331778e+00 1.108914363120388630e-01 2.380666964358860938e+00 1.183185567685182127e+00 1.052277217099169826e-01 1.332528753342885786e+00 1.749947690436246761e+00 1.332991614700230532e+00
