,alpha_gluon,beta_gluon,alpha_up,beta_up,epsilon_up,gamma_up,alpha_down,beta_down,epsilon_down,gamma_down,norm_sigma,alpha_sigma,beta_sigma
122,1.45445e+00,1.11546e-01,9.27990e-01,6.59727e-01,7.44820e-01,9.48106e-01,2.15879e+00,1.73313e+00,2.85960e-01,3.26978e+00,3.07147e+00,1.32549e+00,2.37977e+00
123,1.37575e+00,1.92928e-01,1.50536e+00,2.02852e+00,6.22398e-01,9.65021e-01,3.33540e+00,2.29065e+00,2.71583e+00,1.92715e+00,1.37689e+00,6.27798e-01,1.81704e+00
124,1.11518e+00,1.83742e-01,1.81690e+00,1.33606e+00,7.05072e-01,3.18301e+00,3.23220e+00,2.90306e+00,2.38792e+00,2.16001e+00,8.19945e-01,2.94372e+00,2.02329e+00
125,1.28844e+00,9.28546e-02,2.64683e-01,1.87184e+00,2.93008e+00,2.63070e+00,1.24530e+00,2.60652e+00,1.79702e+00,2.70252e-01,1.01652e+00,2.82997e+00,2.47941e+00
126,1.38823e+00,8.01896e-02,1.64769e+00,2.00357e+00,1.95965e+00,1.36180e+00,2.72318e+00,9.66873e-01,1.03496e+00,8.34553e-02,2.29620e-01,2.93602e+00,2.20654e+00
127,1.27006e+00,1.90112e-01,2.88008e-01,3.20153e+00,3.16850e+00,7.61820e-01,1.74180e+00,1.16020e+00,4.67437e-01,1.69292e-01,2.29901e+00,1.06000e+00,3.19268e+00
128,1.31579e+00,1.33006e-01,6.32847e-01,1.54870e+00,1.25075e+00,2.33771e+00,2.60643e+00,2.65165e+00,2.06147e+00,5.10473e-01,2.77996e+00,1.19779e+00,2.37832e-01
129,1.52661e+00,9.87491e-02,3.32272e+00,3.20447e+00,2.29434e-01,3.27810e+00,3.25129e+00,1.93341e+00,1.67719e+00,2.19042e-01,2.18923e+00,1.97180e+00,2.62925e+00
130,1.28386e+00,1.50623e-01,1.47163e+00,6.92511e-01,2.80082e+00,8.85366e-01,3.19419e+00,3.26228e+00,1.34603e+00,6.98685e-01,1.62978e+00,1.52004e+00,1.53423e+00
131,1.26555e+00,1.52652e-01,3.28044e+00,6.71446e-01,2.97488e+00,2.37578e+00,4.48917e-01,1.03954e+00,1.79776e+00,5.73293e-01,3.31255e+00,1.16753e+00,2.75473e+00
132,1.22934e+00,1.10529e-01,1.98231e+00,2.90367e-01,1.80586e+00,2.84399e+00,1.72733e-01,3.28868e+00,3.34606e+00,2.85721e+00,2.03070e+00,1.22088e-01,1.23513e+00
133,1.33521e+00,2.02890e-01,2.61747e+00,2.64650e+00,5.51696e-01,1.00069e+00,1.16210e+00,1.97228e+00,1.30007e+00,1.70295e+00,2.81214e+00,2.42687e+00,2.76157e+00
134,1.42101e+00,1.08030e-01,8.96712e-01,7.75384e-01,1.78397e+00,2.65127e+00,3.52581e-01,2.19574e+00,8.47625e-02,1.84198e-01,4.03385e-01,1.21575e+00,1.51775e+00
135,1.46448e+00,1.84980e-01,6.23009e-01,1.24913e+00,3.02020e+00,2.40624e+00,4.92219e-01,2.45990e+00,2.84573e+00,2.81062e+00,2.53728e+00,1.12773e+00,2.40325e-01
136,1.48329e+00,7.64371e-02,1.15586e+00,1.43345e+00,3.01193e+00,1.48351e+00,1.04654e+00,2.89531e+00,1.68428e+00,1.74598e+00,2.42723e-01,3.08854e+00,9.39921e-01
137,1.29931e+00,2.02411e-01,5.78163e-01,2.59729e+00,6.11052e-01,4.26230e-01,2.73051e+00,1.67839e+00,7.28937e-01,7.10232e-02,3.14366e+00,3.35247e+00,6.63704e-01
138,1.30023e+00,1.80107e-01,2.64124e+00,5.95149e-01,1.00278e+00,7.66728e-01,1.27227e+00,1.29768e+00,7.80051e-01,2.18204e-01,3.63379e-01,2.07244e+00,1.13260e+00
139,1.51076e+00,8.98320e-02,4.90970e-01,1.13445e+00,2.74936e+00,1.14680e+00,3.12717e-01,2.54925e+00,2.18200e+00,8.59478e-01,3.03940e+00,1.86206e+00,1.32593e+00
140,1.49053e+00,1.64436e-01,4.99057e-01,2.52798e+00,1.52030e+00,2.15904e+00,1.30971e+00,3.12743e+00,2.84700e+00,5.76701e-01,1.86556e+00,2.38691e+00,3.02637e+00
141,1.25706e+00,8.52966e-02,1.90994e+00,2.45029e+00,3.08433e+00,1.43151e+00,2.30052e+00,2.87681e+00,8.60021e-01,1.23699e-01,6.62096e-01,2.50352e+00,1.14681e+00
142,1.33931e+00,1.34917e-01,1.68115e+00,3.07966e+00,3.31621e+00,1.79776e+00,9.61845e-01,3.15023e+00,3.06520e+00,1.41759e+00,2.22608e+00,3.17985e+00,7.29245e-01
143,1.27172e+00,8.69335e-02,8.60689e-01,3.05125e+00,8.00882e-01,2.53400e+00,1.64036e+00,3.32765e+00,3.04106e+00,2.05493e+00,2.46616e+00,2.67107e+00,1.29270e+00
144,1.34897e+00,1.51230e-01,3.28296e+00,2.59425e+00,2.52263e-01,2.01951e+00,2.69464e+00,3.03661e+00,2.40166e+00,9.13011e-01,3.62656e-01,1.35445e+00,7.44486e-02
145,1.38438e+00,1.00577e-01,1.45975e-01,3.53155e-01,7.15948e-01,3.35003e+00,8.18006e-01,1.08232e+00,2.68336e+00,2.86872e+00,2.46903e+00,2.50171e+00,2.33108e-01
146,1.39364e+00,7.09059e-02,2.22414e+00,1.37724e+00,1.46116e+00,1.67449e-01,2.84526e+00,1.77984e-01,1.53852e+00,1.47063e+00,3.90707e-01,5.93733e-01,2.01049e+00
147,1.30089e+00,1.23374e-01,5.13994e-01,7.81903e-01,1.42440e+00,3.68506e-01,3.07531e+00,2.15442e+00,1.55921e+00,7.69648e-01,1.16657e-01,3.23995e+00,1.64519e+00
148,1.36191e+00,1.09889e-01,2.90026e+00,3.36657e+00,8.02476e-01,1.76400e-01,2.76617e-01,1.26071e-02,1.63728e-01,4.12865e-01,2.36407e+00,1.13507e+00,2.61456e+00
149,1.33950e+00,1.01110e-01,8.98909e-01,2.88542e+00,1.01939e+00,1.69991e+00,1.95712e+00,1.88460e+00,8.83778e-01,3.89978e-01,1.64936e+00,4.67503e-01,3.22762e+00
150,1.15054e+00,1.50182e-01,2.02479e+00,3.67355e-02,1.66269e+00,2.40856e+00,2.72666e+00,3.14532e+00,1.77796e+00,1.29783e+00,1.17935e+00,1.19849e+00,3.13916e-01
151,1.49882e+00,2.00993e-01,1.12254e+00,1.83794e+00,2.60357e+00,1.56271e+00,2.60662e+00,1.11958e+00,1.84025e+00,2.51944e+00,3.14541e+00,2.53621e+00,1.00321e-01
152,1.52275e+00,1.12262e-01,4.02024e-01,6.27851e-01,2.88495e+00,1.96569e+00,1.99204e+00,6.18340e-01,1.12890e+00,4.97417e-01,1.01440e-02,1.23246e-01,1.39215e+00
153,1.38116e+00,1.59739e-01,4.00877e-01,3.20504e+00,2.48345e+00,9.36610e-01,4.06286e-01,8.09773e-01,1.35661e+00,7.91724e-01,2.33959e+00,6.71550e-01,6.75048e-01
154,1.27108e+00,1.46207e-01,4.08470e-01,3.05200e-01,2.58572e+00,1.11717e+00,1.82436e+00,1.77048e+00,1.04376e+00,5.08962e-01,2.78630e+00,5.37614e-02,2.47906e+00
155,1.30609e+00,1.14633e-01,2.53315e+00,2.95969e-01,5.09070e-01,4.49226e-01,1.80623e+00,1.38036e+00,1.55029e+00,2.62097e+00,9.27574e-01,3.30382e+00,4.14214e-01
156,1.31996e+00,4.52870e-02,2.13287e-01,1.55815e+00,7.07549e-01,3.04215e+00,4.87759e-01,2.22358e+00,1.04364e+00,3.30981e+00,4.35459e-01,1.41602e+00,1.37927e+00
157,1.37433e+00,5.41922e-02,2.96919e+00,2.47660e+00,6.68553e-01,3.79324e-01,2.50034e+00,2.61839e+00,1.43754e+00,2.96134e+00,9.04255e-01,2.18030e+00,1.43507e+00
158,1.48206e+00,1.66914e-01,1.97618e+00,2.49789e+00,2.66149e+00,1.41757e+00,2.23419e+00,4.94468e-01,2.97259e+00,7.39473e-02,1.15501e+00,2.70543e+00,3.15100e+00
159,1.47982e+00,1.07092e-01,1.70585e+00,2.21320e+00,1.74192e+00,1.12948e+00,1.28471e+00,9.03314e-01,5.76430e-01,1.72638e+00,2.84884e+00,2.53153e+00,2.15267e-01
160,1.39129e+00,7.45650e-02,2.33981e+00,1.47433e+00,1.01130e+00,2.23090e-01,1.67382e+00,2.99163e+00,8.64730e-01,1.73998e+00,1.29950e-01,4.14899e-01,2.98470e+00
161,1.30007e+00,1.34570e-01,3.11153e+00,7.83129e-01,2.33779e+00,3.08362e+00,1.58693e-01,3.18278e+00,3.36680e+00,1.60768e+00,5.21604e-01,1.97561e+00,3.05751e+00
162,1.65436e+00,1.15943e-01,1.87213e+00,2.89210e+00,5.86389e-02,4.55791e-01,2.87970e+00,4.82646e-01,3.32361e-01,2.80657e+00,1.34185e+00,1.93435e+00,5.86345e-01
163,1.41664e+00,9.54266e-02,2.32233e+00,6.85957e-01,2.62203e+00,3.19534e+00,3.04639e+00,1.06434e+00,7.74961e-02,1.82670e+00,3.21731e+00,5.06322e-01,2.77148e+00
164,1.55294e+00,1.08465e-01,4.00322e-01,5.06323e-01,2.01357e-01,2.18087e+00,4.84224e-01,6.57573e-01,2.17932e+00,8.19893e-01,1.04864e+00,1.37929e+00,1.92269e+00
165,1.33847e+00,8.05165e-02,9.01877e-01,6.94855e-01,2.09797e+00,1.39020e+00,1.00276e+00,3.02745e+00,5.28649e-01,7.50346e-01,1.18930e+00,2.57924e+00,7.03932e-01
166,1.59480e+00,1.16795e-01,2.55691e+00,2.28111e+00,3.59762e-01,1.61537e+00,2.97203e+00,3.73779e-01,8.49632e-01,4.35751e-01,9.77489e-01,1.78565e+00,1.86384e+00
167,1.26404e+00,1.04055e-01,5.52952e-01,6.47646e-01,2.16218e+00,1.38609e+00,1.37988e+00,1.59209e+00,2.44882e+00,1.26155e+00,1.13061e+00,3.30874e+00,6.46321e-01
168,1.44248e+00,7.59622e-02,2.22849e-01,1.58349e+00,6.13802e-02,3.37078e+00,2.90614e+00,9.06980e-01,2.46955e+00,7.46178e-01,1.00294e+00,1.86809e+00,5.85220e-01
169,1.39449e+00,1.07623e-01,9.90511e-01,5.44427e-01,4.69595e-01,1.98649e+00,2.37470e-01,3.94439e-01,6.51437e-01,1.66070e+00,6.98469e-01,1.63600e-01,1.67951e+00
170,1.35319e+00,1.31267e-01,1.00358e+00,2.55560e+00,2.76608e+00,2.55641e+00,2.98727e+00,3.15481e+00,9.53019e-01,5.31406e-01,2.47368e+00,4.26441e-02,1.86601e-01
171,1.28016e+00,1.16211e-01,2.89155e-01,2.49296e+00,8.05629e-01,1.65590e+00,5.96365e-01,9.01218e-01,1.40188e+00,1.36690e+00,1.61459e+00,1.63073e+00,1.47402e-01
172,1.47489e+00,8.89511e-02,2.01556e+00,3.04855e+00,1.04213e+00,1.07219e+00,2.24731e+00,2.91315e+00,2.25497e-04,2.71325e+00,2.38888e+00,2.56881e+00,7.07814e-01
173,1.56328e+00,1.21751e-01,1.17919e+00,2.77782e+00,3.16343e-01,3.99002e-01,1.83300e+00,1.45148e+00,6.51219e-02,4.02882e-01,2.99083e+00,2.83025e+00,2.30263e+00
174,1.45648e+00,1.64334e-01,1.17871e+00,2.82645e+00,9.17868e-01,3.99263e-01,7.16485e-01,1.71889e+00,1.45019e+00,1.04759e-01,2.14953e-01,1.48136e+00,5.12166e-01
175,1.38122e+00,9.62284e-02,7.10106e-01,1.94848e+00,3.28740e+00,2.22927e+00,4.47122e-01,1.64595e+00,2.45277e+00,1.77496e+00,2.58419e+00,2.55381e+00,3.13208e+00
176,1.48324e+00,1.56096e-01,2.98042e+00,2.09045e+00,1.70796e+00,7.58255e-01,1.13577e-01,1.35038e-01,7.19431e-01,3.16699e+00,9.78891e-01,3.06130e+00,2.91687e+00
177,1.36369e+00,1.33015e-01,2.60022e+00,1.14708e+00,1.18339e+00,1.79305e-01,1.57186e-01,1.05032e+00,1.64033e-01,5.46491e-03,2.24949e+00,1.69514e+00,3.07460e+00
178,1.15222e+00,1.38697e-01,2.18112e+00,8.48478e-01,3.11849e+00,1.75773e+00,8.12616e-03,9.08912e-02,1.56388e+00,6.17930e-01,2.60454e+00,3.97532e-01,2.21536e+00
179,1.59742e+00,1.44220e-01,8.48843e-01,3.00325e-01,2.38958e-01,5.38077e-01,1.86167e+00,1.40788e+00,7.06007e-01,1.61171e+00,1.19550e+00,4.34657e-01,1.69785e+00
180,1.46081e+00,1.31063e-01,2.62863e+00,2.65616e+00,2.06896e+00,3.20967e+00,2.88242e+00,2.39318e+00,1.03097e+00,2.98666e+00,1.60396e+00,2.31242e+00,1.43677e+00
181,1.16748e+00,1.55363e-01,5.30598e-03,9.53231e-01,2.39347e-01,2.44763e+00,1.79112e+00,7.49863e-01,1.31085e+00,3.44971e-01,3.29521e-01,1.57185e+00,2.22627e+00
182,1.42991e+00,1.65993e-01,1.36429e+00,3.33073e+00,8.93013e-02,8.30966e-01,2.46558e+00,1.00741e+00,1.39732e+00,4.27105e-01,8.49610e-01,3.06377e+00,2.52222e+00
183,1.18300e+00,2.58645e-01,1.85762e+00,1.61597e+00,8.09078e-01,2.47943e+00,1.81677e+00,3.93990e-01,5.82389e-01,1.42133e+00,1.31780e+00,3.03227e+00,2.42235e+00
184,1.31139e+00,9.53867e-02,2.93720e+00,3.60120e-01,2.29991e+00,1.89935e+00,2.06456e+00,1.86514e+00,1.59133e-02,3.20095e+00,3.29336e+00,1.32162e+00,2.80734e+00
185,1.22183e+00,2.13388e-01,3.07970e+00,3.39512e+00,1.48015e+00,2.55339e-01,3.29852e-01,1.88301e+00,2.09272e+00,1.34567e+00,9.63172e-01,1.64436e-01,2.14931e+00
186,1.26555e+00,1.52652e-01,3.28044e+00,6.71446e-01,2.97488e+00,2.37578e+00,4.48917e-01,1.03954e+00,1.79776e+00,5.73293e-01,3.31255e+00,1.16753e+00,2.75473e+00
187,1.54114e+00,1.16052e-01,1.56269e+00,8.44265e-01,1.57327e+00,5.93571e-01,2.68533e+00,2.71509e+00,1.29167e+00,1.34260e+00,3.19309e+00,7.30222e-01,3.29447e+00
188,1.30550e+00,9.27566e-02,2.18121e+00,1.34685e-01,4.32100e-01,1.07052e+00,1.71179e+00,3.03095e+00,1.81900e+00,2.49287e-01,1.55400e+00,3.27699e+00,1.63065e+00
189,1.21813e+00,1.61717e-01,2.72192e+00,5.84965e-01,2.14882e+00,4.56315e-01,2.34442e+00,2.11439e+00,3.34188e+00,9.92356e-01,3.39749e+00,1.05532e+00,2.35308e+00
190,1.59006e+00,1.59349e-01,1.77458e+00,1.72231e+00,6.75777e-01,1.05598e+00,6.18790e-01,3.13524e+00,7.27220e-01,6.51113e-01,1.96901e+00,3.36707e+00,2.96825e+00
191,1.37905e+00,1.45854e-01,2.40040e+00,3.34365e+00,1.06529e+00,1.71662e+00,2.92984e+00,3.25483e+00,2.63177e+00,2.90337e+00,1.58791e+00,8.18215e-01,3.45810e-01
192,1.19556e+00,1.39455e-01,2.09003e+00,2.00345e+00,6.40358e-03,1.36308e+00,7.80859e-01,3.39916e+00,2.91962e+00,2.98936e-01,5.00090e-01,1.33416e+00,2.53416e+00
193,1.34676e+00,1.17337e-01,1.09030e-02,2.29312e+00,2.51903e+00,2.27346e-01,1.15147e-01,2.68053e+00,7.46647e-01,2.27001e+00,1.60148e+00,2.17237e+00,7.48661e-01
194,1.36221e+00,1.15185e-01,2.77850e+00,2.66900e+00,2.92443e+00,1.32088e+00,9.20498e-01,3.34769e+00,8.79952e-01,2.45862e+00,3.30256e+00,2.68988e+00,2.95708e+00
195,1.17245e+00,1.23623e-01,7.30105e-01,2.59029e-02,3.23370e+00,4.56859e-01,3.15072e+00,1.79125e+00,3.05505e+00,6.89418e-01,2.50020e+00,3.09400e+00,1.61069e+00
196,1.32036e+00,2.03567e-01,2.95608e+00,3.20693e+00,2.49630e+00,1.65809e+00,9.91940e-01,2.00000e+00,2.12725e+00,6.47572e-01,1.03730e+00,3.06300e+00,1.23478e+00
197,1.35136e+00,6.77026e-02,3.09914e+00,2.17178e-01,1.71264e+00,4.42202e-01,2.27790e+00,5.28189e-01,1.52751e+00,1.36970e+00,3.22620e+00,2.62925e+00,3.05441e+00
198,1.33284e+00,2.03891e-01,2.15524e+00,1.23010e-01,4.71609e-01,1.05266e+00,2.83919e+00,2.54036e+00,1.17922e+00,1.86448e+00,1.57840e+00,7.89852e-01,1.93052e+00
199,1.24286e+00,1.71456e-01,2.40234e+00,2.94038e-01,9.28767e-01,2.92394e+00,1.23796e+00,3.37233e+00,2.33141e+00,3.10234e+00,2.45290e+00,1.88952e-01,1.83797e+00
200,1.41750e+00,1.06601e-01,2.74960e+00,2.12116e+00,8.88210e-04,3.15343e+00,1.80216e+00,1.85024e+00,2.19889e+00,2.41871e+00,6.28648e-01,1.76803e+00,2.65017e+00
201,1.21203e+00,7.12174e-02,6.52823e-01,1.60059e+00,8.08469e-01,2.14374e+00,2.15277e+00,1.68117e+00,2.06211e+00,7.39907e-01,3.10300e-01,2.69433e+00,2.54713e+00
202,1.34312e+00,1.33125e-01,5.89497e-01,2.87831e+00,3.45351e-01,3.37710e+00,8.26093e-02,1.25639e+00,1.84644e+00,2.81739e+00,9.17758e-01,1.99219e+00,3.27307e+00
203,1.31877e+00,1.29836e-01,6.95091e-01,3.93215e-01,2.94276e+00,6.78688e-01,2.01008e+00,1.46277e+00,1.27415e+00,3.10402e+00,2.03267e+00,4.60373e-01,2.48200e+00
204,1.38485e+00,1.40808e-01,1.38438e+00,9.39831e-01,2.03280e+00,2.42526e+00,3.09717e+00,7.23629e-01,1.74654e+00,2.12073e+00,5.50762e-01,1.68251e+00,2.66212e-01
205,1.31068e+00,1.23183e-01,1.13586e+00,2.39564e+00,2.03029e-01,3.39144e+00,1.45036e-01,2.63538e+00,3.17586e+00,2.22282e+00,1.68746e+00,3.01398e+00,1.19705e+00
206,1.13134e+00,8.99136e-02,1.08622e+00,2.01857e-01,2.63647e+00,1.34098e+00,3.13743e+00,3.38479e+00,1.59847e+00,3.25568e+00,1.60333e+00,1.37552e+00,2.56751e+00
207,1.25001e+00,1.41998e-01,1.32084e-01,3.32681e+00,1.13107e+00,3.06263e+00,1.02155e+00,1.23974e+00,2.27930e+00,3.26700e+00,3.39757e+00,2.84599e+00,3.02333e+00
208,1.69453e+00,5.74028e-02,2.84793e+00,5.55617e-01,8.91104e-01,1.30166e+00,2.25481e+00,1.50723e+00,1.36516e+00,1.47891e+00,3.06478e+00,3.11706e+00,2.55498e+00
209,1.45667e+00,9.56417e-02,7.19427e-01,1.72219e+00,2.55893e+00,3.19554e+00,4.47950e-01,9.29353e-01,6.25262e-01,1.69373e+00,2.18204e-01,9.66865e-01,5.04410e-02
210,1.62797e+00,1.38428e-01,1.61085e-02,3.63536e-01,2.22123e+00,2.68370e+00,3.16822e+00,2.66526e+00,1.06738e+00,6.65733e-01,4.05767e-01,1.02147e+00,2.66235e+00
211,1.25849e+00,1.51086e-01,1.72611e+00,3.82838e-01,3.07795e+00,1.55061e+00,2.43354e-01,1.51580e+00,1.87632e+00,2.47919e+00,1.46340e-01,3.98014e-01,2.44128e+00
212,1.35426e+00,1.55780e-01,1.51412e+00,3.38764e+00,2.98654e+00,3.35353e-01,2.03099e+00,2.09335e+00,3.16994e+00,2.02160e+00,2.33510e+00,3.18262e+00,9.29705e-01
213,1.41027e+00,8.71297e-02,7.36823e-01,1.84063e+00,4.99515e-02,1.59891e+00,2.10908e+00,1.53685e+00,2.58504e+00,1.68642e+00,2.50594e+00,2.61770e+00,1.52596e+00
214,1.21895e+00,1.74216e-01,2.57721e+00,1.20578e+00,2.53495e+00,2.98049e+00,2.07280e-02,8.60003e-01,2.21363e-01,2.72267e+00,2.91283e+00,8.99298e-01,1.55620e+00
215,1.31776e+00,1.23457e-01,2.81065e+00,3.26620e+00,2.42939e+00,7.07746e-01,6.58445e-01,1.25138e+00,2.08614e-01,2.10828e+00,1.48992e+00,6.64738e-01,2.09973e+00
216,1.49759e+00,1.23638e-01,1.38151e+00,1.19135e+00,3.07571e+00,3.35232e+00,1.54378e+00,3.28641e+00,2.35240e+00,1.57262e+00,1.89377e+00,1.13655e+00,5.33067e-01
217,1.34906e+00,1.45125e-01,2.19320e+00,2.72338e+00,8.36152e-01,3.24289e+00,2.75549e+00,3.18511e+00,1.63987e+00,2.41600e+00,1.63340e-02,9.12784e-01,2.26549e+00
218,1.35755e+00,2.04573e-01,2.71786e+00,1.87748e-01,1.47054e+00,1.73104e+00,3.34135e+00,3.70967e-01,1.10712e+00,5.08386e-01,1.12539e+00,2.14243e-01,9.28783e-01
219,1.24269e+00,6.10987e-02,5.80850e-01,1.04209e+00,1.52445e+00,2.52413e+00,2.83876e+00,2.05068e-01,3.03586e+00,2.13756e-01,1.80122e+00,1.01464e-01,1.74521e+00
220,1.47253e+00,1.02704e-01,3.23627e+00,3.25706e-01,2.76967e+00,2.22703e-01,9.70737e-01,3.33669e+00,4.70043e-01,1.54718e+00,1.74834e+00,2.31948e+00,1.65983e+00
221,1.37375e+00,8.20683e-02,2.83266e+00,3.16644e+00,1.13972e+00,2.60580e+00,8.02555e-02,1.07213e+00,1.76255e+00,3.11404e+00,2.24339e+00,3.25777e+00,1.26012e+00
222,1.32417e+00,1.47542e-01,2.90786e+00,2.04653e+00,3.08001e+00,3.61073e-02,2.08374e+00,1.87735e+00,3.00445e+00,3.32456e+00,1.48446e+00,2.79775e+00,6.94025e-01
223,1.45706e+00,7.57699e-02,9.37810e-03,2.30365e+00,8.13793e-01,1.20038e-01,1.55128e+00,1.36581e+00,1.65111e+00,7.26224e-01,3.87689e-01,3.03985e+00,6.18573e-01
224,1.30884e+00,1.49254e-01,1.62473e+00,5.55394e-02,2.82173e+00,1.11527e+00,1.76059e+00,1.14721e+00,1.17477e+00,2.38497e+00,7.65288e-01,1.16294e+00,1.96764e+00
225,1.34136e+00,1.44656e-01,1.38357e+00,1.05182e+00,3.43972e-02,1.80546e+00,4.81320e-01,5.72047e-01,1.57838e+00,2.76263e+00,3.13185e+00,9.00314e-01,2.42887e+00
226,1.32036e+00,2.03567e-01,2.95608e+00,3.20693e+00,2.49630e+00,1.65809e+00,9.91940e-01,2.00000e+00,2.12725e+00,6.47572e-01,1.03730e+00,3.06300e+00,1.23478e+00
227,1.36751e+00,1.06295e-01,2.11215e+00,1.75650e+00,3.24681e+00,2.83421e+00,1.12741e+00,1.14309e+00,3.01655e+00,2.24983e+00,2.81589e+00,6.71409e-01,4.33696e-01
228,1.38092e+00,1.41608e-01,4.48995e-01,2.41348e+00,2.82153e+00,1.24410e+00,2.60562e+00,1.33293e+00,2.94120e+00,2.65098e+00,3.24385e+00,8.79047e-01,1.53876e+00
229,1.47489e+00,8.89511e-02,2.01556e+00,3.04855e+00,1.04213e+00,1.07219e+00,2.24731e+00,2.91315e+00,2.25497e-04,2.71325e+00,2.38888e+00,2.56881e+00,7.07814e-01
230,1.73662e+00,1.98585e-01,1.07310e+00,3.11048e+00,1.04266e+00,4.82455e-01,5.11473e-01,6.00804e-01,2.24487e+00,2.06371e+00,1.97491e+00,2.50972e+00,1.01382e+00
231,1.39839e+00,1.57954e-01,1.94180e+00,2.98135e+00,1.15326e+00,3.18763e+00,2.89549e+00,1.77363e+00,2.92512e-01,2.67806e-01,3.19239e+00,1.30555e+00,5.11395e-01
232,1.41110e+00,1.41584e-01,3.15598e+00,2.79512e+00,1.49280e-01,1.75218e+00,4.69194e-01,3.36291e+00,1.54270e+00,2.40369e+00,3.07834e+00,1.64628e+00,1.47554e+00
233,1.34806e+00,1.59337e-01,1.62569e+00,5.05076e-02,2.20553e+00,2.57548e+00,6.45958e-01,2.11773e+00,1.63446e+00,2.65420e+00,1.51878e+00,5.11566e-01,9.58000e-01
234,1.26741e+00,1.85966e-01,2.10460e+00,2.90489e+00,2.73128e-01,2.15085e+00,1.68989e+00,2.71959e+00,2.85487e+00,1.08018e+00,1.02976e-01,5.97310e-01,2.26766e+00
235,1.29716e+00,1.03211e-01,6.74154e-01,3.00266e+00,3.00489e+00,3.07790e+00,2.74304e+00,1.53216e+00,3.33256e+00,6.79067e-01,1.33543e+00,2.30489e+00,2.87445e+00
236,1.17344e+00,1.46214e-01,5.89082e-02,2.05027e+00,1.89783e+00,1.26433e+00,1.11113e+00,1.83491e+00,4.55774e-01,2.46053e+00,2.24415e+00,2.21101e+00,9.21811e-01
237,1.31633e+00,1.24088e-01,1.95991e+00,1.00860e+00,2.97396e+00,7.61291e-01,7.24585e-01,9.91637e-01,1.11954e+00,1.46286e+00,2.51790e+00,3.15568e+00,1.28289e+00
238,1.29002e+00,1.08505e-01,3.11038e+00,8.90684e-01,1.95091e-02,3.21125e+00,2.51788e+00,2.47354e+00,3.22608e+00,2.76259e+00,1.24246e+00,2.23615e+00,4.87696e-01
239,1.22685e+00,1.93608e-01,1.36351e-01,1.64903e+00,1.96191e+00,4.96511e-01,1.81329e+00,3.35397e+00,9.80320e-01,2.60755e+00,4.25736e-01,2.94682e+00,2.33752e+00
240,1.51313e+00,1.10213e-01,3.14629e+00,1.00867e+00,2.99101e+00,7.99522e-01,3.10478e+00,2.40254e+00,1.45784e+00,3.38042e-01,3.83223e-01,9.26649e-01,2.08857e+00
241,1.52970e+00,1.66348e-01,4.02096e-01,1.00151e+00,2.59219e+00,2.34453e+00,3.06866e+00,2.78352e+00,3.11731e+00,2.58916e-01,1.55002e+00,2.92345e+00,2.98886e-01
242,1.35492e+00,1.20322e-01,4.74493e-02,2.82876e+00,3.16470e+00,2.23239e+00,3.73708e-01,2.99002e+00,1.39765e+00,5.80644e-01,1.38551e+00,1.22998e+00,2.16395e+00
243,1.41538e+00,1.35214e-01,3.10649e+00,1.41921e+00,2.28226e+00,1.85653e+00,2.32373e+00,2.16139e+00,1.60083e+00,2.28647e+00,3.54060e-01,2.49188e+00,5.47747e-01
244,1.30610e+00,1.18265e-01,1.17588e+00,8.37544e-01,3.80538e-01,1.94710e+00,1.11316e+00,3.01010e+00,1.83371e+00,3.36854e+00,8.33237e-01,1.68610e+00,1.89173e-02
245,1.41737e+00,1.50909e-01,2.31370e+00,7.69452e-01,3.00881e+00,1.69659e+00,1.88548e+00,2.27634e+00,1.71826e+00,1.76899e-01,2.45928e+00,1.85901e+00,1.21871e+00
246,1.30353e+00,1.45951e-01,5.89251e-01,1.90355e+00,3.56336e-01,1.24307e+00,5.03889e-01,1.45565e+00,1.89529e+00,1.35559e+00,5.02658e-01,7.96793e-01,1.68756e+00
247,1.31889e+00,9.49169e-02,2.01323e+00,1.77815e+00,6.71305e-01,5.00323e-01,1.73564e+00,9.43474e-01,2.07438e+00,1.89192e+00,4.16891e-01,3.30391e+00,1.60822e+00
248,1.28623e+00,1.11919e-01,1.25391e+00,1.75136e+00,5.13485e-01,2.31462e+00,1.63207e+00,1.90774e+00,2.03075e+00,1.71888e+00,7.58779e-01,2.96354e+00,7.58775e-01
249,1.48148e+00,6.34929e-02,2.04849e+00,1.18455e+00,2.15510e+00,3.22050e+00,3.11744e-01,6.26966e-01,3.10896e+00,2.29746e+00,2.63660e+00,2.62252e+00,2.00429e-01
250,1.42815e+00,1.76226e-01,6.94052e-01,8.97698e-01,1.37391e+00,3.17046e+00,7.98297e-01,1.71023e-01,1.08596e+00,2.22617e-01,1.76655e+00,6.68120e-01,3.14095e-01
251,1.46381e+00,1.11587e-01,1.00323e+00,1.46201e+00,2.17047e+00,1.60599e+00,2.34072e+00,2.95160e+00,6.56480e-01,3.13266e+00,2.97339e+00,2.57701e+00,2.22066e+00
252,1.39665e+00,1.54982e-01,1.40410e+00,3.11875e+00,4.90998e-01,1.55658e+00,1.75455e+00,2.35096e+00,2.38343e+00,8.75498e-01,3.26198e+00,2.43327e+00,1.31815e+00
